unique_compliance_id,technology,compliance_framework,framework_id,framework_version,requirement_id,requirement_name,requirement_description,section,service,total_checks,automation_type,confidence_score,references,source_file,oracle_checks
nist_800_53_rev5_multi_cloud_CM-8-a_0424,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-8-a,System Component Inventory - Develop and document an inventory...,,System,Multiple,15,automated,,,NIST_controls_with_checks.csv,oracle_compute_instance_managed_by_os_management; oracle_os_management_managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-8-b_0425,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-8-b,System Component Inventory - Review and update the system...,,System,Multiple,16,automated,,,NIST_controls_with_checks.csv,oracle_compute_instance_managed_by_os_management; oracle_os_management_managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-9-b_0428,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-9-b,Configuration Management Plan - Establishes a process for identifying...,,Configuration,Multiple,58,automated,,,NIST_controls_with_checks.csv,oracle_audit_kms_encryption_enabled; oracle_audit_log_file_validation_enabled; oracle_audit_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_object_storage_read_events_enabled; oracle_audit_object_storage_write_events_enabled; oracle_compute_block_volume_encryption_enabled; oracle_identity_password_policy_minimum_length_14; oracle_identity_policy_attached_only_to_group_or_roles
nist_800_53_rev5_multi_cloud_CM-12-b_0445,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-12-b,Information Location - Identify and document the users...,,Information,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_CP-2_5_0457,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-2(5),Contingency Plan - Contingency plan | continue mission and business functions plan for the continua,,Contingency,Multiple,48,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_database_instance_deletion_protection; oracle_database_instance_multi_az; oracle_file_storage_have_backup_enabled; oracle_load_balancer_deletion_protection; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_CP-2_6_0458,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-2(6),"Contingency Plan - Contingency plan | alternate processing and storage sites nist sp 800-53, r ev",,Contingency,INSTANCE,6,automated,,,NIST_controls_with_checks.csv,oracle_database_instance_multi_az
nist_800_53_rev5_multi_cloud_CP-2-a_0462,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-2-a,Contingency Plan - Develop a contingency plan for...,,Contingency,Multiple,22,automated,,,NIST_controls_with_checks.csv,oracle_database_instance_deletion_protection; oracle_database_instance_multi_az; oracle_load_balancer_deletion_protection
nist_800_53_rev5_multi_cloud_CP-2-d_0465,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-2-d,Contingency Plan - Review the contingency plan for...,,Contingency,Multiple,18,automated,,,NIST_controls_with_checks.csv,oracle_database_instance_deletion_protection; oracle_database_instance_multi_az; oracle_load_balancer_deletion_protection
nist_800_53_rev5_multi_cloud_CP-2-e_0466,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-2-e,Contingency Plan - Update the contingency plan to...,,Contingency,Multiple,21,automated,,,NIST_controls_with_checks.csv,oracle_database_instance_deletion_protection; oracle_database_instance_multi_az; oracle_load_balancer_deletion_protection
nist_800_53_rev5_multi_cloud_CP-6_1_0482,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-6(1),Alternate Storage Site - Alternate storage site | separation from primary site identify an alternate stor,,Alternate,Multiple,24,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_file_storage_have_backup_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_CP-6_2_0483,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-6(2),Alternate Storage Site - Alternate storage site | recovery time and recovery point objectives configure t,,Alternate,Multiple,36,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_database_instance_multi_az; oracle_file_storage_have_backup_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_CP-6-a_0485,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-6-a,"Alternate Storage Site - Establish an alternate storage site,...",,Alternate,Multiple,27,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_file_storage_have_backup_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_CP-9_8_0508,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-9(8),System Backup - System backup | cryptographic protection implement cryptographic mechanisms to p,,System,Multiple,12,automated,,,NIST_controls_with_checks.csv,oracle_database_instance_encryption_at_rest_enabled; oracle_object_storage_bucket_default_encryption
nist_800_53_rev5_multi_cloud_CP-9-a_0509,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-9-a,System Backup - Conduct backups of user-level information...,,System,Multiple,38,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_database_instance_backup_enabled; oracle_file_storage_have_backup_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_CP-9-b_0510,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-9-b,System Backup - Conduct backups of system-level information...,,System,Multiple,39,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_database_instance_backup_enabled; oracle_file_storage_have_backup_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_CP-9-c_0511,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-9-c,"System Backup - Conduct backups of system documentation,...",,System,Multiple,39,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_autonomous_dw_cluster_automatic_upgrades; oracle_database_instance_backup_enabled; oracle_file_storage_have_backup_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_CP-9-d_0512,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-9-d,"System Backup - Protect the confidentiality, integrity, and...",,System,Multiple,58,automated,,,NIST_controls_with_checks.csv,oracle_audit_kms_encryption_enabled; oracle_autonomous_dw_cluster_audit_logging; oracle_compute_block_volume_encryption_enabled; oracle_data_science_notebook_instance_encryption_enabled; oracle_database_instance_encryption_at_rest_enabled; oracle_file_storage_encryption_at_rest_enabled; oracle_monitoring_log_group_kms_encryption_enabled; oracle_object_storage_bucket_default_encryption; oracle_opensearch_service_domains_encryption_at_rest_enabled
nist_800_53_rev5_multi_cloud_CP-10_1_0513,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-10(1),System Recovery And Reconstitution - System recovery and reconstitution | contingency plan testing [withdrawn,,System,Multiple,36,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_database_instance_multi_az; oracle_file_storage_have_backup_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_CP-10_2_0514,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-10(2),System Recovery And Reconstitution - System recovery and reconstitution | transaction recovery implement transaction,,System,Multiple,30,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_file_storage_have_backup_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_CP-10_3_0515,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-10(3),System Recovery And Reconstitution - System recovery and reconstitution | compensating security controls [withdrawn,,System,Multiple,36,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_database_instance_multi_az; oracle_file_storage_have_backup_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_CP-10_4_0516,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-10(4),System Recovery And Reconstitution - System recovery and reconstitution | restore within time period provide the capa,,System,Multiple,36,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_database_instance_multi_az; oracle_file_storage_have_backup_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_CP-10_5_0517,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-10(5),System Recovery And Reconstitution - System recovery and reconstitution | failover capability [withdrawn,,System,Multiple,36,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_database_instance_multi_az; oracle_file_storage_have_backup_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_CP-10_6_0518,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CP-10(6),System Recovery And Reconstitution - System recovery and reconstitution | component protection protect system compone,,System,Multiple,36,automated,,,NIST_controls_with_checks.csv,oracle_autonomous_dw_cluster_automated_snapshot; oracle_database_instance_backup_enabled; oracle_database_instance_multi_az; oracle_file_storage_have_backup_enabled; oracle_nosql_tables_pitr_enabled; oracle_object_storage_bucket_object_versioning
nist_800_53_rev5_multi_cloud_IA-4_4_0535,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-4(4),Identifier Management - Identifier management | identify user status manage individual identifiers by un,,Identifier,NO,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_no_root_access_key
nist_800_53_rev5_multi_cloud_IA-4_4_0536,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-4(4),Identifier Management - . ],,Identifier,NO,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_no_root_access_key
nist_800_53_rev5_multi_cloud_IA-4_8_0540,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-4(8),Identifier Management - Identifier management | pairwise pseudonymous identifiers generate pairwise pseu,,Identifier,NO,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_no_root_access_key
nist_800_53_rev5_multi_cloud_IA-4-b_0543,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-4-b,Identifier Management - Selecting an identifier that identifies...,,Identifier,NO,9,automated,,,NIST_controls_with_checks.csv,oracle_identity_no_root_access_key
nist_800_53_rev5_multi_cloud_IA-4-d_0545,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-4-d,Identifier Management - Preventing reuse of identifiers for...,,Identifier,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_1_0546,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(1),Authenticator Management - Authenticator management | password - based authentication for password-based au,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_1_0547,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(1),Authenticator Management - Enforce authorized access to the corresponding private key; and,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_1_0548,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(1),Authenticator Management - Validate certificates by constructing and verifying a certification path to an a,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_1_0549,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(1),Authenticator Management - . ],,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_1_0550,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(1),Authenticator Management - And ia-2,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_10_0551,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(10),Authenticator Management - Authenticator management | dynamic credential binding bind identities and authen,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_11_0552,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(11),Authenticator Management - Authenticator management | hardware token - based authentication [withdrawn,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_12_0553,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(12),Authenticator Management - Authenticator management | biometric authentication performance for biometric-ba,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_13_0554,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(13),Authenticator Management - Authenticator management | expiration of cached authenticators prohibit the use,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_14_0555,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(14),Authenticator Management - Authenticator management | managing content of pki trust stores for pki-based au,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_15_0556,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(15),Authenticator Management - Authenticator management | gsa - approved products and services use only general,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_16_0557,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(16),Authenticator Management - Authenticator management | in - person or trusted external party authenticator i,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_17_0558,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(17),Authenticator Management - Authenticator management | presentation attack detection for biometric authentic,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_18_0559,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(18),"Authenticator Management - Authenticator management | password managers nist sp 800-53, r ev",,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_2_0560,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(2),Authenticator Management - Authenticator management | public key - based authentication (a) for public key-,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_2_0561,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(2),Authenticator Management - Map the authenticated identity to the account of the individual or group; and (b,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_2_0562,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(2),Authenticator Management - Implement a local cache of revocation data to support path discovery and validat,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_2_0563,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(2),Authenticator Management - . ],,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_3_0564,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(3),Authenticator Management - Authenticator management | in - person or trusted external party registration [w,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_4_0565,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(4),Authenticator Management - . ],,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_4_0566,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(4),Authenticator Management - Authenticator management | automated support for password strength determination,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_5_0567,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(5),Authenticator Management - Authenticator management | change authenticators prior to delivery require devel,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_6_0568,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(6),Authenticator Management - Authenticator management | protection of authenticators protect authenticators c,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_7_0569,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(7),Authenticator Management - Authenticator management | no embedded unencrypted static authenticators ensure,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5_8_0570,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(8),Authenticator Management - Authenticator management | multiple system accounts implement [ assignment,,Authenticator,NO,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_no_root_access_key
nist_800_53_rev5_multi_cloud_IA-5_9_0571,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(9),Authenticator Management - Authenticator management | federated credential management use the following ext,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5-a_0572,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-a,"Authenticator Management - Verifying, as part of the...",,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5-b_0573,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-b,Authenticator Management - Establishing initial authenticator content for...,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5-c_0574,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-c,Authenticator Management - Ensuring that authenticators have sufficient...,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5-d_0575,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-d,Authenticator Management - Establishing and implementing administrative procedures...,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5-e_0576,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-e,Authenticator Management - Changing default authenticators prior to...,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5-f_0577,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-f,Authenticator Management - Changing or refreshing authenticators [...,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5-g_0578,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-g,Authenticator Management - Protecting authenticator content from unauthorized...,,Authenticator,PASSWORD,9,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5-h_0579,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-h,"Authenticator Management - Requiring individuals to take, and...",,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IA-5-i_0580,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-i,Authenticator Management - Changing authenticators for group or...,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_IR-4-a_0625,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IR-4-a,Incident Handling - Implement an incident handling capability...,,Incident,NO,10,automated,,,NIST_controls_with_checks.csv,oracle_cloud_guard_no_high_severity_findings
nist_800_53_rev5_multi_cloud_MA-4-c_0684,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,MA-4-c,Nonlocal Maintenance - Employ strong authentication in the...,,Nonlocal,PASSWORD,9,automated,,,NIST_controls_with_checks.csv,oracle_identity_password_policy_minimum_length_14
nist_800_53_rev5_multi_cloud_MP-2_1_0704,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,MP-2(1),Media Access - Media access | automated restricted access [withdrawn,,Media,Multiple,52,automated,,,NIST_controls_with_checks.csv,oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_imdsv2_enabled; oracle_compute_instance_public_ip; oracle_identity_no_root_access_key; oracle_identity_policy_attached_only_to_group_or_roles; oracle_identity_policy_no_administrative_privileges; oracle_identity_user_accesskey_unused
nist_800_53_rev5_multi_cloud_MP-2_1_0705,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,MP-2(1),Media Access - . ],,Media,Multiple,52,automated,,,NIST_controls_with_checks.csv,oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_imdsv2_enabled; oracle_compute_instance_public_ip; oracle_identity_no_root_access_key; oracle_identity_policy_attached_only_to_group_or_roles; oracle_identity_policy_no_administrative_privileges; oracle_identity_user_accesskey_unused
nist_800_53_rev5_multi_cloud_MP-2_2_0706,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,MP-2(2),Media Access - . ],,Media,Multiple,52,automated,,,NIST_controls_with_checks.csv,oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_imdsv2_enabled; oracle_compute_instance_public_ip; oracle_identity_no_root_access_key; oracle_identity_policy_attached_only_to_group_or_roles; oracle_identity_policy_no_administrative_privileges; oracle_identity_user_accesskey_unused
nist_800_53_rev5_multi_cloud_MP-2_2_0707,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,MP-2(2),Media Access - Media access | cryptographic protection [withdrawn,,Media,Multiple,52,automated,,,NIST_controls_with_checks.csv,oracle_big_data_cluster_master_nodes_no_public_ip; oracle_compute_block_volume_public_snapshot; oracle_compute_instance_imdsv2_enabled; oracle_compute_instance_public_ip; oracle_identity_no_root_access_key; oracle_identity_policy_attached_only_to_group_or_roles; oracle_identity_policy_no_administrative_privileges; oracle_identity_user_accesskey_unused
nist_800_53_rev5_multi_cloud_PE-6_2_0776,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PE-6(2),Monitoring Physical Access - Monitoring physical access | automated intrusion recognition and responses recog,,Monitoring,IS,6,automated,,,NIST_controls_with_checks.csv,oracle_cloud_guard_is_enabled
nist_800_53_rev5_multi_cloud_PE-6_4_0778,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PE-6(4),Monitoring Physical Access - Monitoring physical access | monitoring physical access to systems monitor physi,,Monitoring,IS,6,automated,,,NIST_controls_with_checks.csv,oracle_cloud_guard_is_enabled
nist_800_53_rev5_multi_cloud_PM-11-b_0867,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-11-b,Mission And Business Process Definition - Determine information protection and personally...,,Mission,Multiple,28,automated,,,NIST_controls_with_checks.csv,oracle_audit_log_file_validation_enabled; oracle_object_storage_bucket_default_encryption; oracle_object_storage_bucket_object_versioning; oracle_object_storage_bucket_secure_transport_policy
nist_800_53_rev5_multi_cloud_PM-16_1_0874,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-16(1),Threat Awareness Program - Threat awareness program | automated means for sharing threat intelligence emplo,,Threat,IS,6,automated,,,NIST_controls_with_checks.csv,oracle_cloud_guard_is_enabled
nist_800_53_rev5_multi_cloud_PM-17-b_0876,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-17-b,Protecting Controlled Unclassified Information On External Systems - Review and update the policy...,,Protecting,Multiple,40,automated,,,NIST_controls_with_checks.csv,oracle_api_gateway_restapi_client_certificate_enabled; oracle_audit_log_file_validation_enabled; oracle_load_balancer_ssl_listeners; oracle_object_storage_bucket_object_versioning; oracle_object_storage_bucket_secure_transport_policy; oracle_opensearch_service_domains_node_to_node_encryption_enabled
nist_800_53_rev5_multi_cloud_PM-21-b_0885,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-21-b,Accounting Of Disclosures - Retain the accounting of disclosures...,,Accounting,LOG,7,automated,,,NIST_controls_with_checks.csv,oracle_monitoring_log_group_retention_policy_specific_days_enabled
nist_800_53_rev5_multi_cloud_PM-31-a_0911,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-31-a,Continuous Monitoring Strategy - Establishing the following organization-wide metrics...,,Continuous,Multiple,64,automated,,,NIST_controls_with_checks.csv,oracle_api_gateway_restapi_logging_enabled; oracle_audit_logging_enabled; oracle_audit_multi_region_enabled; oracle_audit_object_storage_read_events_enabled; oracle_audit_object_storage_write_events_enabled; oracle_monitoring_changes_to_network_acls_alarm_configured; oracle_monitoring_changes_to_network_gateways_alarm_configured; oracle_monitoring_changes_to_network_route_tables_alarm_configured; oracle_monitoring_changes_to_vcns_alarm_configured; oracle_monitoring_log_group_retention_policy_specific_days_enabled
