Function,Rule_ID,Match_Type,Confidence,Source,Service,Resource
alicloud.ecs.network_acl.allow_ingress_tcp_port_3389,alicloud.ecs.networkacl.allow_ingress_tcp_port_3389,exact,1.0000,final_service_match,ecs,network_acl
alicloud.ecs.network_acl.default_in_use,alicloud.ecs.networkacl.default_in_use,exact,1.0000,final_service_match,ecs,network_acl
alicloud.ecs.network_acl.dns_logging_enabled,alicloud.ecs.loadbalancer.traffic_logging_enabled,high_similarity,0.7619,final_service_match,ecs,network_acl
alicloud.ecs.network_acl.not_legacy,alicloud.ecs.networkacl.not_legacy,exact,1.0000,final_service_match,ecs,network_acl
alicloud.ecs.network_acl.unrestricted_ingress,alicloud.ecs.networkacl.unrestricted_ingress,exact,1.0000,final_service_match,ecs,network_acl
alicloud.ecs.network_acl.unused,alicloud.ecs.networkacl.unused,exact,1.0000,final_service_match,ecs,network_acl
alicloud.ecs.networkacl.allow_ingress_any_port,alicloud.ecs.networkacl.ingress_any_port_blocked,medium_similarity,0.6957,catalog_similarity,ecs,networkacl
alicloud.ecs.networkacl.dns_logging_enabled,alicloud.ecs.networkacl.dns_query_logging_enabled,high_similarity,0.8636,catalog_similarity,ecs,networkacl
alicloud.ecs.patch.compliance,alicloud.ecs.patch.compliance,exact,1.0000,generated,ecs,patch
alicloud.ecs.project.os_login_enabled,alicloud.ecs.project.os_login_mfa_enabled,high_similarity,0.8889,catalog_similarity,ecs,project
alicloud.ecs.public.address_shodan,alicloud.ecs.public.address_shodan,exact,1.0000,generated,ecs,public
alicloud.ecs.security_group.allow_ingress_from_internet_to_all_ports,alicloud.ecs.security_group.allow_ingress_from_internet_to_all_ports,exact,1.0000,generated,ecs,security_group
"alicloud.ecs.security_group.allow_ingress_from_internet_to_all_ports, alicloud_api_gateway_restapi_waf_acl_attached, alicloud_alb_waf_acl_attached","alicloud.ecs.security_group.allow_ingress_from_internet_to_all_ports, alicloud_api_gateway_restapi_waf_acl_attached, alicloud_alb_waf_acl_attached",exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_any_port,alicloud.ecs.security_group.allow_ingress_from_internet_to_any_port,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_high_risk_tcp_ports,alicloud.ecs.security_group.allow_ingress_from_internet_to_high_risk_tcp_ports,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_22,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_22,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_3389,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_3389,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_cassandra_7199_9160_8888,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_cassandra_7199_9160_8888,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_elasticsearch_kibana_9200_9300_5601,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_elasticsearch_kibana_9200_9300_5601,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_ftp_20_21,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_ftp_20_21,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_kafka_9092,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_kafka_9092,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_memcached_11211,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_memcached_11211,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_mongodb_27017_27018,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_mongodb_27017_27018,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_mysql_3306,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_mysql_3306,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_oracle_1521_2483,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_oracle_1521_2483,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_postgres_5432,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_postgres_5432,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_redis_6379,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_redis_6379,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_sql_server_1433_1434,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_sql_server_1433_1434,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_telnet_23,alicloud.ecs.security_group.allow_ingress_from_internet_to_tcp_port_telnet_23,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.allow_wide_open_public_ipv4,alicloud.ecs.security_group.wide_open_public_ipv4_detected,high_similarity,0.7368,catalog_similarity,ecs,security_group
alicloud.ecs.security_group.common_ports_restricted,alicloud.ecs.security_group.common_ports_access_restricted,high_similarity,0.8679,catalog_similarity,ecs,security_group
alicloud.ecs.security_group.default_restrict_traffic,alicloud.ecs.security_group.default_deny_all,medium_similarity,0.5500,catalog_similarity,ecs,security_group
alicloud.ecs.security_group.default_restricted,alicloud.ecs.security_group.default_restricted,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.from_launch_wizard,alicloud.ecs.security_group.from_launch_wizard,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.group_fine_grained_rules_check,alicloud.ecs.security_group.fine_grained_rules_enforced,high_similarity,0.7368,catalog_similarity,ecs,security_group
alicloud.ecs.security_group.group_inbound_3389_restriction_check,alicloud.ecs.security_group.inbound_3389_restricted_to_trusted_ips,medium_similarity,0.5946,catalog_similarity,ecs,security_group
alicloud.ecs.security_group.group_ingress_port_22_unrestricted,alicloud.ecs.security_group.ingress_port_22_restricted_to_trusted_ips,medium_similarity,0.6933,catalog_similarity,ecs,security_group
alicloud.ecs.security_group.group_restricted_ssh_rdp_access,alicloud.ecs.security_group.rdp_access_restricted_to_vpn,medium_similarity,0.5424,catalog_similarity,ecs,security_group
alicloud.ecs.security_group.not_used,alicloud.ecs.security_group.not_used,exact,1.0000,generated,ecs,security_group
alicloud.ecs.security_group.rdp_restricted,alicloud.ecs.security_group.ssh_rdp_access_restricted_to_trusted_ips,medium_similarity,0.5185,catalog_similarity,ecs,security_group
alicloud.ecs.security_group.ssh_restricted,alicloud.ecs.security_group.ssh_access_restricted_to_whitelist,medium_similarity,0.5833,catalog_similarity,ecs,security_group
alicloud.ecs.security_group.with_many_ingress_egress_rules,alicloud.ecs.security_group.excessive_ingress_egress_rules_reviewed,medium_similarity,0.6377,catalog_similarity,ecs,security_group
alicloud.ecs.stopped.instance,alicloud.ecs.stopped.instance,exact,1.0000,generated,ecs,stopped
alicloud.ecs.subnet.flow_logs_enabled,alicloud.ecs.subnet.flow_logging_enabled_for_traffic_analysis,medium_similarity,0.5517,catalog_similarity,ecs,subnet
alicloud.ecs.task.definitions_logging_block_mode,alicloud.ecs.task.definitions_logging_block_mode,exact,1.0000,generated,ecs,task
alicloud.ecs.task.definitions_logging_enabled,alicloud.ecs.task.definitions_logging_enabled,exact,1.0000,generated,ecs,task
alicloud.ecs.transitgateway.auto_accept_vpc_attachments,alicloud.ecs.transitgateway.auto_accept_vpc_attachments,exact,1.0000,generated,ecs,transitgateway
alicloud.ecs.trusted.launch_enabled,alicloud.ecs.trusted.launch_secure_boot_enabled,medium_similarity,0.7000,catalog_similarity,ecs,trusted
alicloud.ecs.unattached.disks_encryption_at_rest_check,alicloud.ecs.unattached.disks_encryption_at_rest_check,exact,1.0000,generated,ecs,unattached
alicloud.ecs.volume.in_use,alicloud.ecs.volume.in_use,exact,1.0000,generated,ecs,volume
alicloud.ecs.vulnerability.scan_enabled,alicloud.ecs.vulnerability.scan_enabled,exact,1.0000,generated,ecs,vulnerability
alicloud.efs.backup.enabled,alicloud.efs.backup.enabled,exact,1.0000,generated,efs,backup
alicloud.efs.encryption.at_rest_enabled,alicloud.efs.encryption.at_rest_enabled,exact,1.0000,generated,efs,encryption
alicloud.efs.file.system_copy_tags_to_backups_enabled,alicloud.efs.file.system_copy_tags_to_backups_enabled,exact,1.0000,generated,efs,file
alicloud.efs.file.system_copy_tags_to_volumes_enabled,alicloud.efs.file.system_copy_tags_to_volumes_enabled,exact,1.0000,generated,efs,file
alicloud.efs.have.backup_enabled,alicloud.efs.have.backup_enabled,exact,1.0000,generated,efs,have
alicloud.efs.multi.az_enabled,alicloud.efs.multi.az_enabled,exact,1.0000,generated,efs,multi
alicloud.efs.not.publicly_accessible,alicloud.efs.not.publicly_accessible,exact,1.0000,generated,efs,not
alicloud.efs.windows.file_system_multi_az_enabled,alicloud.efs.windows.file_system_multi_az_enabled,exact,1.0000,generated,efs,windows
alicloud.elasticsearch.backup.retention,alicloud.elasticsearch.backup.retention,exact,1.0000,generated,elasticsearch,backup
alicloud.elasticsearch.environment.cloudmonitor_logging_enabled,alicloud.elasticsearch.environment.cloudmonitor_logging_enabled,exact,1.0000,generated,elasticsearch,environment
alicloud.elasticsearch.redis.cluster_automatic_failover_enabled,alicloud.elasticsearch.redis.cluster_automatic_failover_enabled,exact,1.0000,generated,elasticsearch,redis
alicloud.elasticsearch.redis.cluster_in_transit_encryption_enabled,alicloud.elasticsearch.redis.cluster_in_transit_encryption_enabled,exact,1.0000,generated,elasticsearch,redis
alicloud.elasticsearch.redis.cluster_multi_az_enabled,alicloud.elasticsearch.redis.cluster_multi_az_enabled,exact,1.0000,generated,elasticsearch,redis
alicloud.elasticsearch.redis.cluster_rest_encryption_enabled,alicloud.elasticsearch.redis.cluster_rest_encryption_enabled,exact,1.0000,generated,elasticsearch,redis
alicloud.elasticsearch.service.domains_access_control_enabled,alicloud.elasticsearch.service.domains_access_control_enabled,exact,1.0000,generated,elasticsearch,service
alicloud.elasticsearch.service.domains_audit_logging_enabled,alicloud.elasticsearch.service.domains_audit_logging_enabled,exact,1.0000,generated,elasticsearch,service
alicloud.elasticsearch.service.domains_cloudmonitor_logging_enabled,alicloud.elasticsearch.service.domains_cloudmonitor_logging_enabled,exact,1.0000,generated,elasticsearch,service
alicloud.elasticsearch.service.domains_cloudwatch_logging_enabled,alicloud.elasticsearch.service.domains_cloudwatch_logging_enabled,exact,1.0000,generated,elasticsearch,service
alicloud.elasticsearch.service.domains_encryption_at_rest_enabled,alicloud.elasticsearch.service.domains_encryption_at_rest_enabled,exact,1.0000,generated,elasticsearch,service
alicloud.elasticsearch.service.domains_fault_tolerant_data_nodes,alicloud.elasticsearch.service.domains_fault_tolerant_data_nodes,exact,1.0000,generated,elasticsearch,service
alicloud.elasticsearch.service.domains_fault_tolerant_master_nodes,alicloud.elasticsearch.service.domains_fault_tolerant_master_nodes,exact,1.0000,generated,elasticsearch,service
alicloud.elasticsearch.service.domains_https_communications_enforced,alicloud.elasticsearch.service.domains_https_communications_enforced,exact,1.0000,generated,elasticsearch,service
alicloud.elasticsearch.service.domains_internal_user_database_enabled,alicloud.elasticsearch.service.domains_internal_user_database_enabled,exact,1.0000,generated,elasticsearch,service
alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled,alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled,exact,1.0000,generated,elasticsearch,service
alicloud.elasticsearch.service.domains_not_publicly_accessible,alicloud.elasticsearch.service.domains_not_publicly_accessible,exact,1.0000,generated,elasticsearch,service
alicloud.elasticsearch.service.not_publicly_accessible,alicloud.elasticsearch.service.not_publicly_accessible,exact,1.0000,generated,elasticsearch,service
alicloud.emr.cluster.account_public_block_enabled,alicloud.emr.cluster.account_public_access_blocked,high_similarity,0.7719,catalog_similarity,emr,cluster
alicloud.emr.cluster.master_nodes_no_public_ip,alicloud.emr.cluster.master_nodes_public_ip_disabled,high_similarity,0.7857,catalog_similarity,emr,cluster
alicloud.emr.cluster.publicly_accesible,alicloud.emr.cluster.public_access_blocked,high_similarity,0.7692,catalog_similarity,emr,cluster
alicloud.emr.encrypted.with_cmks_disabled,alicloud.emr.encrypted.with_cmks_disabled,exact,1.0000,generated,emr,encrypted
alicloud.ess.group.capacity_rebalance_enabled,alicloud.ess.group.capacity_rebalance_enforced,high_similarity,0.8679,catalog_similarity,ess,group
alicloud.ess.group.configured,alicloud.ess.group.properly_configured,medium_similarity,0.6897,catalog_similarity,ess,group
alicloud.ess.group.health_check_enabled,alicloud.ess.group.health_check_configured,high_similarity,0.7442,catalog_similarity,ess,group
alicloud.ess.group.multiple_az,alicloud.ess.group.multi_az_deployment,medium_similarity,0.5333,catalog_similarity,ess,group
alicloud.expressconnect.connection.redundancy,alicloud.expressconnect.connection.redundancy,exact,1.0000,generated,expressconnect,connection
alicloud.expressconnect.virtual.interface_redundancy,alicloud.expressconnect.virtual.interface_redundancy,exact,1.0000,generated,expressconnect,virtual
alicloud.fc.compute.function_not_publicly_accessible,alicloud.fc.compute.function_not_publicly_accessible,exact,1.0000,generated,fc,compute
alicloud.fc.compute.function_restrict_public_access,alicloud.fc.compute.function_restrict_public_access,exact,1.0000,generated,fc,compute
alicloud.fc.compute.function_url_authentication,alicloud.fc.compute.function_url_authentication,exact,1.0000,generated,fc,compute
alicloud.fc.compute.function_url_public,alicloud.fc.compute.function_url_public,exact,1.0000,generated,fc,compute
alicloud.fc.function.inside_vpc,alicloud.fc.function.inside_vpc,exact,1.0000,generated,fc,function
alicloud.fc.function.invoke_api_operations_actiontrail_logging_enabled,alicloud.fc.function.invoke_api_operations_actiontrail_logging_enabled_with_90_day_retention,high_similarity,0.8167,catalog_similarity,fc,function
alicloud.fc.function.not_publicly_accessible,alicloud.fc.function.url_public_access_blocked,high_similarity,0.7083,catalog_similarity,fc,function
alicloud.fc.function.reserved_concurrency,alicloud.fc.function.reserved_concurrency_set,high_similarity,0.9091,catalog_similarity,fc,function
alicloud.fc.function.url_cors_policy,alicloud.fc.function.url_cors_policy_enforced,high_similarity,0.7692,catalog_similarity,fc,function
alicloud.fc.function.url_public,alicloud.fc.function.url_public,exact,1.0000,generated,fc,function
alicloud.fc.function.vpc_multi_az,alicloud.fc.function.vpc_multi_az_deployment,medium_similarity,0.6857,catalog_similarity,fc,function
alicloud.fnf.statemachine.logging_enabled,alicloud.fnf.statemachine.logging_enabled,exact,1.0000,generated,fnf,statemachine
alicloud.ims.account.access_approval_enabled,alicloud.ims.account.access_approval_enabled,exact,1.0000,generated,ims,account
alicloud.ims.audit.logs_enabled,alicloud.ims.audit.logs_enabled,exact,1.0000,generated,ims,audit
alicloud.ims.cloud.asset_inventory_enabled,alicloud.ims.cloud.asset_inventory_enabled,exact,1.0000,generated,ims,cloud
alicloud.ims.custom.role_has_permissions_to_administer_resource_locks,alicloud.ims.custom.role_has_permissions_to_administer_resource_locks,exact,1.0000,generated,ims,custom
alicloud.ims.no.service_roles_at_project_level,alicloud.ims.no.service_roles_at_project_level,exact,1.0000,generated,ims,no
alicloud.ims.organization.essential_contacts_configured,alicloud.ims.organization.essential_contacts_configured,exact,1.0000,generated,ims,organization
alicloud.ims.role.kms_enforce_separation_of_duties,alicloud.ims.role.kms_enforce_separation_of_duties,exact,1.0000,generated,ims,role
alicloud.ims.role.sa_enforce_separation_of_duties,alicloud.ims.role.sa_enforce_separation_of_duties,exact,1.0000,generated,ims,role
alicloud.ims.sa.no_administrative_privileges,alicloud.ims.sa.no_administrative_privileges,exact,1.0000,generated,ims,sa
alicloud.ims.sa.no_user_managed_keys,alicloud.ims.sa.no_user_managed_keys,exact,1.0000,generated,ims,sa
alicloud.ims.sa.user_managed_key_rotate_90_days,alicloud.ims.sa.user_managed_key_rotate_90_days,exact,1.0000,generated,ims,sa
alicloud.ims.sa.user_managed_key_unused,alicloud.ims.sa.user_managed_key_unused,exact,1.0000,generated,ims,sa
alicloud.kms.cmk.are_used,alicloud.kms.cmk.are_used,exact,1.0000,generated,kms,cmk
alicloud.kms.cmk.not_deleted_unintentionally,alicloud.kms.cmk.not_deleted_unintentionally,exact,1.0000,generated,kms,cmk
alicloud.kms.cmk.not_multi_region,alicloud.kms.cmk.not_multi_region,exact,1.0000,generated,kms,cmk
alicloud.kms.cmk.rotation_enabled,alicloud.kms.cmk.rotation_enabled,exact,1.0000,generated,kms,cmk
alicloud.kms.cmk.state_change_alerts,alicloud.kms.cmk.state_change_alerts,exact,1.0000,generated,kms,cmk
alicloud.kms.key.lifecycle_policy,alicloud.kms.key.lifecycle_policy_configured,high_similarity,0.7442,catalog_similarity,kms,key
alicloud.kms.key.not_publicly_accessible,alicloud.kms.key.public_access_blocked,high_similarity,0.7273,catalog_similarity,kms,key
alicloud.kms.key.not_scheduled_for_deletion,alicloud.kms.key.not_scheduled_for_deletion,exact,1.0000,generated,kms,key
alicloud.kms.key.rotation_enabled,alicloud.kms.key.automatic_rotation_enabled,high_similarity,0.7619,catalog_similarity,kms,key
alicloud.kms.kms.key_expiration_set,alicloud.kms.kms.key_expiration_set,exact,1.0000,generated,kms,kms
alicloud.kms.kms.key_rotation_enabled,alicloud.kms.kms.key_rotation_enabled,exact,1.0000,generated,kms,kms
alicloud.kms.logging.enabled,alicloud.kms.logging.enabled,exact,1.0000,generated,kms,logging
alicloud.kms.private.endpoints,alicloud.kms.private.endpoints,exact,1.0000,generated,kms,private
alicloud.kms.secret.rotation_enabled,alicloud.kms.secret.rotation_enabled,exact,1.0000,generated,kms,secret
alicloud.maxcompute.dataset.cmk_encryption,alicloud.maxcompute.dataset.cmk_encryption,exact,1.0000,generated,maxcompute,dataset
alicloud.maxcompute.dataset.public_access,alicloud.maxcompute.dataset.public_access,exact,1.0000,generated,maxcompute,dataset
alicloud.maxcompute.table.cmk_encryption,alicloud.maxcompute.table.encrypted,medium_similarity,0.6087,catalog_similarity,maxcompute,table
alicloud.maxcompute.workgroup.encryption,alicloud.maxcompute.workgroup.encryption_at_rest_enabled,medium_similarity,0.5556,catalog_similarity,maxcompute,workgroup
alicloud.maxcompute.workgroup.logging_enabled,alicloud.maxcompute.workgroup.logging_enabled_with_90_day_retention,medium_similarity,0.5769,catalog_similarity,maxcompute,workgroup
alicloud.mns.topic.kms_encryption_at_rest_enabled,alicloud.mns.topic.kms_encryption_at_rest_enabled,exact,1.0000,generated,mns,topic
alicloud.mns.topic.subscription_configured,alicloud.mns.topic.subscription_least_privilege_enforced,medium_similarity,0.6000,catalog_similarity,mns,topic
alicloud.mongodb.account.firewall_use_selected_networks,alicloud.mongodb.account.firewall_use_selected_networks,exact,1.0000,generated,mongodb,account
alicloud.mongodb.account.use_private_endpoints,alicloud.mongodb.account.use_private_endpoints,exact,1.0000,generated,mongodb,account
alicloud.mongodb.cluster.cloudmonitor_log_export,alicloud.mongodb.cluster.cloudmonitor_log_export,exact,1.0000,generated,mongodb,cluster
alicloud.mongodb.cluster.copy_tags_to_snapshots,alicloud.mongodb.cluster.copy_tags_to_snapshots,exact,1.0000,generated,mongodb,cluster
alicloud.mongodb.cluster.integration_cloudmonitor_logs,alicloud.mongodb.cluster.integration_cloudmonitor_logs,exact,1.0000,generated,mongodb,cluster
alicloud.mongodb.cluster.multi_az,alicloud.mongodb.cluster.multi_az,exact,1.0000,generated,mongodb,cluster
alicloud.mongodb.cluster.multi_az_enabled,alicloud.mongodb.cluster.continuous_backup_enabled,medium_similarity,0.5854,catalog_similarity,mongodb,cluster
alicloud.mongodb.cluster.snapshot_encrypted,alicloud.mongodb.cluster.snapshot_encrypted,exact,1.0000,generated,mongodb,cluster
alicloud.mongodb.cluster.storage_encrypted,alicloud.mongodb.cluster.storage_encrypted,exact,1.0000,generated,mongodb,cluster
alicloud.nas.encryption.at_rest_enabled,alicloud.nas.encryption.at_rest_enabled,exact,1.0000,generated,nas,encryption
alicloud.nas.have.backup_enabled,alicloud.nas.have.backup_enabled,exact,1.0000,generated,nas,have
alicloud.oos.managed.compliant_patching,alicloud.oos.managed.compliant_patching,exact,1.0000,generated,oos,managed
"alicloud.oos.managed.compliant_patching, alicloud_ack_cluster_uses_a_supported_version, alicloud_rds_cluster_minor_version_upgrade_enabled","alicloud.oos.managed.compliant_patching, alicloud_ack_cluster_uses_a_supported_version, alicloud_rds_cluster_minor_version_upgrade_enabled",exact,1.0000,generated,oos,managed
alicloud.oss.account.level_public_access_blocks,alicloud.oss.account.ensure_private_endpoints_with_public_access_blocked,medium_similarity,0.5974,catalog_similarity,oss,account
alicloud.oss.actiontrail.logs_public_access_check,alicloud.oss.actiontrail.logs_public_access_check,exact,1.0000,generated,oss,actiontrail
alicloud.oss.blob.public_access_level_is_disabled,alicloud.oss.blob.public_access_blocked,medium_similarity,0.6923,catalog_similarity,oss,blob
alicloud.oss.bucket.access_anonymity_check,alicloud.oss.bucket.access_anonymity_check,exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.cross_region_replication,alicloud.oss.bucket.cross_region_replication_enabled,high_similarity,0.8571,catalog_similarity,oss,bucket
"alicloud.oss.bucket.cross_region_replication, alicloud_ecs_ebs_public_snapshot, alicloud_rds_instance_no_public_access, alicloud_ack_endpoints_not_publicly_accessible, alicloud_vpc_endpoint_for_ec2_enabled, alicloud_oss_account_level_public_access_blocks, alicloud_awslambda_function_not_publicly_accessible, alicloud_emr_cluster_master_nodes_no_public_ip, alicloud_ecs_instance_public_ip, alicloud_rds_snapshots_public_access, alicloud_elasticsearch_service_domains_not_publicly_accessible, alicloud_analyticdb_cluster_public_access, alicloud_awslambda_function_inside_vpc, alicloud_ecs_securitygroup_allow_ingress_from_internet_to_tcp_port_22, alicloud_dts_instance_no_public_access, alicloud_pai_notebook_instance_without_direct_internet_access_configured, alicloud_oos_managed_compliant_patching, alicloud_rds_cluster_default_admin, alicloud_rds_instance_default_admin","alicloud.oss.bucket.cross_region_replication, alicloud_ecs_ebs_public_snapshot, alicloud_rds_instance_no_public_access, alicloud_ack_endpoints_not_publicly_accessible, alicloud_vpc_endpoint_for_ec2_enabled, alicloud_oss_account_level_public_access_blocks, alicloud_awslambda_function_not_publicly_accessible, alicloud_emr_cluster_master_nodes_no_public_ip, alicloud_ecs_instance_public_ip, alicloud_rds_snapshots_public_access, alicloud_elasticsearch_service_domains_not_publicly_accessible, alicloud_analyticdb_cluster_public_access, alicloud_awslambda_function_inside_vpc, alicloud_ecs_securitygroup_allow_ingress_from_internet_to_tcp_port_22, alicloud_dts_instance_no_public_access, alicloud_pai_notebook_instance_without_direct_internet_access_configured, alicloud_oos_managed_compliant_patching, alicloud_rds_cluster_default_admin, alicloud_rds_instance_default_admin",exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.default_encryption,alicloud.oss.bucket.default_encryption,exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.default_kms_encryption,alicloud.oss.bucket.default_kms_encryption,exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.encryption_at_rest_sse_kms_service_key_enabled,alicloud.oss.bucket.encryption_at_rest_sse_kms_enabled,high_similarity,0.8500,catalog_similarity,oss,bucket
alicloud.oss.bucket.encryption_byok_enabled,alicloud.oss.bucket.encryption_at_rest_byok_enabled,high_similarity,0.8519,catalog_similarity,oss,bucket
alicloud.oss.bucket.encryption_enabled,alicloud.oss.bucket.encryption_at_rest_enabled,high_similarity,0.8182,catalog_similarity,oss,bucket
alicloud.oss.bucket.enforces_ssl,alicloud.oss.bucket.enforces_https_only,high_similarity,0.7097,catalog_similarity,oss,bucket
alicloud.oss.bucket.https_only_enforcement,alicloud.oss.bucket.https_only_access_enforced,high_similarity,0.7500,catalog_similarity,oss,bucket
alicloud.oss.bucket.kms_encryption,alicloud.oss.bucket.kms_encryption,exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.lifecycle_enabled,alicloud.oss.bucket.lifecycle_enabled,exact,1.0000,generated,oss,bucket
"alicloud.oss.bucket.lifecycle_enabled, alicloud_ecs_ebs_volume_protected_by_backup_plan, alicloud_rds_instance_backup_enabled, alicloud_rds_instance_protected_by_backup_plan, alicloud_tablestore_table_protected_by_backup_plan, alicloud_analyticdb_cluster_automated_snapshot, alicloud_apsaradb_redis_redis_cluster_backup_enabled, alicloud_tablestore_tables_pitr_enabled, alicloud_oss_bucket_object_versioning, alicloud_oss_bucket_cross_region_replication","alicloud.oss.bucket.lifecycle_enabled, alicloud_ecs_ebs_volume_protected_by_backup_plan, alicloud_rds_instance_backup_enabled, alicloud_rds_instance_protected_by_backup_plan, alicloud_tablestore_table_protected_by_backup_plan, alicloud_analyticdb_cluster_automated_snapshot, alicloud_apsaradb_redis_redis_cluster_backup_enabled, alicloud_tablestore_tables_pitr_enabled, alicloud_oss_bucket_object_versioning, alicloud_oss_bucket_cross_region_replication",exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.log_monitoring_alerts_configured,alicloud.oss.bucket.logging_and_alerts_configured,high_similarity,0.7869,catalog_similarity,oss,bucket
alicloud.oss.bucket.log_retention_policy_lock,alicloud.oss.bucket.lifecycle_policy_enforced,medium_similarity,0.5200,catalog_similarity,oss,bucket
alicloud.oss.bucket.logging_enabled,alicloud.oss.bucket.access_logging_enabled,high_similarity,0.8108,catalog_similarity,oss,bucket
alicloud.oss.bucket.logging_status_check,alicloud.oss.bucket.logging_status_check,exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.metrics_enabled,alicloud.oss.bucket.metrics_enabled,exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.object_acl_private_check,alicloud.oss.bucket.object_acl_set_to_private,high_similarity,0.7347,catalog_similarity,oss,bucket
alicloud.oss.bucket.object_versioning,alicloud.oss.bucket.object_versioning_enabled,high_similarity,0.8095,catalog_similarity,oss,bucket
alicloud.oss.bucket.policy_change_alerts,alicloud.oss.bucket.policy_change_alerts,exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.policy_public_write_access,alicloud.oss.bucket.policy_public_write_access_blocked,high_similarity,0.8667,catalog_similarity,oss,bucket
alicloud.oss.bucket.public_access,alicloud.oss.bucket.public_access,exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.public_access_check,alicloud.oss.bucket.anonymous_access_blocked,medium_similarity,0.5116,catalog_similarity,oss,bucket
alicloud.oss.bucket.public_read_prohibited,alicloud.oss.bucket.public_read_prohibited,exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.public_write_acl,alicloud.oss.bucket.public_write_access_blocked,high_similarity,0.7442,catalog_similarity,oss,bucket
alicloud.oss.bucket.public_write_prohibited,alicloud.oss.bucket.public_write_prohibited,exact,1.0000,generated,oss,bucket
alicloud.oss.bucket.replication_enabled,alicloud.oss.bucket.replication_properly_configured,medium_similarity,0.6400,catalog_similarity,oss,bucket
alicloud.oss.bucket.secure_transport_policy,alicloud.oss.bucket.secure_transport_enforced,high_similarity,0.7917,catalog_similarity,oss,bucket
alicloud.oss.bucket.server_access_logging_enabled,alicloud.oss.bucket.server_access_logging_enabled_90_day_retention,high_similarity,0.7733,catalog_similarity,oss,bucket
