suggested_rule_id,csp,rule_type,missing_check_name,compliance_count,framework_count,frameworks,priority,sample_title,compliance_ids,validation_status,validation_match,validation_note,review_status,review_note
gcp.sql.postgresql.log_connections_flag_check,gcp,config,gcp_sql_postgresql_log_connections_flag_check,1,1,CIS_GCP,1,Ensure That the ‘Log_connections’ Database Flag for Cloud  SQL PostgreSQL Instan,cis_gcp_6.2.2,truly_new,gcp.sql.audit.instance_deleted,best_jaccard=0.11,,
gcp.sql.postgresql.log_disconnections_flag_enabled,gcp,config,gcp_sql_postgresql_log_disconnections_flag_enabled,1,1,CIS_GCP,1,Ensure That the ‘Log_disconnections’ Database Flag for  Cloud SQL PostgreSQL Ins,cis_gcp_6.2.3,truly_new,gcp.sql.instance.instance_deletion_protection_enabled,best_jaccard=0.22,,
gcp.sql.postgresql.log_min_error_statement_compliance_check,gcp,config,gcp_sql_postgresql_log_min_error_statement_compliance_check,1,1,CIS_GCP,1,Ensure ‘Log_min_error_statement’ Database Flag for Cloud  SQL PostgreSQL Instanc,cis_gcp_6.2.6,truly_new,gcp.sql.audit.instance_deleted,best_jaccard=0.09,,
gcp.sql.postgresql.log_statement_flag_check,gcp,config,gcp_sql_postgresql_log_statement_flag_check,1,1,CIS_GCP,1,Ensure ‘Log_statement’ Database Flag for Cloud SQL  PostgreSQL Instance Is Set A,cis_gcp_6.2.4,truly_new,gcp.sql.audit.instance_deleted,best_jaccard=0.11,,
gcp.sql.sqlserver.trace_flag_3625_enabled,gcp,config,gcp_sql_sqlserver_trace_flag_3625_enabled,1,1,CIS_GCP,1,Ensure '3625 (trace flag)' Database Flag for all Cloud SQL  SQL Server Instances,cis_gcp_6.3.6,truly_new,gcp.sql.instance.instance_deletion_protection_enabled,best_jaccard=0.22,KEEP,singleton-in-group
gcp.storage.bucket.cross_project_replication_disabled,gcp,config,gcp_storage_bucket_cross_project_replication_disabled,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,gcp.storage.audit.bucket_versioning_disabled,best_jaccard=0.38,,
gcp.storage.bucket.signed_url_expiry_configured,gcp,config,gcp_storage_bucket_signed_url_expiry,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,gcp.storage.audit.bucket_deleted,best_jaccard=0.29,,
gcp.storage.multi.region_configured,gcp,config,gcp_storage_multi_region,1,1,SOC2,2,"A1.2 Backup and Disaster Recovery: The entity implements backup processes, data ",soc2_a1_2,truly_new,gcp.storage.snapshot.snapshot_cross_region_copy_encrypted,best_jaccard=0.29,,
gcp.vpn.ha_vpn_gateway.split_tunnel_configured,gcp,config,gcp_vpn_ha_vpn_gateway_split_tunnel,1,1,NIST_800_171,,check that Google Cloud VPN gateways for classic VPN do not have split tunneling enabled for peer configurations; (refined),NIST_800_171/3.13.7,truly_new,,best_jaccard=0.00,KEEP,singleton
ibm.activity_tracker.alert_configuration_verification_enabled,ibm,config,ibm_activity_tracker_alert_configuration_verification,1,1,CIS_IBM,1,"Ensure alerts are defined on custom views to notify of  unauthorized requests, c",cis_ibm_3.4,truly_new,,best_jaccard=0.00,,
ibm.activity_tracker.monitoring_api_log_enabled,ibm,config,ibm_activity_tracker_cloudwatch_logs_enabled,2,2,CISA_CE;RBI_NBFC,3,Learn what is happening on your network,cisa_ce_v1_Your_Data_1;rbi_nbfc_3.5,truly_new,,best_jaccard=0.00,,
ibm.activity_tracker.cos_dataevents_read_enabled,ibm,config,ibm_activity_tracker_cos_dataevents_read_enabled,2,1,SOC2,2,"CC2.1 COSO Principle 13: The entity obtains or generates and uses relevant, qual",soc2_cc_2_1;soc2_cc_7_2,truly_new,,best_jaccard=0.00,,
ibm.activity_tracker.data_encryption_at_rest_configured,ibm,config,ibm_activity_tracker_data_encryption_at_rest,1,1,CIS_IBM,1,Ensure Activity Tracker data is encrypted at rest,cis_ibm_3.6,truly_new,,best_jaccard=0.00,,
ibm.activity_tracker.kms_encryption_enabled,ibm,config,ibm_activity_tracker_kms_encryption_enabled,43,7,CANADA_PBMM;FedRAMP_Moderate;GDPR;HIPAA;NIST_800_171;NIST_800_53;PCI_DSS,2,164_308_a_1_ii_b: 164.308(a)(1)(ii)(B) Risk Management,canada_pbmm_moderate_CCCS_CM_6;canada_pbmm_moderate_CCCS_CM_9;canada_pbmm_moderate_CCCS_CP_9;canada_pbmm_moderate_CCCS_SC_13;fedramp_moderate_CM_6;...(+38 more),truly_new,,best_jaccard=0.00,,
ibm.activity_tracker.log_file_validation_enabled,ibm,config,ibm_activity_tracker_log_file_validation_enabled,51,11,CANADA_PBMM;FedRAMP_Moderate;GDPR;HIPAA;ISO27001_2022;NIST_800_171;NIST_800_53;PCI_DSS;RBI_BANK;RBI_NBFC;SOC2,2,164_308_a_1_ii_b: 164.308(a)(1)(ii)(B) Risk Management,canada_pbmm_moderate_CCCS_AU_9;canada_pbmm_moderate_CCCS_CM_6;canada_pbmm_moderate_CCCS_CM_9;canada_pbmm_moderate_CCCS_SI_4;fedramp_moderate_AU_9;...(+46 more),truly_new,,best_jaccard=0.00,,
ibm.activity_tracker.logdna_archiving_enabled,ibm,config,ibm_activity_tracker_logdna_archiving_enabled,1,1,CIS_IBM,1,Ensure Activity Tracker trails are integrated with LogDNA  Logs,cis_ibm_3.7,truly_new,,best_jaccard=0.00,,
ibm.activity_tracker.login_ip_restriction_check,ibm,config,ibm_activity_tracker_login_ip_restriction_check,1,1,CIS_IBM,1,Ensure the account owner can login only from a list of  authorized countries/IP ,cis_ibm_3.5,truly_new,,best_jaccard=0.00,,
ibm.activity_tracker.multi_region_enabled,ibm,config,ibm_activity_tracker_multi_region_enabled,94,11,CANADA_PBMM;FedRAMP_Moderate;GDPR;HIPAA;ISO27001_2022;NIST_800_171;NIST_800_53;PCI_DSS;RBI_BANK;RBI_NBFC;SOC2,2,164_308_a_1_ii_d: 164.308(a)(1)(ii)(D) Information system activity review,canada_pbmm_moderate_CCCS_AU_12;canada_pbmm_moderate_CCCS_AU_2;canada_pbmm_moderate_CCCS_AU_3;canada_pbmm_moderate_CCCS_AU_8;canada_pbmm_moderate_CCCS_CA_7;...(+89 more),truly_new,,best_jaccard=0.00,,
ibm.activity_tracker.cos_dataevents_write_enabled,ibm,config,ibm_activity_tracker_s3_dataevents_write_enabled,75,7,CANADA_PBMM;FedRAMP_Moderate;GDPR;HIPAA;NIST_800_171;NIST_800_53;PCI_DSS,2,164_308_a_1_ii_d: 164.308(a)(1)(ii)(D) Information system activity review,canada_pbmm_moderate_CCCS_AU_12;canada_pbmm_moderate_CCCS_AU_2;canada_pbmm_moderate_CCCS_AU_3;canada_pbmm_moderate_CCCS_AU_8;canada_pbmm_moderate_CCCS_CA_7;...(+70 more),truly_new,,best_jaccard=0.00,,
ibm.activity_tracker.threat_detection_enumeration_configured,ibm,config,ibm_activity_tracker_threat_detection_enumeration,2,2,ISO27001_2022;SOC2,2,CC3.3 COSO Principle 8: The entity considers the potential for fraud in assessin,iso27001_2022_A.5.7;soc2_cc_3_3,truly_new,,best_jaccard=0.00,,
ibm.activity_tracker.threat_detection_llm_jacking_configured,ibm,config,ibm_activity_tracker_threat_detection_llm_jacking,2,2,ISO27001_2022;SOC2,2,CC3.3 COSO Principle 8: The entity considers the potential for fraud in assessin,iso27001_2022_A.5.7;soc2_cc_3_3,truly_new,,best_jaccard=0.00,,
ibm.activity_tracker.configuration.enabled,ibm,config,ibm_activity_tracker_configuration_enabled,1,1,NIST_800_171,,PARTIAL: ibm.activity_tracker.configuration.enabled ||| verifies audit log generation but not the underlying time sync mechanism for stamps,NIST_800_171/3.3.7,truly_new,,best_jaccard=0.00,KEEP,Verifies audit log generation is enabled.
ibm.activity_tracker.event_routing.enabled,ibm,config,ibm_activity_tracker_event_routing_enabled,1,1,NIST_800_171,,PARTIAL: ibm.activity_tracker.event_routing.enabled ||| verifies audit logging exists for platform actions but not VoIP-specific monitoring,NIST_800_171/3.13.14,truly_new,,best_jaccard=0.00,KEEP,Verifies audit logging exists for event routing.
ibm.activity_tracker.instance.status_configured,ibm,config,ibm_activity_tracker_instance_status,4,1,CANADA_PBMM,,check that IBM Cloud Activity Tracker instance is provisioned and active; check that ibm cloud activity tracker is provisioned and active; check that ,CANADA_PBMM/SI-4(11);CANADA_PBMM/SI-4(16);CANADA_PBMM/SI-4(20);CANADA_PBMM/SI-4(23),truly_new,,best_jaccard=0.00,KEEP,Checks instance is provisioned and active.
ibm.activity_tracker.route.destination_and_filter_configured,ibm,config,ibm_activity_tracker_route_destination_and_filter,1,1,CANADA_PBMM,,Ensure an Activity Tracker route exists that routes all management events to a secure destination.,CANADA_PBMM/AU-2(3),truly_new,,best_jaccard=0.00,KEEP,Ensures a route exists for all management events to a secure destination.
ibm.activity_tracker.route.encryption_enabled,ibm,config,ibm_activity_tracker_route_encryption_enabled,1,1,CANADA_PBMM,,PARTIAL: ibm.activity_tracker.route.encryption_enabled ||| verifies encryption-at-rest for audit log storage but not access control processes,CANADA_PBMM/AU-9(4),truly_new,,best_jaccard=0.00,KEEP,Verifies encryption-at-rest for routes.
ibm.activity_tracker.route.global_events_enabled,ibm,config,ibm_activity_tracker_route_global_events_enabled,1,1,CANADA_PBMM,,Check that Activity Tracker routes are configured to collect global management events.,CANADA_PBMM/SI-4(14),truly_new,,best_jaccard=0.00,KEEP,Checks routes are configured to collect global management events.
ibm.activity_tracker.route.is_configured,ibm,config,ibm_activity_tracker_route_is_configured,1,1,CIS_IBM,,(refined),CIS_IBM/3.1,truly_new,,best_jaccard=0.00,KEEP,Checks if an Activity Tracker route is configured.
ibm.activity_tracker.tracker.activity_tracker_enabled,ibm,config,ibm_activity_tracker_tracker_activity_tracker_enabled,1,1,CIS_IBM,,(refined),CIS_IBM/3.1,truly_new,,best_jaccard=0.00,KEEP,Checks if Activity Tracker service is enabled.
ibm.activity_tracker.tracker.log_retention_days_configured,ibm,config,ibm_activity_tracker_tracker_log_retention_days,1,1,CIS_IBM,,(refined),CIS_IBM/3.2,truly_new,,best_jaccard=0.00,KEEP,Checks specific log retention period in days.
ibm.api.connect.authorization_enabled,ibm,config,ibm_api_connect_authorization_enabled,3,2,RBI_BANK;RBI_NBFC,4,API Security,rbi_bank_12.1;rbi_nbfc_2.10;rbi_nbfc_2.11,truly_new,,best_jaccard=0.00,,
ibm.api.connect.restapi_client_certificate_enabled,ibm,config,ibm_api_connect_restapi_client_certificate_enabled,48,3,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,2,Access Control Decisions - Access control decisions | transmit access authorizat,canada_pbmm_moderate_CCCS_CA_9;canada_pbmm_moderate_CCCS_SC_13;fedramp_moderate_CA_9;fedramp_moderate_SC_13;nist_800_53_rev5_AC_17_2;...(+43 more),truly_new,,best_jaccard=0.00,,
ibm.api.connect.restapi_logging_enabled,ibm,config,ibm_api_connect_restapi_logging_enabled,50,4,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53;PCI_DSS,2,Audit Record Generation,canada_pbmm_moderate_CCCS_AU_12;canada_pbmm_moderate_CCCS_AU_2;canada_pbmm_moderate_CCCS_AU_3;canada_pbmm_moderate_CCCS_AU_8;canada_pbmm_moderate_CCCS_CA_7;...(+45 more),truly_new,,best_jaccard=0.00,,
ibm.api.connect.restapi_tracing_enabled,ibm,config,ibm_api_connect_restapi_tracing_enabled,2,1,PCI_DSS,2,Examine audit log configurations and log data to verify that access to all audit,pci_dss_v4_10.2.1.3;pci_dss_v4_10.4.1.1,truly_new,,best_jaccard=0.00,,
ibm.api.connect.restapi_waf_acl_attached_configured,ibm,config,ibm_api_connect_restapi_waf_acl_attached,3,2,NIST_800_53;PCI_DSS,2,All security policies and operational procedures that are identified in Requirem,nist_800_53_rev5_AC_4_21;pci_dss_v4_1.1.1;pci_dss_v4_1.1.2,truly_new,,best_jaccard=0.00,,
ibm.functions.app.access_keys_configured,ibm,config,ibm_app_function_access_keys_configured,1,1,ISO27001_2022,2,Information Access Restriction,iso27001_2022_A.8.3,truly_new,,best_jaccard=0.00,,
ibm.functions.app.identity_without_admin_privileges_configured,ibm,config,ibm_app_function_identity_without_admin_privileges,1,1,SOC2,2,CC3.3 COSO Principle 8: The entity considers the potential for fraud in assessin,soc2_cc_3_3,truly_new,,best_jaccard=0.00,,
ibm.blockstorage.volume.encryption_at_rest_configured,ibm,config,ibm_blockstorage_volume_encryption_at_rest,1,1,NIST_800_171,,Check that block storage volumes storing CUI are encrypted at rest.; (refined),NIST_800_171/3.8.1,truly_new,,best_jaccard=0.00,KEEP,singleton
ibm.cdn.distributions.custom_ssl_certificate_configured,ibm,config,ibm_cdn_distributions_custom_ssl_certificate,1,1,PCI_DSS,2,Examine key storage locations and observe processes to verify that keys are stor,pci_dss_v4_3.6.1.4,truly_new,,best_jaccard=0.00,,
ibm.cdn.distributions.origin_traffic_encrypted,ibm,config,ibm_cdn_distributions_origin_traffic_encrypted,3,1,PCI_DSS,2,Examine documentation and interview personnel to verify that security policies a,pci_dss_v4_4.1.1;pci_dss_v4_4.1.2;pci_dss_v4_4.1.4,truly_new,,best_jaccard=0.00,,
ibm.cdn.distributions.using_deprecated_ssl_protocols_configured,ibm,config,ibm_cdn_distributions_using_deprecated_ssl_protocols,6,1,PCI_DSS,2,Examine documentation and interview personnel to verify that security policies a,pci_dss_v4_2.3.1;pci_dss_v4_2.3.2;pci_dss_v4_4.1.1;pci_dss_v4_4.1.2;pci_dss_v4_4.1.4;...(+1 more),truly_new,,best_jaccard=0.00,,
ibm.cis.ddos.protection_proxied_status_check,ibm,config,ibm_cis_ddos_protection_proxied_status_check,1,1,CIS_IBM,1,Ensure DDoS protection is Active on IBM Cloud Internet  Services,cis_ibm_6.1.3,truly_new,,best_jaccard=0.00,,
ibm.cis.waf.enabled_status_check,ibm,config,ibm_cis_waf_enabled_status_check,1,1,CIS_IBM,1,Ensure Web application firewall is set to ON in IBM Cloud  Internet Services (CI,cis_ibm_6.1.2,truly_new,,best_jaccard=0.00,,
ibm.cloud.functions.function_restrict_public_access_restricted,ibm,config,ibm_cloud_functions_function_restrict_public_access,2,2,RBI_BANK;RBI_NBFC,4,API Security,rbi_bank_12.1;rbi_nbfc_2.10,truly_new,,best_jaccard=0.00,,
ibm.cloud_databases.instance.backup_policies_configured,ibm,config,ibm_cloud_databases_instance_backup_policies,1,1,CANADA_PBMM,,Check IBM Cloud Databases instance backup policy is configured,CANADA_PBMM/CP-10(2),truly_new,,best_jaccard=0.00,KEEP,singleton
ibm.cos.signed_url.allowed_protocols_https_only,ibm,config,ibm_cloud_object_storage_signed_url_allowed_protocols_https_only,1,1,CIS,,(refined),CIS/2.1.1.1,truly_new,,best_jaccard=0.00,,
ibm.cloudant.database.non_del_doc_purge_configured,ibm,config,ibm_cloudant_database_non_del_doc_purge,1,1,CANADA_PBMM,,Check IBM Cloudant database has non-deleted document purging disabled for backup.,CANADA_PBMM/CP-9(3),truly_new,,best_jaccard=0.00,KEEP,Checks a specific database configuration (document purging) for backup integrity.
ibm.cloudant.instance.https_enforcement_configured,ibm,config,ibm_cloudant_instance_https_enforcement,1,1,CIS_IBM,1,Ensure IBM Cloudant is only accessible via HTTPS or TLS  Connections,cis_ibm_5.3,truly_new,,best_jaccard=0.00,KEEP,Checks a clear configuration (HTTPS/TLS enforcement) for secure access.
ibm.code.engine.managed_updates_enabled,ibm,config,ibm_code_engine_managed_updates_enabled,3,3,CISA_CE;RBI_BANK;RBI_NBFC,3,Enable automatic updates and patch quickly,cisa_ce_v1_Booting_Up_3;rbi_bank_21.2;rbi_nbfc_2.6,truly_new,,best_jaccard=0.00,KEEP,singleton
ibm.config.recorder.all_regions_enabled,ibm,config,ibm_config_recorder_all_regions_enabled,10,4,GDPR;HIPAA;ISO27001_2022;SOC2,2,164_308_a_1_ii_a: 164.308(a)(1)(ii)(A) Risk analysis,gdpr_article_25;gdpr_article_30;hipaa_164_308_a_1_ii_a;iso27001_2022_A.12.4;iso27001_2022_A.5.16;...(+5 more),truly_new,,best_jaccard=0.00,KEEP,singleton
ibm.containerregistry.image.security_advisory_enabled,ibm,config,ibm_containerregistry_image_security_advisory_enabled,1,1,PCI_DSS,,PARTIAL: ibm.containerregistry.image.security_advisory_enabled ||| verifies IBM Container Registry vulnerability scanning is configured but does not c,PCI_DSS/11.3.1.3,truly_new,,best_jaccard=0.00,KEEP,singleton
ibm.cos.bucket.anonymous_auth_disabled,ibm,config,ibm_cos_bucket_anonymous_auth_disabled,1,1,CIS_IBM,,(refined),CIS_IBM/2.1.5,truly_new,ibm.cos.activity.bucket_deleted,best_jaccard=0.29,KEEP,Checks for disabling anonymous authentication.
ibm.cos.bucket.cross_account_replication_disabled,ibm,config,ibm_cos_bucket_cross_account_replication_disabled,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,ibm.cos.activity.bucket_deleted,best_jaccard=0.25,KEEP,Checks for disabling cross-account replication.
ibm.cos.bucket.kms_encryption_enabled,ibm,config,ibm_cos_bucket_kms_encryption,1,1,CIS_IBM,,(refined),CIS_IBM/2.1.1.1,truly_new,ibm.cos.activity.bucket_deleted,best_jaccard=0.33,KEEP,Checks for KMS encryption at rest.
ibm.cos.bucket.replication_enabled,ibm,config,ibm_cos_bucket_replication_enabled,2,2,RBI_BANK;RBI_NBFC,4,Disaster Recovery,rbi_bank_6.2;rbi_nbfc_5.3,truly_new,ibm.cos.activity.bucket_deleted,best_jaccard=0.33,KEEP,Checks for enabling replication (DR).
ibm.cos.bucket.server_access_logging_enabled,ibm,config,ibm_cos_bucket_server_access_logging_enabled,56,8,CANADA_PBMM;FedRAMP_Moderate;HIPAA;ISO27001_2022;NIST_800_171;NIST_800_53;PCI_DSS;SOC2,2,164_308_a_1_ii_d: 164.308(a)(1)(ii)(D) Information system activity review,canada_pbmm_moderate_CCCS_AU_12;canada_pbmm_moderate_CCCS_AU_2;canada_pbmm_moderate_CCCS_AU_3;canada_pbmm_moderate_CCCS_AU_8;fedramp_moderate_AU_12;...(+51 more),truly_new,ibm.cos.activity.bucket_deleted,best_jaccard=0.25,KEEP,Checks for enabling server access logging.
ibm.cos.bucket.temporary_url_expiry_configured,ibm,config,ibm_cos_bucket_temporary_url_expiry,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,ibm.cos.activity.bucket_deleted,best_jaccard=0.29,KEEP,Checks temporary URL expiry configuration.
ibm.cos.bucket.tls_policy_configured,ibm,config,ibm_cos_bucket_tls_policy,1,1,CANADA_PBMM,,Check that Cloud Object Storage buckets have a TLS policy requiring TLS 1.2.,CANADA_PBMM/SC-8(1),truly_new,ibm.cos.activity.bucket_policy_change,best_jaccard=0.50,KEEP,"Checks TLS policy (e.g., TLS 1.2 requirement)."
ibm.cos.bucket.versioning_enabled,ibm,config,ibm_cos_bucket_versioning_enabled,4,2,CANADA_PBMM;CIS,,Check IBM Cloud Object Storage bucket has versioning enabled for data recovery.; Check IBM Cloud Object Storage bucket has versioning enabled for data,CANADA_PBMM/CP-9(2);CANADA_PBMM/CP-9(5);CANADA_PBMM/CP-9(7);CIS/6.1,truly_new,ibm.cos.activity.bucket_deleted,best_jaccard=0.33,KEEP,Checks for enabling object versioning.
ibm.cloud_databases.auto.minor_version_upgrade_configured,ibm,config,ibm_database_auto_minor_version_upgrade,3,3,CISA_CE;RBI_BANK;RBI_NBFC,3,Enable automatic updates and patch quickly,cisa_ce_v1_Booting_Up_3;rbi_bank_21.2;rbi_nbfc_2.6,truly_new,,best_jaccard=0.00,,
ibm.cloud_databases.cluster.copy_tags_to_snapshots_configured,ibm,config,ibm_database_cluster_copy_tags_to_snapshots,1,1,ISO27001_2022,2,Labelling Of Information,iso27001_2022_A.5.13,truly_new,,best_jaccard=0.00,,
ibm.cloud_databases.cluster.multi_az_enabled,ibm,config,ibm_database_cluster_multi_az,1,1,ISO27001_2022,2,Redundancy of information processing facilities,iso27001_2022_A.8.14,truly_new,,best_jaccard=0.00,,
ibm.cloud_databases.connection.credentials_in_secrets_manager_configured,ibm,config,ibm_database_connection_credentials_in_secrets_manager_configured,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,,
ibm.cloud_databases.instance.enhanced_monitoring_enabled,ibm,config,ibm_database_instance_enhanced_monitoring_enabled,2,2,NIST_800_171;RBI_NBFC,3,"3_12_4: 3.12.4 Develop, document, and periodically update system security plans ",nist_800_171_r2_3_12_4;rbi_nbfc_3.2,truly_new,,best_jaccard=0.00,,
ibm.cloud_databases.instance.iam_authentication_enabled,ibm,config,ibm_database_instance_iam_authentication_enabled,1,1,RBI_BANK,4,Database Access Control,rbi_bank_8.2,truly_new,,best_jaccard=0.00,,
ibm.cloud_databases.instance.no_public_access_enforced,ibm,config,ibm_database_instance_no_public_access,14,4,HIPAA;ISO27001_2022;NIST_800_171;RBI_BANK,2,164_308_a_3_i: 164.308(a)(3)(i) Workforce security,hipaa_164_308_a_3_i;hipaa_164_312_a_1;iso27001_2022_A.12.6;iso27001_2022_A.13.1;iso27001_2022_A.8.1;...(+9 more),truly_new,,best_jaccard=0.00,,
ibm.cloud_databases.postgresql.backup_policy_configured,ibm,config,ibm_database_postgresql_backup_policy,1,1,CANADA_PBMM,,Check IBM Databases for PostgreSQL backup policy is configured,CANADA_PBMM/CP-7(1),truly_new,,best_jaccard=0.00,,
ibm.cloud_databases.cluster.minor_version_upgrade_enabled,ibm,config,ibm_databases_cluster_minor_version_upgrade_enabled,5,1,PCI_DSS,2,Examine documented software development procedures to verify that processes are ,pci_dss_v4_6.2.1;pci_dss_v4_6.2.2;pci_dss_v4_6.2.3;pci_dss_v4_6.2.3.1;pci_dss_v4_6.2.4,truly_new,ibm.databases.backup.pitr_enabled,best_jaccard=0.25,,
ibm.cloud_databases.instance.protected_by_backup_plan_configured,ibm,config,ibm_databases_instance_protected_by_backup_plan,2,1,PCI_DSS,2,Requirement 3.1.1,pci_dss_v4_3.1.1;pci_dss_v4_3.1.2,truly_new,ibm.databases.backup.encrypted,best_jaccard=0.29,,
ibm.cloud_databases.instance.storage_encrypted,ibm,config,ibm_databases_instance_storage_encrypted,17,4,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53;PCI_DSS,2,CCCS CP-9: System Backup,canada_pbmm_moderate_CCCS_CP_9;fedramp_moderate_CP_9;fedramp_moderate_CP_9_1;fedramp_moderate_CP_9_2;fedramp_moderate_CP_9_3;...(+12 more),truly_new,ibm.databases.backup.encrypted,best_jaccard=0.40,,
ibm.cloud_databases.redis.cluster_backup_enabled,ibm,config,ibm_databases_redis_cluster_backup_enabled,2,1,PCI_DSS,2,Requirement 3.1.1,pci_dss_v4_3.1.1;pci_dss_v4_3.1.2,truly_new,ibm.databases.backup.pitr_enabled,best_jaccard=0.50,,
ibm.cloud_databases.service.domains_audit_logging_enabled,ibm,config,ibm_databases_service_domains_audit_logging_enabled,1,1,PCI_DSS,2,Requirement 3.4.2,pci_dss_v4_3.4.2,truly_new,ibm.databases.backup.pitr_enabled,best_jaccard=0.25,,
ibm.cloud_databases.service.domains_node_to_node_encryption_enabled,ibm,config,ibm_databases_service_domains_node_to_node_encryption_enabled,53,4,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53;PCI_DSS,2,Access Control Decisions - Access control decisions | transmit access authorizat,canada_pbmm_moderate_CCCS_CA_9;canada_pbmm_moderate_CCCS_SC_13;fedramp_moderate_CA_9;fedramp_moderate_SC_13;nist_800_53_rev5_AC_24_1;...(+48 more),truly_new,ibm.databases.deployment.encryption_at_rest_enabled,best_jaccard=0.30,,
ibm.direct_link.connection.redundancy_configured,ibm,config,ibm_directconnect_connection_redundancy,1,1,ISO27001_2022,2,Redundancy of information processing facilities,iso27001_2022_A.8.14,truly_new,,best_jaccard=0.00,,
ibm.direct_link.virtual.interface_redundancy_configured,ibm,config,ibm_directconnect_virtual_interface_redundancy,1,1,ISO27001_2022,2,Redundancy of information processing facilities,iso27001_2022_A.8.14,truly_new,,best_jaccard=0.00,,
ibm.dns.dnssec.disabled,ibm,config,ibm_dns_dnssec_disabled,1,1,SOC2,2,"CC6.7 The entity restricts the transmission, movement, and removal of informatio",soc2_cc_6_7,truly_new,ibm.dns.zone.private_zone_only,best_jaccard=0.17,,
ibm.dns.rsasha1.in_use_to_zone_sign_in_dnssec_configured,ibm,config,ibm_dns_rsasha1_in_use_to_zone_sign_in_dnssec,1,1,SOC2,2,"CC6.7 The entity restricts the transmission, movement, and removal of informatio",soc2_cc_6_7,truly_new,ibm.dns.zone.private_zone_only,best_jaccard=0.20,,
ibm.event.notifications.topic_subscription_configured,ibm,config,ibm_event_notifications_topic_subscription_configured,2,2,RBI_BANK;RBI_NBFC,4,Incident Management,rbi_bank_14.1;rbi_nbfc_3.3,truly_new,,best_jaccard=0.00,KEEP,singleton
ibm.functions.function.secrets_in_secrets_manager_configured,ibm,config,ibm_function_secrets_in_secrets_manager_configured,0,1,CSPM_BEST_PRACTICE,,(refined),CSPM_BEST_PRACTICE,truly_new,,best_jaccard=0.00,KEEP,singleton
ibm.functions.function.iam_role_least_privilege_enforced,ibm,config,ibm_functions_function_iam_role_least_privilege,1,1,CIS_IBM,,(refined),CIS_IBM/1.15,truly_new,,best_jaccard=0.00,KEEP,Checks IAM roles for least privilege on functions (static configuration).
ibm.functions.function.not_publicly_accessible_enforced,ibm,config,ibm_functions_function_not_publicly_accessible,34,3,CANADA_PBMM;FedRAMP_Moderate;NIST_800_53,2,Boundary Protection,canada_pbmm_moderate_CCCS_AC_17;canada_pbmm_moderate_CCCS_SC_7;fedramp_moderate_AC_17;fedramp_moderate_AC_17_1;fedramp_moderate_AC_17_2;...(+29 more),truly_new,,best_jaccard=0.00,KEEP,Checks that functions are not publicly accessible (boundary protection).
ibm.iam.access_group.external_member_check,ibm,config,ibm_iam_access_group_external_memberwhataspectispartiale_g_verifiesconfigexistsbutnottestingexecution,1,1,CANADA_PBMM,,(refined),CANADA_PBMM/SA-9(1),truly_new,ibm.iam.activity.access_group_change,best_jaccard=0.33,KEEP,Checks for external members in access groups.
ibm.iam.access_group.rules_configured,ibm,config,ibm_iam_access_group_rules,1,1,CIS_IBM,,(refined),CIS_IBM/1.12,truly_new,ibm.iam.activity.access_group_change,best_jaccard=0.50,KEEP,Checks for existence of access group rules.
ibm.iam.access_group_policy_configured,ibm,config,ibm_iam_access_group_policy,1,1,NIST_800_171,,Check that IAM access group policies require approval for changes via account settings.,NIST_800_171/3.4.4,truly_new,ibm.iam.activity.access_group_change,best_jaccard=0.50,KEEP,Checks that group policies require approval for changes.
ibm.iam.account.access_approval_enabled,ibm,config,ibm_iam_account_access_approval_enabled,5,2,ISO27001_2022;SOC2,2,Access Control,iso27001_2022_A.5.15;iso27001_2022_A.8.2;iso27001_2022_A.8.3;soc2_cc_1_3;soc2_cc_6_3,truly_new,ibm.iam.activity.account_settings_change,best_jaccard=0.25,KEEP,Checks if account access approval is enabled.
ibm.iam.account.password_policy_minimum_length_configured,ibm,config,ibm_iam_account_password_policy_minimum_length,2,1,CANADA_PBMM,,(refined),CANADA_PBMM/AC-2(10);CANADA_PBMM/AC-2(2),truly_new,ibm.iam.activity.policy_created,best_jaccard=0.25,KEEP,Checks password policy minimum length.
ibm.iam.account_settings.login_policy_configured,ibm,config,ibm_iam_account_settings_login_policy,1,1,NIST_800_171,,PARTIAL: ibm.iam.account_settings.login_policy ||| verifies config exists but not testing execution,NIST_800_171/3.1.8,truly_new,ibm.iam.activity.account_settings_change,best_jaccard=0.43,KEEP,Checks existence of login policy configuration.
