unique_compliance_id,technology,compliance_framework,framework_id,framework_version,requirement_id,requirement_name,requirement_description,section,service,total_checks,automation_type,confidence_score,references,source_file,aws_checks,final_aws_check
nist_800_53_rev5_multi_cloud_IA-5_17_0558,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(17),Authenticator Management - Authenticator management | presentation attack detection for biometric authentic,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5_18_0559,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(18),"Authenticator Management - Authenticator management | password managers nist sp 800-53, r ev",,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5_2_0560,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(2),Authenticator Management - Authenticator management | public key - based authentication (a) for public key-,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5_2_0561,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(2),Authenticator Management - Map the authenticated identity to the account of the individual or group; and (b,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5_2_0562,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(2),Authenticator Management - Implement a local cache of revocation data to support path discovery and validat,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5_2_0563,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(2),Authenticator Management - . ],,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5_3_0564,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(3),Authenticator Management - Authenticator management | in - person or trusted external party registration [w,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5_4_0565,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(4),Authenticator Management - . ],,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5_4_0566,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(4),Authenticator Management - Authenticator management | automated support for password strength determination,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5_5_0567,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(5),Authenticator Management - Authenticator management | change authenticators prior to delivery require devel,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5_6_0568,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(6),Authenticator Management - Authenticator management | protection of authenticators protect authenticators c,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5_7_0569,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(7),Authenticator Management - Authenticator management | no embedded unencrypted static authenticators ensure,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5_8_0570,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(8),Authenticator Management - Authenticator management | multiple system accounts implement [ assignment,,Authenticator,NO,6,automated,,,NIST_controls_with_checks.csv,aws_iam_no_root_access_key,aws.iam.no.root_access_key_configured
nist_800_53_rev5_multi_cloud_IA-5_9_0571,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5(9),Authenticator Management - Authenticator management | federated credential management use the following ext,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5-a_0572,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-a,"Authenticator Management - Verifying, as part of the...",,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5-b_0573,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-b,Authenticator Management - Establishing initial authenticator content for...,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5-c_0574,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-c,Authenticator Management - Ensuring that authenticators have sufficient...,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5-d_0575,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-d,Authenticator Management - Establishing and implementing administrative procedures...,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5-e_0576,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-e,Authenticator Management - Changing default authenticators prior to...,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5-f_0577,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-f,Authenticator Management - Changing or refreshing authenticators [...,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5-g_0578,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-g,Authenticator Management - Protecting authenticator content from unauthorized...,,Authenticator,PASSWORD,9,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5-h_0579,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-h,"Authenticator Management - Requiring individuals to take, and...",,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IA-5-i_0580,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IA-5-i,Authenticator Management - Changing authenticators for group or...,,Authenticator,PASSWORD,6,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_IR-4-a_0625,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,IR-4-a,Incident Handling - Implement an incident handling capability...,,Incident,NO,10,automated,,,NIST_controls_with_checks.csv,aws_guardduty_no_high_severity_findings,aws.guardduty.no.guardduty_finding_high_severity_findings_configured
nist_800_53_rev5_multi_cloud_MA-4-c_0684,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,MA-4-c,Nonlocal Maintenance - Employ strong authentication in the...,,Nonlocal,PASSWORD,9,automated,,,NIST_controls_with_checks.csv,aws_iam_password_policy_minimum_length_14,aws.iam.policy.workflow_storage_encrypted
nist_800_53_rev5_multi_cloud_MP-2_1_0704,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,MP-2(1),Media Access - Media access | automated restricted access [withdrawn,,Media,Multiple,52,automated,,,NIST_controls_with_checks.csv,aws_ec2_ebs_public_snapshot; aws_ec2_instance_imdsv2_enabled; aws_ec2_instance_no_public_ip; aws_emr_cluster_master_nodes_no_public_ip; aws_iam_no_root_access_key; aws_iam_policy_attached_only_to_group_or_roles; aws_iam_policy_no_administrative_privileges; aws_iam_user_accesskey_unused,aws.ec2.snapshot.not_public_configured; aws.ec2.instance.imdsv2_enabled; aws.ec2.instance.no_public_ip_assigned_configured; aws.emr.cluster.master_nodes_no_public_ip; aws.iam.no.root_access_key_configured; aws.iam.policy.attached_only_to_group_or_roles_configured; aws.iam.policy.no_administrative_privileges; aws.iam.user.mfa_required
nist_800_53_rev5_multi_cloud_MP-2_1_0705,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,MP-2(1),Media Access - . ],,Media,Multiple,52,automated,,,NIST_controls_with_checks.csv,aws_ec2_ebs_public_snapshot; aws_ec2_instance_imdsv2_enabled; aws_ec2_instance_no_public_ip; aws_emr_cluster_master_nodes_no_public_ip; aws_iam_no_root_access_key; aws_iam_policy_attached_only_to_group_or_roles; aws_iam_policy_no_administrative_privileges; aws_iam_user_accesskey_unused,aws.ec2.snapshot.not_public_configured; aws.ec2.instance.imdsv2_enabled; aws.ec2.instance.no_public_ip_assigned_configured; aws.emr.cluster.master_nodes_no_public_ip; aws.iam.no.root_access_key_configured; aws.iam.policy.attached_only_to_group_or_roles_configured; aws.iam.policy.no_administrative_privileges; aws.iam.user.mfa_required
nist_800_53_rev5_multi_cloud_MP-2_2_0706,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,MP-2(2),Media Access - . ],,Media,Multiple,52,automated,,,NIST_controls_with_checks.csv,aws_ec2_ebs_public_snapshot; aws_ec2_instance_imdsv2_enabled; aws_ec2_instance_no_public_ip; aws_emr_cluster_master_nodes_no_public_ip; aws_iam_no_root_access_key; aws_iam_policy_attached_only_to_group_or_roles; aws_iam_policy_no_administrative_privileges; aws_iam_user_accesskey_unused,aws.ec2.snapshot.not_public_configured; aws.ec2.instance.imdsv2_enabled; aws.ec2.instance.no_public_ip_assigned_configured; aws.emr.cluster.master_nodes_no_public_ip; aws.iam.no.root_access_key_configured; aws.iam.policy.attached_only_to_group_or_roles_configured; aws.iam.policy.no_administrative_privileges; aws.iam.user.mfa_required
nist_800_53_rev5_multi_cloud_MP-2_2_0707,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,MP-2(2),Media Access - Media access | cryptographic protection [withdrawn,,Media,Multiple,52,automated,,,NIST_controls_with_checks.csv,aws_ec2_ebs_public_snapshot; aws_ec2_instance_imdsv2_enabled; aws_ec2_instance_no_public_ip; aws_emr_cluster_master_nodes_no_public_ip; aws_iam_no_root_access_key; aws_iam_policy_attached_only_to_group_or_roles; aws_iam_policy_no_administrative_privileges; aws_iam_user_accesskey_unused,aws.ec2.snapshot.not_public_configured; aws.ec2.instance.imdsv2_enabled; aws.ec2.instance.no_public_ip_assigned_configured; aws.emr.cluster.master_nodes_no_public_ip; aws.iam.no.root_access_key_configured; aws.iam.policy.attached_only_to_group_or_roles_configured; aws.iam.policy.no_administrative_privileges; aws.iam.user.mfa_required
nist_800_53_rev5_multi_cloud_PE-6_2_0776,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PE-6(2),Monitoring Physical Access - Monitoring physical access | automated intrusion recognition and responses recog,,Monitoring,IS,6,automated,,,NIST_controls_with_checks.csv,aws_guardduty_enabled,aws.guardduty.detector.enabled
nist_800_53_rev5_multi_cloud_PE-6_4_0778,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PE-6(4),Monitoring Physical Access - Monitoring physical access | monitoring physical access to systems monitor physi,,Monitoring,IS,6,automated,,,NIST_controls_with_checks.csv,aws_guardduty_enabled,aws.guardduty.detector.enabled
nist_800_53_rev5_multi_cloud_PM-11-b_0867,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-11-b,Mission And Business Process Definition - Determine information protection and personally...,,Mission,Multiple,28,automated,,,NIST_controls_with_checks.csv,aws_cloudtrail_log_file_validation_enabled; aws_s3_bucket_encryption_enabled; aws_s3_bucket_secure_transport_policy; aws_s3_bucket_versioning_enabled,aws.cloudtrail.trail.log_file_validation_enabled; aws.s3.bucket.encryption_at_rest_enabled; aws.s3.bucket.secure_transport_policy; aws.s3.bucket.versioning_enabled
nist_800_53_rev5_multi_cloud_PM-16_1_0874,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-16(1),Threat Awareness Program - Threat awareness program | automated means for sharing threat intelligence emplo,,Threat,IS,6,automated,,,NIST_controls_with_checks.csv,aws_guardduty_enabled,aws.guardduty.detector.enabled
nist_800_53_rev5_multi_cloud_PM-17-b_0876,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-17-b,Protecting Controlled Unclassified Information On External Systems - Review and update the policy...,,Protecting,Multiple,40,automated,,,NIST_controls_with_checks.csv,aws_apigateway_restapi_client_certificate_enabled; aws_cloudtrail_log_file_validation_enabled; aws_elb_ssl_listeners; aws_opensearch_service_domains_node_to_node_encryption_enabled; aws_s3_bucket_secure_transport_policy; aws_s3_bucket_versioning_enabled,aws.apigateway.certificate.certificate_enabled; aws.cloudtrail.trail.log_file_validation_enabled; aws.elb.loadbalancer.ssl_listener_protocol_configured; aws.opensearch.service.domains_encryption_at_rest_enabled; aws.s3.bucket.secure_transport_policy; aws.s3.bucket.versioning_enabled
nist_800_53_rev5_multi_cloud_PM-21-b_0885,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-21-b,Accounting Of Disclosures - Retain the accounting of disclosures...,,Accounting,LOG,7,automated,,,NIST_controls_with_checks.csv,aws_cloudwatch_log_group_retention,aws.cloudwatch.loggroup.retention_days_minimum
nist_800_53_rev5_multi_cloud_PM-31-a_0911,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-31-a,Continuous Monitoring Strategy - Establishing the following organization-wide metrics...,,Continuous,Multiple,64,automated,,,NIST_controls_with_checks.csv,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_cloudwatch_log_group_retention,aws.apigateway.restapi.logging_enabled; aws.cloudtrail.trail.flow_logging_enabled; aws.cloudtrail.trail.flow_logging_enabled; aws.cloudtrail.trail.s3_dataevents_read_enabled; aws.cloudtrail.trail.s3_dataevents_write_enabled; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.loggroup.retention_days_minimum
nist_800_53_rev5_multi_cloud_PM-31-b_0912,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-31-b,Continuous Monitoring Strategy - Establishing [ assignment: organization-defined frequencies...,,Continuous,Multiple,64,automated,,,NIST_controls_with_checks.csv,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_cloudwatch_log_group_retention,aws.apigateway.restapi.logging_enabled; aws.cloudtrail.trail.flow_logging_enabled; aws.cloudtrail.trail.flow_logging_enabled; aws.cloudtrail.trail.s3_dataevents_read_enabled; aws.cloudtrail.trail.s3_dataevents_write_enabled; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.loggroup.retention_days_minimum
nist_800_53_rev5_multi_cloud_PM-31-c_0913,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-31-c,Continuous Monitoring Strategy - Ongoing monitoring of organizationally-defined metrics...,,Continuous,Multiple,64,automated,,,NIST_controls_with_checks.csv,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_cloudwatch_log_group_retention,aws.apigateway.restapi.logging_enabled; aws.cloudtrail.trail.flow_logging_enabled; aws.cloudtrail.trail.flow_logging_enabled; aws.cloudtrail.trail.s3_dataevents_read_enabled; aws.cloudtrail.trail.s3_dataevents_write_enabled; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.loggroup.retention_days_minimum
nist_800_53_rev5_multi_cloud_PM-31-d_0914,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-31-d,Continuous Monitoring Strategy - Correlation and analysis of information...,,Continuous,Multiple,64,automated,,,NIST_controls_with_checks.csv,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_cloudwatch_log_group_retention,aws.apigateway.restapi.logging_enabled; aws.cloudtrail.trail.flow_logging_enabled; aws.cloudtrail.trail.flow_logging_enabled; aws.cloudtrail.trail.s3_dataevents_read_enabled; aws.cloudtrail.trail.s3_dataevents_write_enabled; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.loggroup.retention_days_minimum
nist_800_53_rev5_multi_cloud_PM-31-e_0915,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-31-e,Continuous Monitoring Strategy - Response actions to address results...,,Continuous,Multiple,64,automated,,,NIST_controls_with_checks.csv,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_cloudwatch_log_group_retention,aws.apigateway.restapi.logging_enabled; aws.cloudtrail.trail.flow_logging_enabled; aws.cloudtrail.trail.flow_logging_enabled; aws.cloudtrail.trail.s3_dataevents_read_enabled; aws.cloudtrail.trail.s3_dataevents_write_enabled; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.loggroup.retention_days_minimum
nist_800_53_rev5_multi_cloud_PM-31-f_0916,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,PM-31-f,Continuous Monitoring Strategy - Reporting the security and privacy...,,Continuous,Multiple,64,automated,,,NIST_controls_with_checks.csv,aws_apigateway_restapi_logging_enabled; aws_cloudtrail_cloudwatch_logging_enabled; aws_cloudtrail_multi_region_enabled; aws_cloudtrail_s3_dataevents_read_enabled; aws_cloudtrail_s3_dataevents_write_enabled; aws_cloudwatch_changes_to_network_acls_alarm_configured; aws_cloudwatch_changes_to_network_gateways_alarm_configured; aws_cloudwatch_changes_to_network_route_tables_alarm_configured; aws_cloudwatch_changes_to_vpcs_alarm_configured; aws_cloudwatch_log_group_retention,aws.apigateway.restapi.logging_enabled; aws.cloudtrail.trail.flow_logging_enabled; aws.cloudtrail.trail.flow_logging_enabled; aws.cloudtrail.trail.s3_dataevents_read_enabled; aws.cloudtrail.trail.s3_dataevents_write_enabled; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.alarm.cloudwatch_alarm_actions_configured; aws.cloudwatch.loggroup.retention_days_minimum
nist_800_53_rev5_multi_cloud_RA-1-a_0990,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,RA-1-a,"Policy And Procedures - Develop, document, and disseminate to...",,Policy,IS,6,automated,,,NIST_controls_with_checks.csv,aws_guardduty_enabled,aws.guardduty.detector.enabled
nist_800_53_rev5_multi_cloud_RA-3_4_1000,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,RA-3(4),Risk Assessment - Risk assessment | predictive cyber analytics employ the following advanced autom,,Risk,IS,6,automated,,,NIST_controls_with_checks.csv,aws_guardduty_enabled,aws.guardduty.detector.enabled
nist_800_53_rev5_multi_cloud_RA-5_4_1012,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,RA-5(4),Vulnerability Monitoring And Scanning - Vulnerability monitoring and scanning | discoverable information determine infor,,Vulnerability,IS,6,automated,,,NIST_controls_with_checks.csv,aws_guardduty_enabled,aws.guardduty.detector.enabled
nist_800_53_rev5_multi_cloud_RA-5-a_1018,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,RA-5-a,Vulnerability Monitoring And Scanning - Monitor and scan for vulnerabilities...,,Vulnerability,IS,8,automated,,,NIST_controls_with_checks.csv,aws_guardduty_enabled,aws.guardduty.detector.enabled
nist_800_53_rev5_multi_cloud_RA-10-a_1029,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,RA-10-a,Threat Hunting - Establish and maintain a cyber...,,Threat,IS,9,automated,,,NIST_controls_with_checks.csv,aws_guardduty_enabled,aws.guardduty.detector.enabled
nist_800_53_rev5_multi_cloud_SA-9_6_1118,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,SA-9(6),External System Services - External system services | organization - controlled cryptographic keys maintain,,External,CMK,6,automated,,,NIST_controls_with_checks.csv,aws_kms_cmk_rotation_enabled,aws.kms.cmk.rotation_enabled
nist_800_53_rev5_multi_cloud_SA-10_1_1124,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,SA-10(1),Developer Configuration Management - Developer configuration management | software and firmware integrity verificatio,,Developer,LOG,6,automated,,,NIST_controls_with_checks.csv,aws_cloudtrail_log_file_validation_enabled,aws.cloudtrail.trail.log_file_validation_enabled
nist_800_53_rev5_multi_cloud_SA-10_1_1125,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,SA-10(1),Developer Configuration Management - A nd sa-10,,Developer,LOG,6,automated,,,NIST_controls_with_checks.csv,aws_cloudtrail_log_file_validation_enabled,aws.cloudtrail.trail.log_file_validation_enabled
nist_800_53_rev5_multi_cloud_SC-5_1_1188,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,SC-5(1),Denial-Of-Service Protection - Denial - of - service protection | restrict ability to attack other systems rest,,,IS,6,automated,,,NIST_controls_with_checks.csv,aws_guardduty_enabled,aws.guardduty.detector.enabled
nist_800_53_rev5_multi_cloud_SC-5_2_1189,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,SC-5(2),"Denial-Of-Service Protection - Denial - of - service protection | capacity , bandwidth , and redundancy manage",,,Multiple,54,automated,,,NIST_controls_with_checks.csv,aws_dynamodb_pitr_enabled; aws_efs_backup_enabled; aws_elbv2_deletion_protection; aws_rds_instance_backup_enabled; aws_rds_instance_deletion_protection; aws_rds_instance_multi_az; aws_redshift_cluster_automated_snapshot; aws_redshift_cluster_automatic_upgrades; aws_s3_bucket_versioning_enabled,aws.dynamodb.resource.backup_enabled; aws.efs.have.backup_enabled; aws.elbv2.deletion_protection.deletion_protection_configured; aws.rds.instance.backup_enabled; aws.rds.instance.deletion_protection_enabled; aws.rds.instance.multi_az_configured; aws.redshift.cluster.automated_snapshot_configured; aws.redshift.cluster.minor_version_auto_upgrade_enabled; aws.s3.bucket.versioning_enabled
nist_800_53_rev5_multi_cloud_SC-5-a_1191,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,SC-5-a,Denial-Of-Service Protection - [ selection: protect against; limit...,,Denial-Of-Service Protection - [ selection,IS,9,automated,,,NIST_controls_with_checks.csv,aws_guardduty_enabled,aws.guardduty.detector.enabled
nist_800_53_rev5_multi_cloud_SC-5-b_1192,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,SC-5-b,Denial-Of-Service Protection - Employ the following controls to...,,,IS,10,automated,,,NIST_controls_with_checks.csv,aws_guardduty_enabled,aws.guardduty.detector.enabled
nist_800_53_rev5_multi_cloud_SC-6_1193,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,SC-6,Resource Availability,,Resource,INSTANCE,9,automated,,,NIST_controls_with_checks.csv,aws_rds_instance_multi_az,aws.rds.instance.multi_az_configured
