csp,source_type,source_type_label,log_field,field_label,field_type,operators,format_hint,field_value,field_value_label,rule_id,rule_title,rule_severity,rule_threat_category,rule_check_type,rule_condition_op,rule_conditions_summary,rule_conditions_json,rule_file
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',cloudsql.instances.delete,delete,gcp.sql.audit.instance_deleted,Cloud SQL: Database Instance Deleted,high,impact,log,equals,source_type equals gcp_audit AND service equals cloudsql.googleapis.com AND operation equals cloudsql.instances.delete,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudsql.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""cloudsql.instances.delete""}]}",catalog/rule/gcp_rule_ciem/sql/gcp.sql.audit.instance_deleted.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',cloudsql.instances.update,update,gcp.sql.audit.backup_disabled,Cloud SQL: Automated Backups Disabled,high,impact,log,in,"source_type equals gcp_audit AND service equals cloudsql.googleapis.com AND operation in [cloudsql.instances.create, cloudsql.instances.update] AND request.settings.backupConfiguration.enabled equals False","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudsql.googleapis.com""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""cloudsql.instances.create"", ""cloudsql.instances.update""]}, {""field"": ""request.settings.backupConfiguration.enabled"", ""op"": ""equals"", ""value"": false}]}",catalog/rule/gcp_rule_ciem/sql/gcp.sql.audit.backup_disabled.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',cloudsql.instances.update,update,gcp.sql.audit.instance_public_ip_enabled,Cloud SQL: Public IP Enabled on Instance,critical,initial_access,log,in,"source_type equals gcp_audit AND service equals cloudsql.googleapis.com AND operation in [cloudsql.instances.create, cloudsql.instances.update] AND request.ipConfiguration.ipv4Enabled equals True","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudsql.googleapis.com""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""cloudsql.instances.create"", ""cloudsql.instances.update""]}, {""field"": ""request.ipConfiguration.ipv4Enabled"", ""op"": ""equals"", ""value"": true}]}",catalog/rule/gcp_rule_ciem/sql/gcp.sql.audit.instance_public_ip_enabled.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',cloudsql.instances.update,update,gcp.sql.audit.ssl_disabled,Cloud SQL: SSL Requirement Disabled,high,credential_access,log,in,"source_type equals gcp_audit AND service equals cloudsql.googleapis.com AND operation in [cloudsql.instances.create, cloudsql.instances.update] AND request.settings.ipConfiguration.requireSsl equals False","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudsql.googleapis.com""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""cloudsql.instances.create"", ""cloudsql.instances.update""]}, {""field"": ""request.settings.ipConfiguration.requireSsl"", ""op"": ""equals"", ""value"": false}]}",catalog/rule/gcp_rule_ciem/sql/gcp.sql.audit.ssl_disabled.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',cloudsql.users.update,update,gcp.sql.audit.root_user_password_changed,Cloud SQL: Root User Password Changed,critical,credential_access,log,equals,source_type equals gcp_audit AND service equals cloudsql.googleapis.com AND operation equals cloudsql.users.update AND request.name equals root,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudsql.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""cloudsql.users.update""}, {""field"": ""request.name"", ""op"": ""equals"", ""value"": ""root""}]}",catalog/rule/gcp_rule_ciem/sql/gcp.sql.audit.root_user_password_changed.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',datasetservice.delete,delete,gcp.bigquery.activity.dataset_delete,BigQuery: Dataset Deleted,high,impact,log,contains,source_type equals gcp_audit AND service equals bigquery.googleapis.com AND operation contains datasetservice.delete,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""bigquery.googleapis.com""}, {""field"": ""operation"", ""op"": ""contains"", ""value"": ""datasetservice.delete""}]}",catalog/rule/gcp_rule_ciem/bigquery/gcp.bigquery.activity.dataset_delete.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',datasetservice.update,update,gcp.bigquery.activity.dataset_set_iam_policy,BigQuery: Dataset IAM Policy Modified,high,data_exfiltration,log,contains,source_type equals gcp_audit AND service equals bigquery.googleapis.com AND operation contains datasetservice.update,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""bigquery.googleapis.com""}, {""field"": ""operation"", ""op"": ""contains"", ""value"": ""datasetservice.update""}]}",catalog/rule/gcp_rule_ciem/bigquery/gcp.bigquery.activity.dataset_set_iam_policy.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',dns.changes.create,create,gcp.dns.audit.record_set_modified,Cloud DNS: DNS Record Modified,high,lateral_movement,log,equals,source_type equals gcp_audit AND service equals dns.googleapis.com AND operation equals dns.changes.create,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""dns.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""dns.changes.create""}]}",catalog/rule/gcp_rule_ciem/dns/gcp.dns.audit.record_set_modified.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',dns.managedZones.delete,delete,gcp.dns.audit.managed_zone_deleted,Cloud DNS: Managed Zone Deleted,high,impact,log,equals,source_type equals gcp_audit AND service equals dns.googleapis.com AND operation equals dns.managedZones.delete,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""dns.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""dns.managedZones.delete""}]}",catalog/rule/gcp_rule_ciem/dns/gcp.dns.audit.managed_zone_deleted.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',firewalls.delete,delete,gcp.compute.activity.firewall_delete,Compute: Firewall Rule Deleted,medium,defense_evasion,log,contains,source_type equals gcp_audit AND service equals compute.googleapis.com AND operation contains firewalls.delete,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""compute.googleapis.com""}, {""field"": ""operation"", ""op"": ""contains"", ""value"": ""firewalls.delete""}]}",catalog/rule/gcp_rule_ciem/compute/gcp.compute.activity.firewall_delete.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',firewalls.insert,insert,gcp.compute.activity.firewall_insert,Compute: Firewall Rule Created,medium,defense_evasion,log,contains,source_type equals gcp_audit AND service equals compute.googleapis.com AND operation contains firewalls.insert,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""compute.googleapis.com""}, {""field"": ""operation"", ""op"": ""contains"", ""value"": ""firewalls.insert""}]}",catalog/rule/gcp_rule_ciem/compute/gcp.compute.activity.firewall_insert.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.accessapproval.v1.AccessApproval.DeleteAccessApprovalSettings,Delete Access Approval Settings,gcp.logging.audit.access_transparency_disabled,GCP Logging: Access Transparency Disabled,high,defense_evasion,log,equals,source_type equals gcp_audit AND service equals accessapproval.googleapis.com AND operation equals google.cloud.accessapproval.v1.AccessApproval.DeleteAccessApprovalSettings,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""accessapproval.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.accessapproval.v1.AccessApproval.DeleteAccessApprovalSettings""}]}",catalog/rule/gcp_rule_ciem/logging/gcp.logging.audit.access_transparency_disabled.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.bigquery.v2.DatasetService.DeleteDataset,Delete Dataset,gcp.bigquery.audit.dataset_deleted,BigQuery: Dataset Deleted,high,impact,log,equals,source_type equals gcp_audit AND service equals bigquery.googleapis.com AND operation equals google.cloud.bigquery.v2.DatasetService.DeleteDataset,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""bigquery.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.bigquery.v2.DatasetService.DeleteDataset""}]}",catalog/rule/gcp_rule_ciem/bigquery/gcp.bigquery.audit.dataset_deleted.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.bigquery.v2.DatasetService.UpdateDataset,Update Dataset,gcp.bigquery.audit.cmek_disabled,BigQuery: Customer-Managed Encryption Key Removed,high,defense_evasion,log,equals,source_type equals gcp_audit AND service equals bigquery.googleapis.com AND operation equals google.cloud.bigquery.v2.DatasetService.UpdateDataset AND request.dataset.defaultEncryptionConfiguration equals None,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""bigquery.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.bigquery.v2.DatasetService.UpdateDataset""}, {""field"": ""request.dataset.defaultEncryptionConfiguration"", ""op"": ""equals"", ""value"": null}]}",catalog/rule/gcp_rule_ciem/bigquery/gcp.bigquery.audit.cmek_disabled.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.bigquery.v2.JobService.InsertJob,Insert Job,gcp.bigquery.audit.public_query,BigQuery: Query Executed Against Public Dataset by Unknown Principal,medium,discovery,log,equals,source_type equals gcp_audit AND service equals bigquery.googleapis.com AND operation equals google.cloud.bigquery.v2.JobService.InsertJob AND authenticationInfo.principalEmail not_contains .gserviceaccount.com,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""bigquery.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.bigquery.v2.JobService.InsertJob""}, {""field"": ""authenticationInfo.principalEmail"", ""op"": ""not_contains"", ""value"": "".gserviceaccount.com""}]}",catalog/rule/gcp_rule_ciem/bigquery/gcp.bigquery.audit.public_query.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.bigquery.v2.JobService.InsertJob,Insert Job,gcp.bigquery.audit.table_data_export,BigQuery: Large Table Export to External Storage,high,data_exfiltration,log,equals,source_type equals gcp_audit AND service equals bigquery.googleapis.com AND operation equals google.cloud.bigquery.v2.JobService.InsertJob AND request.job.configuration.extract exists True,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""bigquery.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.bigquery.v2.JobService.InsertJob""}, {""field"": ""request.job.configuration.extract"", ""op"": ""exists"", ""value"": true}]}",catalog/rule/gcp_rule_ciem/bigquery/gcp.bigquery.audit.table_data_export.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.binaryauthorization.v1.BinaryAuthorization.DeleteAttestor,Delete Attestor,gcp.binaryauthorization.audit.attestor_deleted,Binary Authorization: Attestor Deleted,high,defense_evasion,log,equals,source_type equals gcp_audit AND service equals binaryauthorization.googleapis.com AND operation equals google.cloud.binaryauthorization.v1.BinaryAuthorization.DeleteAttestor,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""binaryauthorization.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.binaryauthorization.v1.BinaryAuthorization.DeleteAttestor""}]}",catalog/rule/gcp_rule_ciem/binaryauthorization/gcp.binaryauthorization.audit.attestor_deleted.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.binaryauthorization.v1.BinaryAuthorization.UpdatePolicy,Update Policy,gcp.binaryauthorization.audit.policy_modified,Binary Authorization: Policy Modified to Allow Unverified Images,critical,defense_evasion,log,equals,source_type equals gcp_audit AND service equals binaryauthorization.googleapis.com AND operation equals google.cloud.binaryauthorization.v1.BinaryAuthorization.UpdatePolicy,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""binaryauthorization.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.binaryauthorization.v1.BinaryAuthorization.UpdatePolicy""}]}",catalog/rule/gcp_rule_ciem/binaryauthorization/gcp.binaryauthorization.audit.policy_modified.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.identitytoolkit.admin.v2.ProjectConfigService.UpdateConfig,Update Config,gcp.identityplatform.audit.allowed_domains_cleared,Identity Platform: Allowed Domains List Cleared,high,initial_access,log,equals,source_type equals gcp_audit AND service equals identitytoolkit.googleapis.com AND operation equals google.cloud.identitytoolkit.admin.v2.ProjectConfigService.UpdateConfig AND request.authorizedDomains equals [],"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""identitytoolkit.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.identitytoolkit.admin.v2.ProjectConfigService.UpdateConfig""}, {""field"": ""request.authorizedDomains"", ""op"": ""equals"", ""value"": []}]}",catalog/rule/gcp_rule_ciem/identityplatform/gcp.identityplatform.audit.allowed_domains_cleared.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.identitytoolkit.admin.v2.ProjectConfigService.UpdateConfig,Update Config,gcp.identityplatform.audit.mfa_disabled,Identity Platform: MFA Disabled for Tenant,critical,defense_evasion,log,in,"source_type equals gcp_audit AND service equals identitytoolkit.googleapis.com AND operation in [google.cloud.identitytoolkit.admin.v2.ProjectConfigService.UpdateConfig, google.cloud.identitytoolkit.admin.v2.TenantManagementService.UpdateTenant]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""identitytoolkit.googleapis.com""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""google.cloud.identitytoolkit.admin.v2.ProjectConfigService.UpdateConfig"", ""google.cloud.identitytoolkit.admin.v2.TenantManagementService.UpdateTenant""]}]}",catalog/rule/gcp_rule_ciem/identityplatform/gcp.identityplatform.audit.mfa_disabled.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.identitytoolkit.admin.v2.TenantManagementService.UpdateTenant,Update Tenant,gcp.identityplatform.audit.mfa_disabled,Identity Platform: MFA Disabled for Tenant,critical,defense_evasion,log,in,"source_type equals gcp_audit AND service equals identitytoolkit.googleapis.com AND operation in [google.cloud.identitytoolkit.admin.v2.ProjectConfigService.UpdateConfig, google.cloud.identitytoolkit.admin.v2.TenantManagementService.UpdateTenant]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""identitytoolkit.googleapis.com""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""google.cloud.identitytoolkit.admin.v2.ProjectConfigService.UpdateConfig"", ""google.cloud.identitytoolkit.admin.v2.TenantManagementService.UpdateTenant""]}]}",catalog/rule/gcp_rule_ciem/identityplatform/gcp.identityplatform.audit.mfa_disabled.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.kms.v1.KeyManagementService.DestroyCryptoKeyVersion,Destroy Crypto Key Version,gcp.kms.audit.key_destroyed,GCP KMS: Cryptographic Key Destroyed,critical,impact,log,in,"source_type equals gcp_audit AND service equals cloudkms.googleapis.com AND operation in [google.cloud.kms.v1.KeyManagementService.DestroyCryptoKeyVersion, google.cloud.kms.v1.KeyManagementService.ScheduleDestroyKeyVersion]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudkms.googleapis.com""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""google.cloud.kms.v1.KeyManagementService.DestroyCryptoKeyVersion"", ""google.cloud.kms.v1.KeyManagementService.ScheduleDestroyKeyVersion""]}]}",catalog/rule/gcp_rule_ciem/kms/gcp.kms.audit.key_destroyed.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.kms.v1.KeyManagementService.ScheduleDestroyKeyVersion,Schedule Destroy Key Version,gcp.kms.audit.key_destroyed,GCP KMS: Cryptographic Key Destroyed,critical,impact,log,in,"source_type equals gcp_audit AND service equals cloudkms.googleapis.com AND operation in [google.cloud.kms.v1.KeyManagementService.DestroyCryptoKeyVersion, google.cloud.kms.v1.KeyManagementService.ScheduleDestroyKeyVersion]","{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudkms.googleapis.com""}, {""field"": ""operation"", ""op"": ""in"", ""value"": [""google.cloud.kms.v1.KeyManagementService.DestroyCryptoKeyVersion"", ""google.cloud.kms.v1.KeyManagementService.ScheduleDestroyKeyVersion""]}]}",catalog/rule/gcp_rule_ciem/kms/gcp.kms.audit.key_destroyed.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.kms.v1.KeyManagementService.UpdateCryptoKeyVersion,Update Crypto Key Version,gcp.kms.audit.key_disabled,GCP KMS: Cryptographic Key Disabled,high,impact,log,equals,source_type equals gcp_audit AND service equals cloudkms.googleapis.com AND operation equals google.cloud.kms.v1.KeyManagementService.UpdateCryptoKeyVersion AND request.cryptoKeyVersion.state equals DISABLED,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudkms.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.kms.v1.KeyManagementService.UpdateCryptoKeyVersion""}, {""field"": ""request.cryptoKeyVersion.state"", ""op"": ""equals"", ""value"": ""DISABLED""}]}",catalog/rule/gcp_rule_ciem/kms/gcp.kms.audit.key_disabled.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.resourcemanager.v3.Folders.SetIamPolicy,Set Iam Policy,gcp.resourcemanager.audit.folder_iam_modified,GCP: Folder IAM Policy Modified,high,privilege_escalation,log,equals,source_type equals gcp_audit AND service equals cloudresourcemanager.googleapis.com AND operation equals google.cloud.resourcemanager.v3.Folders.SetIamPolicy,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""cloudresourcemanager.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.resourcemanager.v3.Folders.SetIamPolicy""}]}",catalog/rule/gcp_rule_ciem/resourcemanager/gcp.resourcemanager.audit.folder_iam_modified.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.secretmanager.v1.SecretManagerService.AccessSecretVersion,Access Secret Version,gcp.secretmanager.audit.secret_accessed,GCP Secret Manager: Secret Version Accessed,high,credential_access,log,equals,source_type equals gcp_audit AND service equals secretmanager.googleapis.com AND operation equals google.cloud.secretmanager.v1.SecretManagerService.AccessSecretVersion,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""secretmanager.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.secretmanager.v1.SecretManagerService.AccessSecretVersion""}]}",catalog/rule/gcp_rule_ciem/secretmanager/gcp.secretmanager.audit.secret_accessed.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.secretmanager.v1.SecretManagerService.DeleteSecret,Delete Secret,gcp.secretmanager.audit.secret_deleted,GCP Secret Manager: Secret Deleted,high,impact,log,equals,source_type equals gcp_audit AND service equals secretmanager.googleapis.com AND operation equals google.cloud.secretmanager.v1.SecretManagerService.DeleteSecret,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""secretmanager.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.secretmanager.v1.SecretManagerService.DeleteSecret""}]}",catalog/rule/gcp_rule_ciem/secretmanager/gcp.secretmanager.audit.secret_deleted.yaml
gcp,gcp_audit,GCP Cloud Audit Logs,operation,API Operation / Event Name,string,"equals, not_equals, in, contains, starts_with, starts_with_any",Full gRPC method — use 'google.iam.v1.IAMPolicy.SetIamPolicy' NOT 'SetIamPolicy',google.cloud.secretmanager.v1.SecretManagerService.UpdateSecret,Update Secret,gcp.secretmanager.audit.replication_policy_changed,GCP Secret Manager: Secret Replication Policy Changed,medium,defense_evasion,log,equals,source_type equals gcp_audit AND service equals secretmanager.googleapis.com AND operation equals google.cloud.secretmanager.v1.SecretManagerService.UpdateSecret,"{""all"": [{""field"": ""source_type"", ""op"": ""equals"", ""value"": ""gcp_audit""}, {""field"": ""service"", ""op"": ""equals"", ""value"": ""secretmanager.googleapis.com""}, {""field"": ""operation"", ""op"": ""equals"", ""value"": ""google.cloud.secretmanager.v1.SecretManagerService.UpdateSecret""}]}",catalog/rule/gcp_rule_ciem/secretmanager/gcp.secretmanager.audit.replication_policy_changed.yaml
