cloud_provider,rule_id,service,category,provider_python_client,alicloud_mapped_compliance_functions,alicloud_mapped_compliance_ids,alicloud_mapping_sources,alicloud_enterprise_rule_id
alicloud,alicloud.OSS Object.data_protection_storage_security_object_not_publicly_readable,OSS Object,data_protection_storage,OSS Object,,,Coverage,
alicloud,alicloud.OSS Object.data_protection_storage_security_object_object_lock_or_immutability_enabled_where_supported,OSS Object,data_protection_storage,OSS Object,,,,
alicloud,alicloud.OSS Event Notification (to MNS/FC/EventBridge).data_protection_storage_security_bucket_notification_destination_encrypted,OSS Event Notification (to MNS/FC/EventBridge),data_protection_storage,OSS Event Notification (to MNS/FC/EventBridge),,,,
alicloud,alicloud.OSS Event Notification (to MNS/FC/EventBridge).data_protection_storage_security_bucket_notification_destination_least_privilege,OSS Event Notification (to MNS/FC/EventBridge),data_protection_storage,OSS Event Notification (to MNS/FC/EventBridge),,,,
alicloud,alicloud.OSS Event Notification (to MNS/FC/EventBridge).data_protection_storage_security_bucket_notification_cross_account_destinations_restricted,OSS Event Notification (to MNS/FC/EventBridge),data_protection_storage,OSS Event Notification (to MNS/FC/EventBridge),,,,
alicloud,alicloud.NAS / CPFS.data_protection_storage_security_fileshare_private_network_only,NAS / CPFS,data_protection_storage,NAS / CPFS,,,,
alicloud,alicloud.NAS / CPFS.data_protection_storage_security_fileshare_encryption_at_rest_enabled,NAS / CPFS,data_protection_storage,NAS / CPFS,alicloud.storagegateway.fileshare_encryption_enabled,"iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.24_0080",Coverage,alicloud.actiontrail.log.kms_encryption_at_rest_enabled; alicloud.analyticdb.cluster.encryption_at_rest_enabled; alicloud.analyticdb.cluster.encryption_in_transit_enabled; alicloud.apigateway.restapi.cache_encryption_at_rest_enabled; alicloud.cloudmonitor.log_group.kms_encryption_at_rest_enabled; alicloud.cloudmonitor.storage_account.activity_logs_cmk_encryption_enabled; alicloud.datahub.stream.encryption_at_rest_enabled; alicloud.dbs.recovery_point_encryption_at_rest_enabled.configured; alicloud.dbs.vaults.encryption_at_rest_enabled; alicloud.dms.endpoint.redis_in_transit_encryption_enforced; alicloud.ecs.disk.encryption_at_rest_enabled; alicloud.ecs.ebs_snapshots.encryption_at_rest_enabled; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.ecs.instance.unattached_disks_encryption_at_rest_with_customer_managed_keys_enabled; alicloud.fc.minimum_tls_version_1_2_enforced.configured; alicloud.general.cluster.cmk_encryption_at_rest_disabled; alicloud.general.cluster.encryption_in_transit_enabled; alicloud.general.cluster.storage_encryption_at_rest_enabled; alicloud.general.cluster_secrets_kms_cmk_encryption_at_rest_enabled.configured; alicloud.general.cluster_snapshot.encryption_at_rest_enabled; alicloud.general.data_catalog.connection_passwords_encryption_at_rest_enabled; alicloud.general.data_catalog.metadata_encryption_at_rest_enabled; alicloud.general.dataset.cmk_encryption_at_rest_enabled; alicloud.general.development_endpoint.cloudmonitor_logs_encryption_at_rest_enabled; alicloud.general.development_endpoint.job_bookmark_encryption_at_rest_enabled; alicloud.general.development_endpoint.oss_encryption_at_rest_enabled; alicloud.general.distribution.field_level_encryption_enforced; alicloud.general.distributions.origin_traffic_encryption_in_transit_enabled; alicloud.general.domains_kms_cmk_encryption_at_rest_enabled.configured; alicloud.general.domains_node_to_node_encryption_tls_1_2_enabled.configured; alicloud.general.encryption_at_rest_enabled_with_kms.configured; alicloud.general.etl_job.cloudmonitor_logs_encryption_at_rest_enabled; alicloud.general.etl_job.job_bookmark_encryption_at_rest_enabled; alicloud.general.etl_job.oss_encryption_at_rest_enabled; alicloud.general.fileshare.encryption_at_rest_enabled; alicloud.general.instance.attached_disks_encryption_at_rest_with_customer_managed_keys_enabled; alicloud.general.ml_transform.encryption_at_rest_enabled; alicloud.general.model_invocation_logs.encryption_at_rest_enabled; alicloud.general.project.oss_logs_encryption_at_rest_enabled; alicloud.general.redis_cluster.encryption_at_rest_enforced; alicloud.general.redis_cluster.in_transit_encryption_enforced; alicloud.general.report_group.export_encryption_at_rest_enabled; alicloud.general.server.in_transit_encryption_at_rest_and_in_transit_enabled; alicloud.general.stream.encryption_at_rest_enabled; alicloud.general.table.cmk_encryption_at_rest_enabled; alicloud.general.training_job.intercontainer_encryption_in_transit_enabled; alicloud.general.training_job.volume_and_output_encryption_at_rest_enabled; alicloud.general.volume.encryption_at_rest_enabled; alicloud.kafka.cluster.encryption_at_rest_uses_customer_managed_keys; alicloud.kafka.cluster.encryption_in_transit_enabled; alicloud.kafka.connector.encryption_in_transit_enabled; alicloud.kms.cmk_key_rotation_enabled.configured; alicloud.kms.customer_managed_keys_deletion_protection_enabled.configured; alicloud.kms.customer_managed_keys_not_multi_region.configured; alicloud.kms.customer_managed_keys_used.configured; alicloud.kms.key.public_access_blocked; alicloud.kms.key_rotation_automatic_enabled.configured; alicloud.maxcompute.workgroup.encryption_at_rest_enabled; alicloud.mns.queue.server_side_encryption_at_rest_enabled; alicloud.mns.topics_kms_cmk_encryption_at_rest_enabled.configured; alicloud.oss.blob.encryption_at_rest_with_customer_managed_keys_enabled; alicloud.oss.blob.infrastructure_encryption_at_rest_enabled; alicloud.oss.bucket.encryption_at_rest_enabled; alicloud.oss.bucket.encryption_at_rest_with_kms_enabled; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.ots.accelerator_cluster_encryption_at_rest_enabled.configured; alicloud.ots.tables_kms_cmk_encryption_at_rest_enabled.configured; alicloud.pai.notebook_instance_kms_cmk_encryption_at_rest_enabled.configured; alicloud.rds.cluster.storage_encryption_at_rest_enabled; alicloud.rds.instance.storage_encryption_at_rest_enabled; alicloud.rds.instance.transport_encryption_in_transit_enabled; alicloud.rds.snapshot.encryption_at_rest_enabled; alicloud.rds.tde.encryption_at_rest_enabled; alicloud.rds.tde.encryption_at_rest_with_customer_managed_keys_enabled
alicloud,alicloud.NAS / CPFS.data_protection_storage_security_fileshare_kms_key_policy_least_privilege,NAS / CPFS,data_protection_storage,NAS / CPFS,,,,
alicloud,alicloud.NAS / CPFS.data_protection_storage_security_fileshare_snapshots_enabled,NAS / CPFS,data_protection_storage,NAS / CPFS,,,,
alicloud,alicloud.ApsaraMQ for RocketMQ / MNS Queue.data_protection_storage_security_queue_encryption_at_rest_enabled,ApsaraMQ for RocketMQ / MNS Queue,data_protection_storage,ApsaraMQ for RocketMQ / MNS Queue,,,,
alicloud,alicloud.ApsaraMQ for RocketMQ / MNS Queue.data_protection_storage_security_queue_auth_required,ApsaraMQ for RocketMQ / MNS Queue,data_protection_storage,ApsaraMQ for RocketMQ / MNS Queue,,,,
alicloud,alicloud.ApsaraMQ for RocketMQ / MNS Queue.data_protection_storage_security_queue_cross_account_send_receive_restricted,ApsaraMQ for RocketMQ / MNS Queue,data_protection_storage,ApsaraMQ for RocketMQ / MNS Queue,,,,
alicloud,alicloud.ApsaraMQ for RocketMQ / MNS Queue.data_protection_storage_security_queue_private_network_only_where_supported,ApsaraMQ for RocketMQ / MNS Queue,data_protection_storage,ApsaraMQ for RocketMQ / MNS Queue,,,,
alicloud,alicloud.DataHub Stream.data_protection_storage_security_stream_encryption_at_rest_enabled,DataHub Stream,data_protection_storage,DataHub Stream,,,,
alicloud,alicloud.DataHub Stream.data_protection_storage_security_stream_consumer_auth_required,DataHub Stream,data_protection_storage,DataHub Stream,,,,
alicloud,alicloud.DataHub Stream.data_protection_storage_security_stream_private_network_only_where_supported,DataHub Stream,data_protection_storage,DataHub Stream,,,,
alicloud,alicloud.TableStore (OTS) Table.data_protection_storage_security_table_encryption_at_rest_enabled,TableStore (OTS) Table,data_protection_storage,TableStore (OTS) Table,alicloud.rds.dynamodb_table_encryption_enabled,"canada_pbmm_moderate_multi_cloud_CCCS_SC-28_0144;canada_pbmm_moderate_multi_cloud_CCCS_SC-28_0144,fedramp_moderate_multi_cloud_SC-28_0357;fedramp_moderate_multi_cloud_SC-28_0357",Coverage,alicloud.dbs.encryption_at_rest_enabled.configured; alicloud.ecs.ebs_volume.encryption_at_rest_enabled; alicloud.oss.bucket.encryption_at_rest_enabled; alicloud.rds.dynamodb_table.encryption_at_rest_enabled; alicloud.rds.instance.encryption_at_rest_enabled
alicloud,alicloud.TableStore (OTS) Table.data_protection_storage_security_table_rbac_least_privilege,TableStore (OTS) Table,data_protection_storage,TableStore (OTS) Table,,,,
alicloud,alicloud.TableStore (OTS) Table.data_protection_storage_security_table_private_network_only_where_supported,TableStore (OTS) Table,data_protection_storage,TableStore (OTS) Table,,,,
alicloud,alicloud.ECS Disk Snapshot.data_protection_storage_security_snapshot_encrypted,ECS Disk Snapshot,data_protection_storage,ECS Disk Snapshot,,,Coverage,
alicloud,alicloud.ECS Disk Snapshot.data_protection_storage_security_snapshot_not_public,ECS Disk Snapshot,data_protection_storage,ECS Disk Snapshot,,,Coverage,
alicloud,alicloud.ECS Disk Snapshot.data_protection_storage_security_snapshot_cross_region_copy_encrypted,ECS Disk Snapshot,data_protection_storage,ECS Disk Snapshot,,,,
alicloud,alicloud.NAS Snapshot.data_protection_storage_security_snapshot_encrypted,NAS Snapshot,data_protection_storage,NAS Snapshot,alicloud.storage.storage.accounts,"iso27001_2022_multi_cloud_A.8.14_0069;iso27001_2022_multi_cloud_A.8.14_0069,soc2_multi_cloud_cc_3_3_0005;soc2_multi_cloud_cc_3_3_0005",Coverage,alicloud.ack.clusters.private_nodes_only; alicloud.ack.clusters.public_access_blocked; alicloud.ack.network_policy_enforced_with_least_privilege.configured; alicloud.actiontrail.threat_detection.enumeration_detected; alicloud.actiontrail.threat_detection.llm_jacking_detected; alicloud.actiontrail.threat_detection.privilege_escalation_detected; alicloud.analyticdb.cluster.multi_az_enabled_with_encryption_at_rest_enabled; alicloud.cloudfirewall.multi_az_with_auto_scaling.configured; alicloud.cloudmonitor.storage_account.activity_logs_private_access_enforced; alicloud.dms.instance.multi_az_deployment; alicloud.ecs.ebs_volume.backup_plan_enforced; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.ecs.instance.shielded_vm_security_features_enabled; alicloud.ess.group.capacity_rebalance_enforced; alicloud.ess.group.multi_az_deployment; alicloud.fc.function.least_privilege_identity_enforced; alicloud.general.account.private_endpoints_mandatory; alicloud.general.broker.active_active_deployment_mode; alicloud.general.broker.cluster_deployment_mode_with_redundancy; alicloud.general.cluster.multi_az_deployment; alicloud.general.connection_redundancy_enforced.configured; alicloud.general.distributions.origin_failover_configured_with_redundancy; alicloud.general.domains.fault_tolerant_data_nodes_with_encryption_at_rest_enabled; alicloud.general.domains.fault_tolerant_master_nodes_with_encryption_at_rest_enabled; alicloud.general.endpoint_config.prod_variant_instances_with_logging_enabled; alicloud.general.global_endpoint.event_replication_enforced; alicloud.general.instance.ensure_using_managed_disks_with_encryption_at_rest_enabled; alicloud.general.instance.trusted_launch_enabled_with_integrity_monitoring; alicloud.general.log_metric_filter_and_alert.bucket_permission_changes_enabled_90_day_retention; alicloud.general.log_metric_filter_and_alert.project_ownership_changes_enabled_90_day_retention; alicloud.general.log_metric_filter_and_alert.sql_instance_configuration_changes_enabled_90_day_retention; alicloud.general.log_metric_filter_and_alert.vpc_network_changes_enabled_90_day_retention; alicloud.general.log_metric_filter_and_alert.vpc_network_route_changes_enabled_90_day_retention; alicloud.general.multi_az_deployment.configured; alicloud.general.redis_cluster.automatic_failover_enforced; alicloud.general.redis_cluster.multi_az_deployment; alicloud.general.service.private_endpoints_required_for_access; alicloud.general.service.private_link_enforced_for_all_traffic; alicloud.general.virtual_interface_redundancy_enforced.configured; alicloud.general.windows_file_system.multi_az_deployment; alicloud.oss.account.ensure_private_endpoints_with_public_access_blocked; alicloud.oss.bucket.cross_region_replication_with_encryption_enabled; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.ots.table.backup_plan_enforced; alicloud.ram.non_privileged_user_mfa_enforced.configured; alicloud.ram.policy.inline_policy_prevents_privilege_escalation; alicloud.ram.policy.restrict_full_access_to_cloudtrail; alicloud.ram.privileged_user_mfa_enforced.configured; alicloud.ram.user_vm_access_mfa_enforced.configured; alicloud.rds.cluster.multi_az_with_backup_enabled; alicloud.rds.instance.multi_az_deployment_enabled; alicloud.slb.multi_az_deployment.configured; alicloud.vpc.bastion_host_exists_with_mfa_enabled.configured; alicloud.vpc.endpoint.multi_az_enabled_with_failover_configured; alicloud.vpc.flow_log_captured_sent_with_90_day_retention.configured; alicloud.vpc.rdp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.ssh_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.subnet.different_az_with_routing_control; alicloud.vpc.udp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.vpn_connection.tunnels_up_with_encryption_enabled; alicloud.vpc.watcher_enabled_with_alerting.configured
alicloud,alicloud.NAS Snapshot.data_protection_storage_security_snapshot_not_public,NAS Snapshot,data_protection_storage,NAS Snapshot,,,,
alicloud,alicloud.NAS Snapshot.data_protection_storage_security_snapshot_cross_region_copy_encrypted,NAS Snapshot,data_protection_storage,NAS Snapshot,,,,
alicloud,alicloud.ECS Disk.data_protection_storage_security_volume_encryption_at_rest_enabled,ECS Disk,data_protection_storage,ECS Disk,alicloud.workspaces.volume.encryption_enabled,"iso27001_2022_multi_cloud_A.8.11_0066;iso27001_2022_multi_cloud_A.8.11_0066,iso27001_2022_multi_cloud_A.8.24_0080;iso27001_2022_multi_cloud_A.8.24_0080",Coverage,alicloud.actiontrail.log.kms_encryption_at_rest_enabled; alicloud.analyticdb.cluster.encryption_at_rest_enabled; alicloud.analyticdb.cluster.encryption_in_transit_enabled; alicloud.apigateway.restapi.cache_encryption_at_rest_enabled; alicloud.cloudmonitor.log_group.kms_encryption_at_rest_enabled; alicloud.cloudmonitor.storage_account.activity_logs_cmk_encryption_enabled; alicloud.datahub.stream.encryption_at_rest_enabled; alicloud.dbs.recovery_point_encryption_at_rest_enabled.configured; alicloud.dbs.vaults.encryption_at_rest_enabled; alicloud.dms.endpoint.redis_in_transit_encryption_enforced; alicloud.ecs.disk.encryption_at_rest_enabled; alicloud.ecs.ebs_snapshots.encryption_at_rest_enabled; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.ecs.instance.unattached_disks_encryption_at_rest_with_customer_managed_keys_enabled; alicloud.fc.minimum_tls_version_1_2_enforced.configured; alicloud.general.cluster.cmk_encryption_at_rest_disabled; alicloud.general.cluster.encryption_in_transit_enabled; alicloud.general.cluster.storage_encryption_at_rest_enabled; alicloud.general.cluster_secrets_kms_cmk_encryption_at_rest_enabled.configured; alicloud.general.cluster_snapshot.encryption_at_rest_enabled; alicloud.general.data_catalog.connection_passwords_encryption_at_rest_enabled; alicloud.general.data_catalog.metadata_encryption_at_rest_enabled; alicloud.general.dataset.cmk_encryption_at_rest_enabled; alicloud.general.development_endpoint.cloudmonitor_logs_encryption_at_rest_enabled; alicloud.general.development_endpoint.job_bookmark_encryption_at_rest_enabled; alicloud.general.development_endpoint.oss_encryption_at_rest_enabled; alicloud.general.distribution.field_level_encryption_enforced; alicloud.general.distributions.origin_traffic_encryption_in_transit_enabled; alicloud.general.domains_kms_cmk_encryption_at_rest_enabled.configured; alicloud.general.domains_node_to_node_encryption_tls_1_2_enabled.configured; alicloud.general.encryption_at_rest_enabled_with_kms.configured; alicloud.general.etl_job.cloudmonitor_logs_encryption_at_rest_enabled; alicloud.general.etl_job.job_bookmark_encryption_at_rest_enabled; alicloud.general.etl_job.oss_encryption_at_rest_enabled; alicloud.general.fileshare.encryption_at_rest_enabled; alicloud.general.instance.attached_disks_encryption_at_rest_with_customer_managed_keys_enabled; alicloud.general.ml_transform.encryption_at_rest_enabled; alicloud.general.model_invocation_logs.encryption_at_rest_enabled; alicloud.general.project.oss_logs_encryption_at_rest_enabled; alicloud.general.redis_cluster.encryption_at_rest_enforced; alicloud.general.redis_cluster.in_transit_encryption_enforced; alicloud.general.report_group.export_encryption_at_rest_enabled; alicloud.general.server.in_transit_encryption_at_rest_and_in_transit_enabled; alicloud.general.stream.encryption_at_rest_enabled; alicloud.general.table.cmk_encryption_at_rest_enabled; alicloud.general.training_job.intercontainer_encryption_in_transit_enabled; alicloud.general.training_job.volume_and_output_encryption_at_rest_enabled; alicloud.general.volume.encryption_at_rest_enabled; alicloud.kafka.cluster.encryption_at_rest_uses_customer_managed_keys; alicloud.kafka.cluster.encryption_in_transit_enabled; alicloud.kafka.connector.encryption_in_transit_enabled; alicloud.kms.cmk_key_rotation_enabled.configured; alicloud.kms.customer_managed_keys_deletion_protection_enabled.configured; alicloud.kms.customer_managed_keys_not_multi_region.configured; alicloud.kms.customer_managed_keys_used.configured; alicloud.kms.key.public_access_blocked; alicloud.kms.key_rotation_automatic_enabled.configured; alicloud.maxcompute.workgroup.encryption_at_rest_enabled; alicloud.mns.queue.server_side_encryption_at_rest_enabled; alicloud.mns.topics_kms_cmk_encryption_at_rest_enabled.configured; alicloud.oss.blob.encryption_at_rest_with_customer_managed_keys_enabled; alicloud.oss.blob.infrastructure_encryption_at_rest_enabled; alicloud.oss.bucket.encryption_at_rest_enabled; alicloud.oss.bucket.encryption_at_rest_with_kms_enabled; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.ots.accelerator_cluster_encryption_at_rest_enabled.configured; alicloud.ots.tables_kms_cmk_encryption_at_rest_enabled.configured; alicloud.pai.notebook_instance_kms_cmk_encryption_at_rest_enabled.configured; alicloud.rds.cluster.storage_encryption_at_rest_enabled; alicloud.rds.instance.storage_encryption_at_rest_enabled; alicloud.rds.instance.transport_encryption_in_transit_enabled; alicloud.rds.snapshot.encryption_at_rest_enabled; alicloud.rds.tde.encryption_at_rest_enabled; alicloud.rds.tde.encryption_at_rest_with_customer_managed_keys_enabled
alicloud,alicloud.ECS Disk.data_protection_storage_security_volume_cmk_cmek_configured,ECS Disk,data_protection_storage,ECS Disk,,,Coverage,
alicloud,alicloud.ECS Disk.data_protection_storage_security_volume_snapshots_encrypted,ECS Disk,data_protection_storage,ECS Disk,,,Coverage,
alicloud,alicloud.NAS/CPFS File System.data_protection_storage_security_volume_encryption_at_rest_enabled,NAS/CPFS File System,data_protection_storage,NAS/CPFS File System,alicloud.fsx.windows_file_system_multi_az_enabled,iso27001_2022_multi_cloud_A.8.14_0069,Coverage,alicloud.ack.clusters.private_nodes_only; alicloud.ack.clusters.public_access_blocked; alicloud.ack.network_policy_enforced_with_least_privilege.configured; alicloud.analyticdb.cluster.multi_az_enabled_with_encryption_at_rest_enabled; alicloud.cloudfirewall.multi_az_with_auto_scaling.configured; alicloud.dms.instance.multi_az_deployment; alicloud.ecs.ebs_volume.backup_plan_enforced; alicloud.ecs.instance.csek_encryption_at_rest_enabled; alicloud.ecs.instance.shielded_vm_security_features_enabled; alicloud.ess.group.capacity_rebalance_enforced; alicloud.ess.group.multi_az_deployment; alicloud.general.broker.active_active_deployment_mode; alicloud.general.broker.cluster_deployment_mode_with_redundancy; alicloud.general.cluster.multi_az_deployment; alicloud.general.connection_redundancy_enforced.configured; alicloud.general.distributions.origin_failover_configured_with_redundancy; alicloud.general.domains.fault_tolerant_data_nodes_with_encryption_at_rest_enabled; alicloud.general.domains.fault_tolerant_master_nodes_with_encryption_at_rest_enabled; alicloud.general.endpoint_config.prod_variant_instances_with_logging_enabled; alicloud.general.global_endpoint.event_replication_enforced; alicloud.general.instance.ensure_using_managed_disks_with_encryption_at_rest_enabled; alicloud.general.instance.trusted_launch_enabled_with_integrity_monitoring; alicloud.general.multi_az_deployment.configured; alicloud.general.redis_cluster.automatic_failover_enforced; alicloud.general.redis_cluster.multi_az_deployment; alicloud.general.virtual_interface_redundancy_enforced.configured; alicloud.general.windows_file_system.multi_az_deployment; alicloud.oss.account.ensure_private_endpoints_with_public_access_blocked; alicloud.oss.bucket.cross_region_replication_with_encryption_enabled; alicloud.oss.secure_transfer_required_enforced.configured; alicloud.ots.table.backup_plan_enforced; alicloud.rds.cluster.multi_az_with_backup_enabled; alicloud.rds.instance.multi_az_deployment_enabled; alicloud.slb.multi_az_deployment.configured; alicloud.vpc.bastion_host_exists_with_mfa_enabled.configured; alicloud.vpc.endpoint.multi_az_enabled_with_failover_configured; alicloud.vpc.flow_log_captured_sent_with_90_day_retention.configured; alicloud.vpc.rdp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.ssh_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.subnet.different_az_with_routing_control; alicloud.vpc.udp_internet_access_restricted_to_whitelisted_ips.configured; alicloud.vpc.vpn_connection.tunnels_up_with_encryption_enabled; alicloud.vpc.watcher_enabled_with_alerting.configured
alicloud,alicloud.NAS/CPFS File System.data_protection_storage_security_volume_cmk_cmek_configured,NAS/CPFS File System,data_protection_storage,NAS/CPFS File System,,,Coverage,
alicloud,alicloud.NAS/CPFS File System.data_protection_storage_security_volume_snapshots_encrypted,NAS/CPFS File System,data_protection_storage,NAS/CPFS File System,alicloud.defender.ensure_system_updates_are_applied,"soc2_multi_cloud_cc_3_1_0003;soc2_multi_cloud_cc_3_1_0003,soc2_multi_cloud_cc_3_2_0004,soc2_multi_cloud_cc_4_2_0007,soc2_multi_cloud_cc_6_8_0014,soc2_multi_cloud_cc_7_1_0015;soc2_multi_cloud_cc_3_2_0004;soc2_multi_cloud_cc_4_2_0007;soc2_multi_cloud_cc_6_8_0014;soc2_multi_cloud_cc_7_1_0015",Coverage,alicloud.config.recorder_enabled_in_all_regions.configured; alicloud.ecs.instance.management_enabled; alicloud.general.container.image_vulnerability_scanning_enabled; alicloud.general.managed_instance_compliant_patching_enabled.configured; alicloud.general.resource.securityhub_service_enabled; alicloud.oss.container.vulnerability_analysis_enabled; alicloud.ram.cloud_asset_inventory_enabled.configured; alicloud.rds.instance.microsoft_defender_enabled_for_all_databases; alicloud.securitycenter.additional_security_contact_email_configured.configured; alicloud.securitycenter.alerts.high_severity_notifications_enabled; alicloud.securitycenter.app_services_protection_enabled.configured; alicloud.securitycenter.arm_protection_enabled.configured; alicloud.securitycenter.assessments.vm_endpoint_protection_installed_and_active; alicloud.securitycenter.auto_provisioning.log_analytics_agent_vms_enabled; alicloud.securitycenter.auto_provisioning.vulnerability_assessments_auto_provisioned_for_all_machines; alicloud.securitycenter.container_images_scanning_enabled.configured; alicloud.securitycenter.container_images_vulnerabilities_resolved.configured; alicloud.securitycenter.containers_protection_enabled.configured; alicloud.securitycenter.cosmosdb_protection_enabled.configured; alicloud.securitycenter.databases_protection_enabled.configured; alicloud.securitycenter.dns_protection_enabled.configured; alicloud.securitycenter.ensure.system_updates_applied_automatically; alicloud.securitycenter.ensure.wdatp_enabled_for_all_endpoints; alicloud.securitycenter.ensure_notify_emails_to_resource_owners.configured; alicloud.securitycenter.iot_hub_protection_enabled.configured; alicloud.securitycenter.keyvault_protection_enabled.configured; alicloud.securitycenter.mcas_enabled.configured; alicloud.securitycenter.os_relational_databases_protection_enabled.configured; alicloud.securitycenter.server_protection_enabled.configured; alicloud.securitycenter.service.continuous_monitoring_enabled; alicloud.securitycenter.service.no_unresolved_high_severity_findings; alicloud.securitycenter.sql_databases_protection_enabled.configured; alicloud.securitycenter.sql_servers_protection_enabled.configured; alicloud.securitycenter.storage_protection_enabled.configured
alicloud,alicloud.TableStore (OTS) Global Secondary Index/Replication.data_protection_storage_security_global_table_encryption_at_rest_all_regions,TableStore (OTS) Global Secondary Index/Replication,data_protection_storage,TableStore (OTS) Global Secondary Index/Replication,,,,
alicloud,alicloud.TableStore (OTS) Global Secondary Index/Replication.data_protection_storage_security_global_table_pitr_enabled_where_supported,TableStore (OTS) Global Secondary Index/Replication,data_protection_storage,TableStore (OTS) Global Secondary Index/Replication,alicloud.tablestore.global_tables_enabled,"rbi_bank_multi_cloud_6.2_0022;rbi_bank_multi_cloud_6.2_0022,rbi_nbfc_multi_cloud_5.3_0027;rbi_nbfc_multi_cloud_5.3_0027",Coverage,alicloud.general.global_tables_cross_region_enabled.configured; alicloud.oss.bucket.cross_region_replication_enabled; alicloud.rds.multi_az_deployment_enabled.configured
alicloud,alicloud.TableStore (OTS) Global Secondary Index/Replication.data_protection_storage_security_global_table_cross_region_replication_encrypted,TableStore (OTS) Global Secondary Index/Replication,data_protection_storage,TableStore (OTS) Global Secondary Index/Replication,,,,
alicloud,alicloud.DataWorks DQC Ruleset.data_quality_security_ruleset_encrypted_at_rest,DataWorks DQC Ruleset,data_quality,DataWorks DQC Ruleset,,,,
alicloud,alicloud.DataWorks DQC Ruleset.data_quality_security_ruleset_rbac_least_privilege,DataWorks DQC Ruleset,data_quality,DataWorks DQC Ruleset,,,,
alicloud,alicloud.DataWorks DQC Ruleset.data_quality_security_ruleset_version_immutable,DataWorks DQC Ruleset,data_quality,DataWorks DQC Ruleset,,,,
alicloud,alicloud.DataWorks DQC Expression.data_quality_security_rule_source_trusted,DataWorks DQC Expression,data_quality,DataWorks DQC Expression,,,,
alicloud,alicloud.DataWorks DQC Expression.data_quality_security_rule_definition_version_pinned,DataWorks DQC Expression,data_quality,DataWorks DQC Expression,,,,
alicloud,alicloud.DataWorks DQC Expression.data_quality_security_rule_parameters_no_plaintext_secrets,DataWorks DQC Expression,data_quality,DataWorks DQC Expression,,,,
alicloud,alicloud.DataWorks DQC Recommendation.data_quality_security_recommendation_outputs_encrypted_and_private,DataWorks DQC Recommendation,data_quality,DataWorks DQC Recommendation,,,,
alicloud,alicloud.DataWorks DQC Recommendation.data_quality_security_recommendation_access_rbac_least_privilege,DataWorks DQC Recommendation,data_quality,DataWorks DQC Recommendation,,,,
alicloud,alicloud.DataWorks DQC Recommendation.data_quality_security_recommendation_run_metadata_logging_enabled,DataWorks DQC Recommendation,data_quality,DataWorks DQC Recommendation,,,,
alicloud,alicloud.DataWorks DQC Run.data_quality_security_recommendation_run_execution_role_least_privilege,DataWorks DQC Run,data_quality,DataWorks DQC Run,,,,
alicloud,alicloud.DataWorks DQC Run.data_quality_security_recommendation_run_logs_enabled,DataWorks DQC Run,data_quality,DataWorks DQC Run,,,,
alicloud,alicloud.DataWorks DQC Run.data_quality_security_recommendation_run_output_encrypted_private,DataWorks DQC Run,data_quality,DataWorks DQC Run,,,,
alicloud,alicloud.AnalyticDB for MySQL/PostgreSQL.data_warehouse_security_cluster_encryption_at_rest_cmek,AnalyticDB for MySQL/PostgreSQL,data_warehouse,AnalyticDB for MySQL/PostgreSQL,,,,
alicloud,alicloud.AnalyticDB for MySQL/PostgreSQL.data_warehouse_security_cluster_private_networking_enforced,AnalyticDB for MySQL/PostgreSQL,data_warehouse,AnalyticDB for MySQL/PostgreSQL,,,,
alicloud,alicloud.AnalyticDB for MySQL/PostgreSQL.data_warehouse_security_cluster_audit_logging_enabled,AnalyticDB for MySQL/PostgreSQL,data_warehouse,AnalyticDB for MySQL/PostgreSQL,,,,
alicloud,alicloud.AnalyticDB for MySQL/PostgreSQL.data_warehouse_security_cluster_tls_min_1_2_enforced,AnalyticDB for MySQL/PostgreSQL,data_warehouse,AnalyticDB for MySQL/PostgreSQL,,,,
alicloud,alicloud.AnalyticDB for MySQL/PostgreSQL.data_warehouse_security_cluster_admin_access_least_privilege,AnalyticDB for MySQL/PostgreSQL,data_warehouse,AnalyticDB for MySQL/PostgreSQL,,,,
