csv_rule_id,yaml_rule_id,match_type,service,status
alicloud.Resource Directory - Control Policy.governance_security_policy_no_wildcard_admin_actions,alicloud.Resource Directory - Control Policy.governance_security_policy_no_wildcard_admin_actions,no_match,Resource Directory - Control Policy,⚠️ Needs Review
alicloud.RAM Policy.governance_security_policy_versioning_and_change_audit_enabled,alicloud.RAM Policy.governance_security_policy_versioning_and_change_audit_enabled,no_match,RAM Policy,⚠️ Needs Review
alicloud.RAM Policy.governance_security_policy_editors_rbac_least_privilege,alicloud.RAM Policy.governance_security_policy_editors_rbac_least_privilege,no_match,RAM Policy,⚠️ Needs Review
alicloud.RAM Policy.governance_security_policy_no_wildcard_admin_actions,alicloud.RAM Policy.governance_security_policy_no_wildcard_admin_actions,no_match,RAM Policy,⚠️ Needs Review
alicloud.Config Aggregators (Cross-Account).governance_security_aggregation_authorization_trusts_least_privilege,alicloud.Config Aggregators (Cross-Account).governance_security_aggregation_authorization_trusts_least_privilege,no_match,Config Aggregators (Cross-Account),⚠️ Needs Review
alicloud.Config Aggregators (Cross-Account).governance_security_aggregation_authorization_target_accounts_correct,alicloud.Config Aggregators (Cross-Account).governance_security_aggregation_authorization_target_accounts_correct,no_match,Config Aggregators (Cross-Account),⚠️ Needs Review
alicloud.Config Aggregators (Cross-Account).governance_security_aggregation_authorization_not_expired_or_revoked,alicloud.Config Aggregators (Cross-Account).governance_security_aggregation_authorization_not_expired_or_revoked,no_match,Config Aggregators (Cross-Account),⚠️ Needs Review
alicloud.Resource Manager - Resource Group.governance_security_project_required_guardrail_policies_attached,alicloud.Resource Manager - Resource Group.governance_security_project_required_guardrail_policies_attached,no_match,Resource Manager - Resource Group,⚠️ Needs Review
alicloud.Resource Manager - Resource Group.governance_security_project_no_public_admin_roles,alicloud.Resource Manager - Resource Group.governance_security_project_no_public_admin_roles,no_match,Resource Manager - Resource Group,⚠️ Needs Review
alicloud.Resource Manager - Resource Group.governance_security_project_security_services_mandatory_enabled,alicloud.Resource Manager - Resource Group.governance_security_project_security_services_mandatory_enabled,no_match,Resource Manager - Resource Group,⚠️ Needs Review
alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_break_glass_accounts_mfa_enforced,alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_break_glass_accounts_mfa_enforced,no_match,Resource Directory - Master/Member Account,⚠️ Needs Review
alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_console_mfa_required_org_wide,alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_console_mfa_required_org_wide,no_match,Resource Directory - Master/Member Account,⚠️ Needs Review
alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_sso_federation_configured_where_supported,alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_sso_federation_configured_where_supported,no_match,Resource Directory - Master/Member Account,⚠️ Needs Review
alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_password_policy_compliant,alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_password_policy_compliant,no_match,Resource Directory - Master/Member Account,⚠️ Needs Review
alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_inactive_user_disable_threshold_configured,alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_inactive_user_disable_threshold_configured,no_match,Resource Directory - Master/Member Account,⚠️ Needs Review
alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_api_access_keys_root_or_owner_disallowed,alicloud.Resource Directory - Master/Member Account.identity_access_security_tenant_api_access_keys_root_or_owner_disallowed,no_match,Resource Directory - Master/Member Account,⚠️ Needs Review
alicloud.Resource Group.identity_access_security_tenant_break_glass_accounts_mfa_enforced,alicloud.Resource Group.identity_access_security_tenant_break_glass_accounts_mfa_enforced,no_match,Resource Group,⚠️ Needs Review
alicloud.Resource Group.identity_access_security_tenant_console_mfa_required_org_wide,alicloud.Resource Group.identity_access_security_tenant_console_mfa_required_org_wide,no_match,Resource Group,⚠️ Needs Review
alicloud.Resource Group.identity_access_security_tenant_sso_federation_configured_where_supported,alicloud.Resource Group.identity_access_security_tenant_sso_federation_configured_where_supported,no_match,Resource Group,⚠️ Needs Review
alicloud.Resource Group.identity_access_security_tenant_password_policy_compliant,alicloud.Resource Group.identity_access_security_tenant_password_policy_compliant,no_match,Resource Group,⚠️ Needs Review
alicloud.Resource Group.identity_access_security_tenant_inactive_user_disable_threshold_configured,alicloud.Resource Group.identity_access_security_tenant_inactive_user_disable_threshold_configured,no_match,Resource Group,⚠️ Needs Review
alicloud.Resource Group.identity_access_security_tenant_api_access_keys_root_or_owner_disallowed,alicloud.Resource Group.identity_access_security_tenant_api_access_keys_root_or_owner_disallowed,no_match,Resource Group,⚠️ Needs Review
alicloud.Resource Directory - Master/Member Account.identity_access_security_password_policy_min_length_14,alicloud.Resource Directory - Master/Member Account.identity_access_security_password_policy_min_length_14,no_match,Resource Directory - Master/Member Account,⚠️ Needs Review
alicloud.Resource Directory - Master/Member Account.identity_access_security_password_policy_require_upper_lower_number_special,alicloud.Resource Directory - Master/Member Account.identity_access_security_password_policy_require_upper_lower_number_special,no_match,Resource Directory - Master/Member Account,⚠️ Needs Review
alicloud.Resource Directory - Master/Member Account.identity_access_security_password_policy_prevent_reuse_last_24,alicloud.Resource Directory - Master/Member Account.identity_access_security_password_policy_prevent_reuse_last_24,no_match,Resource Directory - Master/Member Account,⚠️ Needs Review
alicloud.Resource Directory - Master/Member Account.identity_access_security_password_policy_max_age_90_days_or_less,alicloud.Resource Directory - Master/Member Account.identity_access_security_password_policy_max_age_90_days_or_less,no_match,Resource Directory - Master/Member Account,⚠️ Needs Review
alicloud.Resource Directory - Master/Member Account.identity_access_security_password_policy_lockout_threshold_defined,alicloud.Resource Directory - Master/Member Account.identity_access_security_password_policy_lockout_threshold_defined,no_match,Resource Directory - Master/Member Account,⚠️ Needs Review
alicloud.Resource Group.identity_access_security_password_policy_min_length_14,alicloud.Resource Group.identity_access_security_password_policy_min_length_14,no_match,Resource Group,⚠️ Needs Review
alicloud.Resource Group.identity_access_security_password_policy_require_upper_lower_number_special,alicloud.Resource Group.identity_access_security_password_policy_require_upper_lower_number_special,no_match,Resource Group,⚠️ Needs Review
alicloud.Resource Group.identity_access_security_password_policy_prevent_reuse_last_24,alicloud.Resource Group.identity_access_security_password_policy_prevent_reuse_last_24,no_match,Resource Group,⚠️ Needs Review
alicloud.Resource Group.identity_access_security_password_policy_max_age_90_days_or_less,alicloud.Resource Group.identity_access_security_password_policy_max_age_90_days_or_less,no_match,Resource Group,⚠️ Needs Review
alicloud.Resource Group.identity_access_security_password_policy_lockout_threshold_defined,alicloud.Resource Group.identity_access_security_password_policy_lockout_threshold_defined,no_match,Resource Group,⚠️ Needs Review
alicloud.RAM User.identity_access_security_user_mfa_required,alicloud.RAM User.identity_access_security_user_mfa_required,no_match,RAM User,⚠️ Needs Review
alicloud.RAM User.identity_access_security_user_console_password_present_only_if_required,alicloud.RAM User.identity_access_security_user_console_password_present_only_if_required,no_match,RAM User,⚠️ Needs Review
alicloud.RAM User.identity_access_security_user_access_keys_rotated_90_days_or_less_when_present,alicloud.RAM User.identity_access_security_user_access_keys_rotated_90_days_or_less_when_present,no_match,RAM User,⚠️ Needs Review
alicloud.RAM User.identity_access_security_user_no_inline_policies_attached,alicloud.RAM User.identity_access_security_user_no_inline_policies_attached,no_match,RAM User,⚠️ Needs Review
alicloud.RAM User.identity_access_security_user_inactive_90_days_disabled,alicloud.RAM User.identity_access_security_user_inactive_90_days_disabled,no_match,RAM User,⚠️ Needs Review
alicloud.RAM User Group.identity_access_security_group_no_inline_policies,alicloud.RAM User Group.identity_access_security_group_no_inline_policies,no_match,RAM User Group,⚠️ Needs Review
alicloud.RAM User Group.identity_access_security_group_attached_policies_not_admin_star,alicloud.RAM User Group.identity_access_security_group_attached_policies_not_admin_star,no_match,RAM User Group,⚠️ Needs Review
alicloud.RAM User Group.identity_access_security_group_membership_review_enabled_where_supported,alicloud.RAM User Group.identity_access_security_group_membership_review_enabled_where_supported,no_match,RAM User Group,⚠️ Needs Review
alicloud.RAM Role.identity_access_security_role_trust_principals_allowlist_only,alicloud.RAM Role.identity_access_security_role_trust_principals_allowlist_only,no_match,RAM Role,⚠️ Needs Review
alicloud.RAM Role.identity_access_security_role_trust_requires_external_id_or_audience_condition_where_supported,alicloud.RAM Role.identity_access_security_role_trust_requires_external_id_or_audience_condition_where_supported,no_match,RAM Role,⚠️ Needs Review
alicloud.RAM Role.identity_access_security_role_max_session_duration_reasonable,alicloud.RAM Role.identity_access_security_role_max_session_duration_reasonable,no_match,RAM Role,⚠️ Needs Review
alicloud.RAM Role.identity_access_security_role_attached_policies_not_admin_star,alicloud.RAM Role.identity_access_security_role_attached_policies_not_admin_star,no_match,RAM Role,⚠️ Needs Review
alicloud.RAM Role.identity_access_security_role_no_inline_policies,alicloud.RAM Role.identity_access_security_role_no_inline_policies,no_match,RAM Role,⚠️ Needs Review
alicloud.ECS RAM Role (Instance RAM Role).identity_access_security_instance_profile_role_attached,alicloud.ECS RAM Role (Instance RAM Role).identity_access_security_instance_profile_role_attached,no_match,ECS RAM Role (Instance RAM Role),⚠️ Needs Review
alicloud.ECS RAM Role (Instance RAM Role).identity_access_security_instance_profile_role_policies_least_privilege,alicloud.ECS RAM Role (Instance RAM Role).identity_access_security_instance_profile_role_policies_least_privilege,no_match,ECS RAM Role (Instance RAM Role),⚠️ Needs Review
alicloud.ECS RAM Role (Instance RAM Role).identity_access_security_instance_profile_no_instance_profile_with_admin_star,alicloud.ECS RAM Role (Instance RAM Role).identity_access_security_instance_profile_no_instance_profile_with_admin_star,no_match,ECS RAM Role (Instance RAM Role),⚠️ Needs Review
alicloud.ACK Service Account (RRSA with RAM Role).identity_access_security_service_account_keys_not_used_or_rotated_90_days_or_less,alicloud.ACK Service Account (RRSA with RAM Role).identity_access_security_service_account_keys_not_used_or_rotated_90_days_or_less,no_match,ACK Service Account (RRSA with RAM Role),⚠️ Needs Review
alicloud.ACK Service Account (RRSA with RAM Role).identity_access_security_service_account_no_user_managed_long_lived_keys,alicloud.ACK Service Account (RRSA with RAM Role).identity_access_security_service_account_no_user_managed_long_lived_keys,no_match,ACK Service Account (RRSA with RAM Role),⚠️ Needs Review
alicloud.ACK Service Account (RRSA with RAM Role).identity_access_security_service_account_scopes_or_roles_least_privilege,alicloud.ACK Service Account (RRSA with RAM Role).identity_access_security_service_account_scopes_or_roles_least_privilege,no_match,ACK Service Account (RRSA with RAM Role),⚠️ Needs Review
alicloud.ACK Service Account (RRSA with RAM Role).identity_access_security_service_account_workload_identity_federation_used_where_supported,alicloud.ACK Service Account (RRSA with RAM Role).identity_access_security_service_account_workload_identity_federation_used_where_supported,no_match,ACK Service Account (RRSA with RAM Role),⚠️ Needs Review
alicloud.RAM SAML Provider.identity_access_security_saml_idp_metadata_signed,alicloud.RAM SAML Provider.identity_access_security_saml_idp_metadata_signed,no_match,RAM SAML Provider,⚠️ Needs Review
alicloud.RAM SAML Provider.identity_access_security_saml_certificates_not_expired,alicloud.RAM SAML Provider.identity_access_security_saml_certificates_not_expired,no_match,RAM SAML Provider,⚠️ Needs Review
alicloud.RAM SAML Provider.identity_access_security_saml_audience_restriction_configured,alicloud.RAM SAML Provider.identity_access_security_saml_audience_restriction_configured,no_match,RAM SAML Provider,⚠️ Needs Review
alicloud.RAM SAML Provider.identity_access_security_saml_assertion_lifetime_reasonable,alicloud.RAM SAML Provider.identity_access_security_saml_assertion_lifetime_reasonable,no_match,RAM SAML Provider,⚠️ Needs Review
alicloud.RAM OIDC Provider.identity_access_security_oidc_issuer_https_and_matches_discovery,alicloud.RAM OIDC Provider.identity_access_security_oidc_issuer_https_and_matches_discovery,no_match,RAM OIDC Provider,⚠️ Needs Review
alicloud.RAM OIDC Provider.identity_access_security_oidc_thumbprints_or_jwks_pinning_configured,alicloud.RAM OIDC Provider.identity_access_security_oidc_thumbprints_or_jwks_pinning_configured,no_match,RAM OIDC Provider,⚠️ Needs Review
alicloud.RAM OIDC Provider.identity_access_security_oidc_allowed_client_ids_audiences_restricted,alicloud.RAM OIDC Provider.identity_access_security_oidc_allowed_client_ids_audiences_restricted,no_match,RAM OIDC Provider,⚠️ Needs Review
alicloud.RAM OIDC Provider.identity_access_security_oidc_token_lifetime_reasonable,alicloud.RAM OIDC Provider.identity_access_security_oidc_token_lifetime_reasonable,no_match,RAM OIDC Provider,⚠️ Needs Review
alicloud.RAM Policy.identity_access_security_rbac_policy_no_action_star_on_resource_star,alicloud.RAM Policy.identity_access_security_rbac_policy_no_action_star_on_resource_star,no_match,RAM Policy,⚠️ Needs Review
alicloud.RAM Policy.identity_access_security_rbac_policy_resource_constraints_present,alicloud.RAM Policy.identity_access_security_rbac_policy_resource_constraints_present,no_match,RAM Policy,⚠️ Needs Review
alicloud.RAM Policy.identity_access_security_rbac_policy_conditions_used_where_applicable,alicloud.RAM Policy.identity_access_security_rbac_policy_conditions_used_where_applicable,no_match,RAM Policy,⚠️ Needs Review
alicloud.RAM Policy.identity_access_security_rbac_policy_no_policy_allows_without_constraints,alicloud.RAM Policy.identity_access_security_rbac_policy_no_policy_allows_without_constraints,no_match,RAM Policy,⚠️ Needs Review
alicloud.RAM Role.identity_access_security_rbac_role_attached_policies_not_admin_star,alicloud.RAM Role.identity_access_security_rbac_role_attached_policies_not_admin_star,no_match,RAM Role,⚠️ Needs Review
alicloud.RAM Role.identity_access_security_rbac_role_no_inline_policies,alicloud.RAM Role.identity_access_security_rbac_role_no_inline_policies,no_match,RAM Role,⚠️ Needs Review
alicloud.RAM Role.identity_access_security_rbac_role_session_duration_reasonable_where_applicable,alicloud.RAM Role.identity_access_security_rbac_role_session_duration_reasonable_where_applicable,no_match,RAM Role,⚠️ Needs Review
alicloud.RAM Group.identity_access_security_rbac_group_no_inline_policies,alicloud.RAM Group.identity_access_security_rbac_group_no_inline_policies,no_match,RAM Group,⚠️ Needs Review
alicloud.RAM Group.identity_access_security_rbac_group_attached_policies_not_admin_star,alicloud.RAM Group.identity_access_security_rbac_group_attached_policies_not_admin_star,no_match,RAM Group,⚠️ Needs Review
alicloud.RAM Group.identity_access_security_rbac_group_external_sharing_restricted_where_supported,alicloud.RAM Group.identity_access_security_rbac_group_external_sharing_restricted_where_supported,no_match,RAM Group,⚠️ Needs Review
alicloud.OOS Automation.incident_security_automation_execution_roles_least_privilege,alicloud.OOS Automation.incident_security_automation_execution_roles_least_privilege,no_match,OOS Automation,⚠️ Needs Review
alicloud.OOS Automation.incident_security_automation_artifacts_encrypted_and_private,alicloud.OOS Automation.incident_security_automation_artifacts_encrypted_and_private,no_match,OOS Automation,⚠️ Needs Review
alicloud.OOS Automation.incident_security_automation_change_audit_logging_enabled,alicloud.OOS Automation.incident_security_automation_change_audit_logging_enabled,no_match,OOS Automation,⚠️ Needs Review
alicloud.Security Center Playbooks.incident_security_automation_execution_roles_least_privilege,alicloud.Security Center Playbooks.incident_security_automation_execution_roles_least_privilege,no_match,Security Center Playbooks,⚠️ Needs Review
alicloud.Security Center Playbooks.incident_security_automation_artifacts_encrypted_and_private,alicloud.Security Center Playbooks.incident_security_automation_artifacts_encrypted_and_private,no_match,Security Center Playbooks,⚠️ Needs Review
alicloud.Security Center Playbooks.incident_security_automation_change_audit_logging_enabled,alicloud.Security Center Playbooks.incident_security_automation_change_audit_logging_enabled,no_match,Security Center Playbooks,⚠️ Needs Review
alicloud.OOS Workflows.incident_security_workflow_kms_encryption_enabled,alicloud.OOS Workflows.incident_security_workflow_kms_encryption_enabled,no_match,OOS Workflows,⚠️ Needs Review
alicloud.OOS Workflows.incident_security_workflow_approval_steps_required_for_destructive_actions,alicloud.OOS Workflows.incident_security_workflow_approval_steps_required_for_destructive_actions,no_match,OOS Workflows,⚠️ Needs Review
alicloud.OOS Workflows.incident_security_workflow_integrations_least_privilege,alicloud.OOS Workflows.incident_security_workflow_integrations_least_privilege,no_match,OOS Workflows,⚠️ Needs Review
alicloud.DataWorks (ops flows).incident_security_workflow_kms_encryption_enabled,alicloud.DataWorks (ops flows).incident_security_workflow_kms_encryption_enabled,no_match,DataWorks (ops flows),⚠️ Needs Review
alicloud.DataWorks (ops flows).incident_security_workflow_approval_steps_required_for_destructive_actions,alicloud.DataWorks (ops flows).incident_security_workflow_approval_steps_required_for_destructive_actions,no_match,DataWorks (ops flows),⚠️ Needs Review
alicloud.DataWorks (ops flows).incident_security_workflow_integrations_least_privilege,alicloud.DataWorks (ops flows).incident_security_workflow_integrations_least_privilege,no_match,DataWorks (ops flows),⚠️ Needs Review
alicloud.CloudMonitor Alerts.incident_security_notification_destinations_configured,alicloud.CloudMonitor Alerts.incident_security_notification_destinations_configured,no_match,CloudMonitor Alerts,⚠️ Needs Review
alicloud.CloudMonitor Alerts.incident_security_notification_endpoints_authenticated,alicloud.CloudMonitor Alerts.incident_security_notification_endpoints_authenticated,no_match,CloudMonitor Alerts,⚠️ Needs Review
alicloud.CloudMonitor Alerts.incident_security_notification_no_public_webhooks,alicloud.CloudMonitor Alerts.incident_security_notification_no_public_webhooks,no_match,CloudMonitor Alerts,⚠️ Needs Review
alicloud.CloudMonitor Alerts.incident_security_notification_message_encryption_in_transit,alicloud.CloudMonitor Alerts.incident_security_notification_message_encryption_in_transit,no_match,CloudMonitor Alerts,⚠️ Needs Review
alicloud.Message Center.incident_security_notification_destinations_configured,alicloud.Message Center.incident_security_notification_destinations_configured,no_match,Message Center,⚠️ Needs Review
alicloud.Message Center.incident_security_notification_endpoints_authenticated,alicloud.Message Center.incident_security_notification_endpoints_authenticated,no_match,Message Center,⚠️ Needs Review
alicloud.Message Center.incident_security_notification_no_public_webhooks,alicloud.Message Center.incident_security_notification_no_public_webhooks,no_match,Message Center,⚠️ Needs Review
alicloud.Message Center.incident_security_notification_message_encryption_in_transit,alicloud.Message Center.incident_security_notification_message_encryption_in_transit,no_match,Message Center,⚠️ Needs Review
alicloud.DingTalk Webhooks.incident_security_notification_destinations_configured,alicloud.DingTalk Webhooks.incident_security_notification_destinations_configured,no_match,DingTalk Webhooks,⚠️ Needs Review
alicloud.DingTalk Webhooks.incident_security_notification_endpoints_authenticated,alicloud.DingTalk Webhooks.incident_security_notification_endpoints_authenticated,no_match,DingTalk Webhooks,⚠️ Needs Review
alicloud.DingTalk Webhooks.incident_security_notification_no_public_webhooks,alicloud.DingTalk Webhooks.incident_security_notification_no_public_webhooks,no_match,DingTalk Webhooks,⚠️ Needs Review
alicloud.DingTalk Webhooks.incident_security_notification_message_encryption_in_transit,alicloud.DingTalk Webhooks.incident_security_notification_message_encryption_in_transit,no_match,DingTalk Webhooks,⚠️ Needs Review
alicloud.CloudMonitor Alert Escalation.incident_security_escalation_policy_exists_for_critical_severity,alicloud.CloudMonitor Alert Escalation.incident_security_escalation_policy_exists_for_critical_severity,no_match,CloudMonitor Alert Escalation,⚠️ Needs Review
alicloud.CloudMonitor Alert Escalation.incident_security_escalation_oncall_contacts_verified,alicloud.CloudMonitor Alert Escalation.incident_security_escalation_oncall_contacts_verified,no_match,CloudMonitor Alert Escalation,⚠️ Needs Review
alicloud.CloudMonitor Alert Escalation.incident_security_escalation_change_audit_logging_enabled,alicloud.CloudMonitor Alert Escalation.incident_security_escalation_change_audit_logging_enabled,no_match,CloudMonitor Alert Escalation,⚠️ Needs Review
alicloud.Message Center.incident_security_escalation_policy_exists_for_critical_severity,alicloud.Message Center.incident_security_escalation_policy_exists_for_critical_severity,no_match,Message Center,⚠️ Needs Review
alicloud.Message Center.incident_security_escalation_oncall_contacts_verified,alicloud.Message Center.incident_security_escalation_oncall_contacts_verified,no_match,Message Center,⚠️ Needs Review
alicloud.Message Center.incident_security_escalation_change_audit_logging_enabled,alicloud.Message Center.incident_security_escalation_change_audit_logging_enabled,no_match,Message Center,⚠️ Needs Review
alicloud.Security Center (Response).incident_security_response_storage_encrypted_and_private,alicloud.Security Center (Response).incident_security_response_storage_encrypted_and_private,no_match,Security Center (Response),⚠️ Needs Review
alicloud.Security Center (Response).incident_security_response_access_rbac_least_privilege,alicloud.Security Center (Response).incident_security_response_access_rbac_least_privilege,no_match,Security Center (Response),⚠️ Needs Review
alicloud.Security Center (Response).incident_security_response_versioning_and_immutability_enabled,alicloud.Security Center (Response).incident_security_response_versioning_and_immutability_enabled,no_match,Security Center (Response),⚠️ Needs Review
alicloud.WAF/CFW Policy Actions.incident_security_response_storage_encrypted_and_private,alicloud.WAF/CFW Policy Actions.incident_security_response_storage_encrypted_and_private,no_match,WAF/CFW Policy Actions,⚠️ Needs Review
alicloud.WAF/CFW Policy Actions.incident_security_response_access_rbac_least_privilege,alicloud.WAF/CFW Policy Actions.incident_security_response_access_rbac_least_privilege,no_match,WAF/CFW Policy Actions,⚠️ Needs Review
alicloud.WAF/CFW Policy Actions.incident_security_response_versioning_and_immutability_enabled,alicloud.WAF/CFW Policy Actions.incident_security_response_versioning_and_immutability_enabled,no_match,WAF/CFW Policy Actions,⚠️ Needs Review
alicloud.SLS Logstore.logging_security_store_encryption_at_rest_cmek,alicloud.SLS Logstore.logging_security_store_encryption_at_rest_cmek,no_match,SLS Logstore,⚠️ Needs Review
alicloud.SLS Logstore.logging_security_store_access_rbac_least_privilege,alicloud.SLS Logstore.logging_security_store_access_rbac_least_privilege,no_match,SLS Logstore,⚠️ Needs Review
alicloud.SLS Logstore.logging_security_store_retention_days_minimum,alicloud.SLS Logstore.logging_security_store_retention_days_minimum,no_match,SLS Logstore,⚠️ Needs Review
alicloud.SLS Logstore.logging_security_store_immutability_or_object_lock_where_supported,alicloud.SLS Logstore.logging_security_store_immutability_or_object_lock_where_supported,no_match,SLS Logstore,⚠️ Needs Review
alicloud.SLS Export/Ship to OSS/SIEM.logging_security_sink_destination_encrypted,alicloud.SLS Export/Ship to OSS/SIEM.logging_security_sink_destination_encrypted,no_match,SLS Export/Ship to OSS/SIEM,⚠️ Needs Review
alicloud.SLS Export/Ship to OSS/SIEM.logging_security_sink_destination_least_privilege,alicloud.SLS Export/Ship to OSS/SIEM.logging_security_sink_destination_least_privilege,no_match,SLS Export/Ship to OSS/SIEM,⚠️ Needs Review
alicloud.SLS Export/Ship to OSS/SIEM.logging_security_sink_cross_account_destinations_restricted,alicloud.SLS Export/Ship to OSS/SIEM.logging_security_sink_cross_account_destinations_restricted,no_match,SLS Export/Ship to OSS/SIEM,⚠️ Needs Review
alicloud.SLS Logstore/Shard.logging_security_stream_encryption_at_rest_enabled,alicloud.SLS Logstore/Shard.logging_security_stream_encryption_at_rest_enabled,no_match,SLS Logstore/Shard,⚠️ Needs Review
alicloud.SLS Logstore/Shard.logging_security_stream_ingestion_auth_required,alicloud.SLS Logstore/Shard.logging_security_stream_ingestion_auth_required,no_match,SLS Logstore/Shard,⚠️ Needs Review
alicloud.SLS Logstore/Shard.logging_security_stream_retention_days_minimum,alicloud.SLS Logstore/Shard.logging_security_stream_retention_days_minimum,no_match,SLS Logstore/Shard,⚠️ Needs Review
alicloud.SLS Logtail Metric/Alert.logging_security_metric_filter_console_root_login_detected_filter_present,alicloud.SLS Logtail Metric/Alert.logging_security_metric_filter_console_root_login_detected_filter_present,no_match,SLS Logtail Metric/Alert,⚠️ Needs Review
alicloud.SLS Logtail Metric/Alert.logging_security_metric_filter_iam_policy_change_detected_filter_present,alicloud.SLS Logtail Metric/Alert.logging_security_metric_filter_iam_policy_change_detected_filter_present,no_match,SLS Logtail Metric/Alert,⚠️ Needs Review
alicloud.SLS Logtail Metric/Alert.logging_security_metric_filter_kms_key_deletion_or_disable_detected_filter_present,alicloud.SLS Logtail Metric/Alert.logging_security_metric_filter_kms_key_deletion_or_disable_detected_filter_present,no_match,SLS Logtail Metric/Alert,⚠️ Needs Review
alicloud.SLS Logtail Metric/Alert.logging_security_metric_filter_network_acl_or_sg_change_detected_filter_present,alicloud.SLS Logtail Metric/Alert.logging_security_metric_filter_network_acl_or_sg_change_detected_filter_present,no_match,SLS Logtail Metric/Alert,⚠️ Needs Review
alicloud.CMS Custom Metric.logging_security_metric_filter_console_root_login_detected_filter_present,alicloud.CMS Custom Metric.logging_security_metric_filter_console_root_login_detected_filter_present,no_match,CMS Custom Metric,⚠️ Needs Review
alicloud.CMS Custom Metric.logging_security_metric_filter_iam_policy_change_detected_filter_present,alicloud.CMS Custom Metric.logging_security_metric_filter_iam_policy_change_detected_filter_present,no_match,CMS Custom Metric,⚠️ Needs Review
alicloud.CMS Custom Metric.logging_security_metric_filter_kms_key_deletion_or_disable_detected_filter_present,alicloud.CMS Custom Metric.logging_security_metric_filter_kms_key_deletion_or_disable_detected_filter_present,no_match,CMS Custom Metric,⚠️ Needs Review
alicloud.CMS Custom Metric.logging_security_metric_filter_network_acl_or_sg_change_detected_filter_present,alicloud.CMS Custom Metric.logging_security_metric_filter_network_acl_or_sg_change_detected_filter_present,no_match,CMS Custom Metric,⚠️ Needs Review
alicloud.SLS Saved Search/SQL.logging_security_query_definition_storage_encrypted,alicloud.SLS Saved Search/SQL.logging_security_query_definition_storage_encrypted,no_match,SLS Saved Search/SQL,⚠️ Needs Review
alicloud.SLS Saved Search/SQL.logging_security_query_definition_access_rbac_least_privilege,alicloud.SLS Saved Search/SQL.logging_security_query_definition_access_rbac_least_privilege,no_match,SLS Saved Search/SQL,⚠️ Needs Review
alicloud.Log Service (SLS) Project/Store.logging_security_destination_endpoint_private_networking,alicloud.Log Service (SLS) Project/Store.logging_security_destination_endpoint_private_networking,no_match,Log Service (SLS) Project/Store,⚠️ Needs Review
alicloud.Log Service (SLS) Project/Store.logging_security_destination_tls_min_1_2_enforced,alicloud.Log Service (SLS) Project/Store.logging_security_destination_tls_min_1_2_enforced,no_match,Log Service (SLS) Project/Store,⚠️ Needs Review
alicloud.Log Service (SLS) Project/Store.logging_security_destination_iam_policy_least_privilege,alicloud.Log Service (SLS) Project/Store.logging_security_destination_iam_policy_least_privilege,no_match,Log Service (SLS) Project/Store,⚠️ Needs Review
alicloud.OSS.logging_security_destination_endpoint_private_networking,alicloud.OSS.logging_security_destination_endpoint_private_networking,no_match,OSS,⚠️ Needs Review
alicloud.OSS.logging_security_destination_tls_min_1_2_enforced,alicloud.OSS.logging_security_destination_tls_min_1_2_enforced,no_match,OSS,⚠️ Needs Review
alicloud.OSS.logging_security_destination_iam_policy_least_privilege,alicloud.OSS.logging_security_destination_iam_policy_least_privilege,no_match,OSS,⚠️ Needs Review
alicloud.PAI-EAS Endpoint.machine_learning_security_endpoint_authn_required,alicloud.PAI-EAS Endpoint.machine_learning_security_endpoint_authn_required,no_match,PAI-EAS Endpoint,⚠️ Needs Review
alicloud.PAI-EAS Endpoint.machine_learning_security_endpoint_authz_policies_enforced,alicloud.PAI-EAS Endpoint.machine_learning_security_endpoint_authz_policies_enforced,no_match,PAI-EAS Endpoint,⚠️ Needs Review
alicloud.PAI-EAS Endpoint.machine_learning_security_endpoint_private_networking_enforced,alicloud.PAI-EAS Endpoint.machine_learning_security_endpoint_private_networking_enforced,no_match,PAI-EAS Endpoint,⚠️ Needs Review
alicloud.PAI-EAS Endpoint.machine_learning_security_endpoint_kms_encryption_enabled,alicloud.PAI-EAS Endpoint.machine_learning_security_endpoint_kms_encryption_enabled,no_match,PAI-EAS Endpoint,⚠️ Needs Review
alicloud.PAI-EAS Endpoint.machine_learning_security_endpoint_logging_enabled,alicloud.PAI-EAS Endpoint.machine_learning_security_endpoint_logging_enabled,no_match,PAI-EAS Endpoint,⚠️ Needs Review
alicloud.PAI-EAS Endpoint Config.machine_learning_security_endpoint_config_data_capture_bucket_encrypted_private,alicloud.PAI-EAS Endpoint Config.machine_learning_security_endpoint_config_data_capture_bucket_encrypted_private,no_match,PAI-EAS Endpoint Config,⚠️ Needs Review
