rule_id,current_service,suggested_service,resource,domain,reason,confidence,status,normalized_rule_id,transformation,status_update,azure_expert_corrected,correction_reason
azure.active.directory_group.identity_access_rbac_group_external_sharing_restricted_where_supported,active,aad,directory_group,identity_and_access_management,resource contains 'directory',high,PENDING_REVIEW,azure.aad.group.access_rbac_group_external_sharing_restricted_where_supported,active → aad,NORMALIZED,NO,
azure.active.directory_tenant.identity_access_tenant_console_mfa_required_org_wide,active,aad,directory_tenant,identity_and_access_management,resource contains 'directory',high,PENDING_REVIEW,azure.aad.directory_tenant.access_tenant_console_mfa_required_org_wide,active → aad,NORMALIZED,NO,
azure.active.directory_tenant.identity_access_tenant_api_access_keys_root_or_owner_disallowed,active,aad,directory_tenant,identity_and_access_management,resource contains 'directory',high,PENDING_REVIEW,azure.aad.directory_tenant.access_tenant_api_access_keys_root_or_owner_disallowed,active → aad,NORMALIZED,NO,
azure.active.directory_tenant.identity_access_tenant_sso_federation_configured_where_supported,active,aad,directory_tenant,identity_and_access_management,resource contains 'directory',high,PENDING_REVIEW,azure.aad.directory_tenant.access_tenant_sso_federation_where_supported,active → aad,NORMALIZED,NO,
azure.active.directory_group.identity_access_rbac_group_attached_policies_not_admin_star,active,aad,directory_group,identity_and_access_management,resource contains 'directory',high,PENDING_REVIEW,azure.aad.group.access_rbac_group_attached_policies_not_admin_star,active → aad,NORMALIZED,NO,
azure.active.directory_tenant.identity_access_password_policy_lockout_threshold_defined,active,aad,directory_tenant,identity_and_access_management,resource contains 'directory',high,PENDING_REVIEW,azure.aad.directory_tenant.access_password_policy_lockout_threshold_defined,active → aad,NORMALIZED,NO,
azure.active.directory_group.identity_access_rbac_group_no_inline_policies,active,aad,directory_group,identity_and_access_management,resource contains 'directory',high,PENDING_REVIEW,azure.aad.group.access_rbac_group_no_inline_policies,active → aad,NORMALIZED,NO,
azure.active.directory_tenant.identity_access_tenant_inuser_disable_threshold_configured,active,aad,directory_tenant,identity_and_access_management,resource contains 'directory',high,PENDING_REVIEW,azure.aad.directory_tenant.access_tenant_inuser_disable_threshold,active → aad,NORMALIZED,NO,
azure.active.directory_tenant.identity_access_password_policy_max_age_90_days_or_less,active,aad,directory_tenant,identity_and_access_management,resource contains 'directory',high,PENDING_REVIEW,azure.aad.directory_tenant.access_password_policy_max_age_90_days_or_less,active → aad,NORMALIZED,NO,
azure.active.directory_app_registration.identity_access_oidc_issuer_https_and_matches_discovery,active,aad,directory_app_registration,identity_and_access_management,resource contains 'directory',high,PENDING_REVIEW,azure.aad.app_registration.access_oidc_issuer_https_and_matches_discovery,active → aad,NORMALIZED,NO,
azure.active.directory_user.identity_access_user_mfa_required,active,aad,directory_user,identity_and_access_management,resource contains 'directory',high,PENDING_REVIEW,azure.aad.user.access_user_mfa_required,active → aad,NORMALIZED,NO,
azure.active.directory_app_registration.identity_access_oidc_thumbprints_or_jwks_pinning_configured,active,aad,directory_app_registration,identity_and_access_management,resource contains 'directory',high,PENDING_REVIEW,azure.aad.app_registration.access_oidc_thumbprints_or_jwks_pinning,active → aad,NORMALIZED,NO,
azure.managed.identity_service_principal.identity_access_service_account_keys_not_used_or_rotated_90_days_or_less,managed,aad,identity_service_principal,identity_and_access_management,rule_id contains 'identity_access',high,PENDING_REVIEW,azure.aad.identity_service_principal.access_service_account_keys_not_used_or_rotated_90_days_or_less,managed → aad,NORMALIZED,NO,
azure.managed.identity_user_assigned_identity.identity_access_instance_profile_role_attached,managed,aad,identity_user_assigned_identity,identity_and_access_management,rule_id contains 'identity_access',high,PENDING_REVIEW,azure.aad.identity_user_assigned_identity.access_instance_profile_role_attached,managed → aad,NORMALIZED,NO,
azure.managed.identity_user_assigned_identity.identity_access_instance_profile_role_policies_least_privilege,managed,aad,identity_user_assigned_identity,identity_and_access_management,rule_id contains 'identity_access',high,PENDING_REVIEW,azure.aad.identity_user_assigned_identity.access_instance_profile_role_policies_least_privilege,managed → aad,NORMALIZED,NO,
azure.managed.identity_user_assigned_identity.identity_access_instance_profile_no_instance_profile_with_admin_star,managed,aad,identity_user_assigned_identity,identity_and_access_management,rule_id contains 'identity_access',high,PENDING_REVIEW,azure.aad.identity_user_assigned_identity.access_instance_profile_no_instance_profile_with_admin_star,managed → aad,NORMALIZED,NO,
azure.managed.identity_service_principal.identity_access_service_account_no_user_long_lived_keys,managed,aad,identity_service_principal,identity_and_access_management,rule_id contains 'identity_access',high,PENDING_REVIEW,azure.aad.identity_service_principal.access_service_account_no_user_long_lived_keys,managed → aad,NORMALIZED,NO,
azure.managed.lustre.filesystem.customer.managed.key.enabled,managed,security,lustre,data_protection_and_privacy,scope contains 'security',high,PENDING_REVIEW,azure.aad.lustre.filesystem_customer_managed_key_enabled,managed → aad,NORMALIZED,NO,
azure.managed.identity_service_principal.identity_access_service_account_workload_identity_federation_used_where_supported,managed,aad,identity_service_principal,identity_and_access_management,rule_id contains 'identity_access',high,PENDING_REVIEW,azure.aad.identity_service_principal.access_service_account_workload_identity_federation_used_where_supported,managed → aad,NORMALIZED,NO,
azure.managed.identity_service_principal.identity_access_service_account_scopes_or_roles_least_privilege,managed,aad,identity_service_principal,identity_and_access_management,rule_id contains 'identity_access',high,PENDING_REVIEW,azure.aad.identity_service_principal.access_service_account_scopes_or_roles_least_privilege,managed → aad,NORMALIZED,NO,
