unique_compliance_id,framework,framework_version,control_id,section,title,description,automation_type,severity,source_file,aws_checks,aws_ciem_checks,azure_checks,azure_ciem_checks,gcp_checks,gcp_ciem_checks,oracle_checks,oracle_ciem_checks,ibm_checks,ibm_ciem_checks,alicloud_checks,alicloud_ciem_checks,k8s_checks,k8s_ciem_checks,has_any_mapped_rule,automated_without_rule
nist_800_53_rev5_AC_4_18,NIST_800_53,rev5,AC-4(18),,Information Flow Enforcement - Information flow enforcement | security attribute binding [withdrawn,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
nist_800_53_rev5_AC_4_19,NIST_800_53,rev5,AC-4(19),,Information Flow Enforcement - Information flow enforcement | validation of metadata when transferring informat,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
nist_800_53_rev5_AC_4_2,NIST_800_53,rev5,AC-4(2),,Information Flow Enforcement - Information flow enforcement | processing domains use protected processing domai,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
nist_800_53_rev5_AC_4_20,NIST_800_53,rev5,AC-4(20),,Information Flow Enforcement - Information flow enforcement | approved solutions employ [ assignment,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
nist_800_53_rev5_AC_4_21,NIST_800_53,rev5,AC-4(21),,Information Flow Enforcement - Information flow enforcement | physical or logical separation of information flo,,automated,CRITICAL,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.restapi.waf_enabled+aws.ec2.ebs.public_snapshot_configured+aws.ec2.instance.no_public_ip_configured+aws.elbv2.wafaclattached.waf_acl_enabled+aws.emr.cluster.master_nodes_no_public_ip_configured+aws.lambda.function.not_publicly_accessible_configured+aws.lambda.function.url_public_configured+aws.rds.instance.no_public_access_configured+aws.rds.snapshots.public_access_configured+aws.redshift.cluster.public_access_configured,,azure.api.management_restapi_waf_acl_attached:az.api_management_monitoring.api_security_monitoring_api_access_logging_enabled+azure.compute.disk.snapshots_not_public+azure.compute.virtual_machine.vm_no_public_ip_assigned+azure.loadbalancer.v2.waf.acl.attached+azure.hdinsight.cluster.master_nodes_no_public_ip+azure.function.app.function_url_authentication+azure.functions.app.url_public+azure.sql.database.no_public_access+azure.sql.database.snapshots_public_access+azure.synapse.cluster.public_access,,gcp.apigateway.api.api_endpoint_waf_attached+gcp.compute.disk.disk_snapshots_not_public+gcp.compute.instance.instance_no_public_ip_unless_required+gcp.compute.url_map.lb_waf_attached_where_supported+gcp.dataproc.cluster.cluster_private_networking_enforced+gcp.data_access.public_object_access+gcp.sql.instance.instance_public_access_disabled+gcp.sql.database_instance.db_public_access_disabled+gcp.bigquery.audit.public_query+gcp.cloudfunctions.function.not_publicly_accessible_enforced,,oci.apigateway.gateway.gateway_restapi_waf_acl_attached+oci.compute.ebs.public_snapshot+oci.compute.instance.instance_no_public_ip+oci.load_balancer.load_balancer.balancer_waf_acl_attached+oci.bds.bds_instance.cluster_master_nodes_no_public_ip+oci.functions.application.function_public_access_blocked+oci.functions.application.function_restrict_public_access+oci.functions.application.function_url_public+oci.database.instance.no_public_access+oci.database.autonomous_database.snapshots_public_access+oci.database.autonomous_database.dw_cluster_public_access,,ibm.vpc.instance.no_public_ip_address+ibm.object_storage.bucket.no_public_access+ibm.databases.deployment.private_endpoint_only+ibm.databases.deployment.ip_allowlist_configured+ibm.containers.cluster.public_endpoint_disabled+ibm.api.connect.restapi_waf_acl_attached_configured+ibm.vsi.block_storage.public_snapshot_enabled+ibm.load.balancer.waf_acl_attached_configured+ibm.functions.function.not_publicly_accessible_enforced,,alicloud.api.gateway.restapi_waf_acl_attached+alicloud.ecs.ebs.public_snapshot+alicloud.ecs.instance.no_public_ip_assigned+alicloud.alb.waf.acl_attached+alicloud.emr.cluster.master_nodes_public_ip_disabled+alicloud.fc.compute.function_not_publicly_accessible+alicloud.fc.compute.function_url_public+alicloud.apsaradb.rds_instance.instance_public_access_disabled+alicloud.analyticdb.cluster.public_access,,,,yes,no
nist_800_53_rev5_AC_4_22,NIST_800_53,rev5,AC-4(22),,Information Flow Enforcement - Information flow enforcement | access only provide access from a single device t,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
nist_800_53_rev5_AC_4_23,NIST_800_53,rev5,AC-4(23),,Information Flow Enforcement - Information flow enforcement | modify non - releasable information when transfer,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
nist_800_53_rev5_AC_4_24,NIST_800_53,rev5,AC-4(24),,Information Flow Enforcement - Information flow enforcement | internal normalized format when transferring info,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
nist_800_53_rev5_AC_4_25,NIST_800_53,rev5,AC-4(25),,Information Flow Enforcement - Information flow enforcement | data sanitization when transferring information b,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
nist_800_53_rev5_AC_4_26,NIST_800_53,rev5,AC-4(26),,Information Flow Enforcement - Information flow enforcement | audit filtering actions when transferring informa,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.resource.restapi_logging_enabled+aws.cloudtrail.multi.trail_cloudtrail_region_enabled+aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_read_enabled+aws.cloudtrail.resource.trail_cloudtrail_s3_dataevents_write_enabled+aws.cloudtrail.cloudwatch.logging_enabled+aws.elbv2.resource.logging_enabled+aws.elb.resource.logging_enabled+aws.rds.instance.integration_cloudwatch_logs_configured+aws.redshift.cluster.audit_logging_configured+aws.s3.bucket.server_access_logging_enabled,,azure.api.management_monitoring.monitoring_api_access_logging_enabled+azure.monitor.log.multi_region_enabled+azure.storage.s3.dataevents.read.enabled+azure.storage.s3.dataevents.write.enabled+azure.monitor.resource.logging.enabled.check+azure.network.load_balancer.lb_access_logs_enabled+azure.synapse.cluster.audit_logging+azure.storage.account.data_protection_bucket_access_logging_enabled,,gcp.apigateway.api_config.stage_logging_enabled+gcp.bigquery.dataset.cluster_audit_logging_enabled+gcp.storage.bucket.bucket_access_logging_enabled+gcp.logging.sink.destination_and_filter+gcp.loadbalancing.logging_enabled,,oci.apigateway.gateway.gateway_restapi_logging_enabled+oci.apigateway.gateway.restapi_logging_enabled+oci.audit.configuration.multi_region_enabled+oci.audit.configuration.s3_dataevents_read_enabled+oci.audit.configuration.s3_dataevents_write_enabled+oci.audit.configuration.cloudwatch_logging_enabled+oci.load_balancer.balancer.logging_enabled+oci.database.autonomous_database.instance_integration_cloudwatch_logs+oci.database.autonomous_database.dw_cluster_audit_logging+oci.object_storage.bucket.storage_bucket_server_access_logging_enabled,,ibm.logging.activity.activity_tracker_delete+ibm.vpc.load_balancer.logging_enabled+ibm.containers.cluster.logging_configured+ibm.api.connect.restapi_logging_enabled+ibm.activity_tracker.multi_region_enabled+ibm.activity_tracker.cos_dataevents_read_enabled+ibm.activity_tracker.cos_dataevents_write_enabled+ibm.cos.bucket.server_access_logging_enabled,,alicloud.api.gateway.restapi_logging_enabled+alicloud.actiontrail.multi.region_enabled+alicloud.actiontrail.s3.dataevents_read_enabled+alicloud.actiontrail.s3.dataevents_write_enabled+alicloud.actiontrail.cloudwatch.logging_enabled+alicloud.alb.logging.enabled+alicloud.analyticdb.cluster.audit_logging+alicloud.actiontrail.oss_bucket_access_logging_enabled.configured,,,,yes,no
nist_800_53_rev5_AC_4_27,NIST_800_53,rev5,AC-4(27),,Information Flow Enforcement - Information flow enforcement | redundant / independent filtering mechanisms when,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
nist_800_53_rev5_AC_4_28,NIST_800_53,rev5,AC-4(28),,Information Flow Enforcement - Information flow enforcement | linear filter pipelines when transferring informa,,automated,CRITICAL,nist_complaince_agent/NIST_controls_with_checks.csv,aws.ec2.instance.imdsv2_enabled+aws.iam.password.policy_minimum_length_14_configured+aws.iam.policy.attached_only_to_group_or_roles_configured+aws.iam.aws.attached_policy_no_administrative_privileges_configured+aws.iam.customer.attached_policy_no_administrative_privileges_configured+aws.iam.inline.policy_no_administrative_privileges_configured+aws.iam.resource.root_hardware_mfa_enabled+aws.iam.resource.root_mfa_enabled+aws.iam.no.root_access_key_configured+aws.iam.rotate.access_key_90_days_configured,,azure.aad.directory_tenant.access_password_policy_min_length_14+azure.aad.group.access_group_attached_policies_not_admin_star+azure.entra.user.with_vm_access_has_mfa:az.active_directory_user.identity_access_security_user_mfa_required+azure.aad.directory_tenant.access_tenant_break_glass_accounts_mfa_enforced+azure.aad.directory_tenant.access_tenant_api_access_keys_root_or_owner_disallowed+azure.aad.directory_tenant.access_password_policy_max_age_90_days_or_less,,gcp.compute.instance.vm_imds_hardened+gcp.resourcemanager.organization.password_policy_min_length_14+gcp.iam.group.rbac_group_attached_policies_not_admin_star+gcp.iam.policy.rbac_policy_no_action_star_on_resource_star+gcp.iam.role.role_no_inline_policies+gcp.identityplatform.audit.mfa_disabled+gcp.cloudidentity.user.user_mfa_required+gcp.iam.activity.create_service_account_key+gcp.iam.audit.service_account_key_create+gcp.iam.service_account.service_account_keys_not_used_or_rotated_90_days_or_less,,oci.compute.instance.instance_imdsv2_enabled+oci.identity.user.password_policy_minimum_length_14+oci.identity.user.policy_attached_only_to_group_or_roles+oci.identity.user.aws_attached_policy_no_administrative_privileges+oci.identity.user.customer_attached_policy_no_administrative_privileges+oci.identity.user.inline_policy_no_administrative_privileges+oci.identity.user.root_hardware_mfa_enabled+oci.identity.user.root_mfa_enabled+oci.identity.user.root_access_key_blocked+oci.identity.user.rotate_access_key_90_days,,ibm.vpc.instance.metadata_service_disabled+ibm.iam_access_groups.access_group.no_orphaned_group+ibm.iam_policy_management.policy.no_wildcard_actions+ibm.iam_identity.account.mfa_enabled+ibm.iam.account.password_policy.minimum_length+ibm.iam.sa.no_administrative_privileges_enforced+ibm.iam.no.root_access_key_configured+ibm.iam.rotate.access_key_90_days_configured,,alicloud.ecs.instance.imdsv2_mandatory+alicloud.api.function.access_keys_configured+alicloud.apikeys.key.rotated_in_90_days+alicloud.ram.password.policy_minimum_length_check+alicloud.ram.policy.attached_only_to_group_or_roles_configured+alicloud.ram.policy.overly_permissive_configured+alicloud.ram.root.hardware_mfa_enabled,,,,yes,no
nist_800_53_rev5_AC_4_29,NIST_800_53,rev5,AC-4(29),,Information Flow Enforcement - Information flow enforcement | filter orchestration engines when transferring in,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
nist_800_53_rev5_AC_4_3,NIST_800_53,rev5,AC-4(3),,Information Flow Enforcement - Information flow enforcement | dynamic information flow control enforce [ assign,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
nist_800_53_rev5_AC_4_30,NIST_800_53,rev5,AC-4(30),,Information Flow Enforcement - Information flow enforcement | filter mechanisms using multiple processes when t,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
nist_800_53_rev5_AC_4_31,NIST_800_53,rev5,AC-4(31),,Information Flow Enforcement - Information flow enforcement | failed content transfer prevention when transferr,,automated,HIGH,nist_complaince_agent/NIST_controls_with_checks.csv,aws.apigateway.certificate.certificate_enabled+aws.elb.ssllisteners.ssl_listeners_configured+aws.opensearch.service.domains_node_to_node_encryption_enabled+aws.s3.bucket.secure_transport_policy_configured,,azure.network.load_balancer.lb_listener_tls_min_1_2+azure.search.service.domains_node_to_node_encryption_enabled+azure.storage.account.secure_transport_policy+azure.apimanagement.api.client_certificate_enabled,,gcp.apigateway.api.api_endpoint_authn_required+gcp.certificatemanager.certificate.certificates_expiration_check_gcp_load_balancing_s_protocols+gcp.storage.policy.bucket_policy_deny_insecure_transport,,oci.apigateway.gateway.gateway_restapi_client_certificate_enabled+oci.apigateway.gateway.restapi_client_certificate_enabled+oci.load_balancer.load_balancer.balancer_ssl_listeners+oci.object_storage.bucket.storage_bucket_secure_transport_policy+oci.opensearch.service.domains_node_to_node_encryption_enabled,,ibm.vpc.load_balancer.https_listener_enabled+ibm.api.connect.restapi_client_certificate_enabled+ibm.cloud_databases.service.domains_node_to_node_encryption_enabled+ibm.cos.bucket.tls_policy_configured,,alicloud.api.gateway.restapi_client_certificate_enabled+alicloud.alb.ssl.listeners+alicloud.elasticsearch.service.domains_node_to_node_encryption_enabled+alicloud.oss.bucket.https_required,,,,yes,no
