rule_id,current_var,proposed_var,changed
alicloud.config.recorder.delivery_channel_secure_destination_configured,id exists ,logging_enabled equals true,YES
alicloud.config.recorder_enabled_in_all_regions.configured,logging_enabled equals true,logging_enabled equals true,no
alicloud.config.remediation.config_remediation_auto_remediation_enabled_for_high,id exists ,status equals Active,YES
alicloud.config.rule.config_rule_remediation_targets_bound,id exists ,status equals Active,YES
alicloud.config.rule.config_rule_required_rules_present,id exists ,status equals Active,YES
alicloud.config.rule.config_rule_rules_enabled,logging_enabled equals true,status equals Active,YES
alicloud.config.workload.no_high_or_medium_risks,id exists ,status equals Active,YES
alicloud.artifacts.container.analysis_enabled,id exists ,status equals Active,YES
alicloud.cr.container.vulnerability_scanning_enabled,id exists ,status equals Active,YES
alicloud.cr.image.critical_vulnerabilities_blocked,id exists ,status equals Active,YES
alicloud.cr.image.vulnerability_scan_on_push,id exists ,status equals Active,YES
alicloud.cr.instance.access_policy_and_network_restriction_audit,id exists ,permissions not_contains *,YES
alicloud.cr.not.publicly_accessible,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.cr.packages.external_public_publishing_disabled,id exists ,internet_facing not_equals true,YES
alicloud.cr.replication_rule.registry_replication_cross_region_encrypted,encrypted equals true,encrypted equals true,no
alicloud.cr.replication_rule.registry_replication_destinations_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.cr.repo_policy.registry_policy_no_public_pull_push,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains,no
alicloud.cr.repo_policy.registry_policy_no_wildcard_admin,permissions not_contains *,permissions not_contains *,no
alicloud.cr.repository.not_publicly_accessible,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.cr.repository.registry_image_scanning_enabled,id exists ,status equals Active,YES
alicloud.cr.repository.registry_immutable_tags_or_signing_enforced,versioning_enabled equals true,versioning_enabled equals true,no
alicloud.cr.repository.registry_repo_private_or_access_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.cr.repository.scanning_enabled,id exists ,status equals Active,YES
alicloud.cr.uses.private_link,id exists ,internet_facing not_equals true,YES
alicloud.ddos.advanced.protection_in_internet_facing_load_balancers,id exists ,status equals Active,YES
alicloud.ddos.log.collection_status,logging_enabled equals true,logging_enabled equals true,no
alicloud.dedicated.host.dedicated_host_host_sharing_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.data.lake_formation_catalog.catalog_audit_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.data.lake_formation_catalog.catalog_cross_account_sharing_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.data.lake_formation_catalog.catalog_metadata_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.data.lake_formation_catalog.catalog_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.ai.data_pipeline_access_controls_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.ai.data_pipeline_private_networking_enforced,id exists ,internet_facing not_equals true,YES
alicloud.dataworks.ai_services.monitoring_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.ai_services.role_least_privileged,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.connection.credentials_in_secrets_manager,id exists ,permissions not_contains *,YES
alicloud.dataworks.connection.private_networking_enforced,id exists ,internet_facing not_equals true,YES
alicloud.dataworks.connection.role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.connection.tls_required,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.dataworks.connections.connection_credentials_in_secrets_manager,encrypted equals true,encrypted equals true,no
alicloud.dataworks.connections.connection_private_networking_enforced,id exists ,internet_facing not_equals true,YES
alicloud.dataworks.connections.connection_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.connections.connection_tls_required,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.dataworks.data.catalogs_connection_passwords_encryption_enabled,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,no
alicloud.dataworks.data.catalogs_metadata_encryption_enabled,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,no
alicloud.dataworks.data.catalogs_not_publicly_accessible,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.dataworks.data_classification.classifier_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.data_classification.classifier_source_trusted,id exists ,permissions not_contains *,YES
alicloud.dataworks.data_integration.crawler_logs_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.data_integration.crawler_network_private_only,id exists ,internet_facing not_equals true,YES
alicloud.dataworks.data_integration.crawler_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.data_integration.crawler_scope_restricted_to_allowlist,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.data_quality.logs_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.data_quality.output_location_private_and_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.data_quality.role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.database.cross_account_sharing_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.database.encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.database.pii_detection_enabled,id exists ,status equals Active,YES
alicloud.dataworks.database.policy_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.datamap.catalog_audit_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.datamap.catalog_cross_account_sharing_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.datamap.catalog_metadata_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.dataworks.datamap.catalog_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.datamap.catalog_store_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.datamap_catalog.catalog_audit_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.datamap_catalog.catalog_cross_account_sharing_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.datamap_catalog.catalog_metadata_encryption_enabled,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,no
alicloud.dataworks.datamap_catalog.catalog_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.datamap_data.catalog_change_audit_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.datamap_data.catalog_cross_account_sharing_review_required,id exists ,permissions not_contains *,YES
alicloud.dataworks.datamap_data.catalog_update_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.development.endpoints_cloudmonitor_logs_encryption_enabled,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,no
alicloud.dataworks.development.endpoints_job_bookmark_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.dataworks.development.endpoints_oss_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.dataworks.development_environment.dev_endpoint_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.development_environment.dev_endpoint_no_public_access,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.dataworks.development_environment.dev_endpoint_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.dqc.data_quality_logs_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.dqc.data_quality_output_location_private_and_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.dqc.data_quality_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.dqc_data.quality_jobs_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.dqc_data.quality_logs_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.dqc_data.quality_outputs_encrypted_and_private,encrypted equals true,encrypted equals true,no
alicloud.dataworks.dqc_expression.rule_parameters_no_plaintext_secrets,id exists ,permissions not_contains *,YES
alicloud.dataworks.dqc_expression.rule_source_trusted,id exists ,permissions not_contains *,YES
alicloud.dataworks.dqc_recommendation.recommendation_access_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.dqc_recommendation.recommendation_outputs_encrypted_and_private,encrypted equals true,encrypted equals true,no
alicloud.dataworks.dqc_recommendation.recommendation_run_metadata_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.dqc_rule.rule_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.dqc_rule.rule_source_trusted,id exists ,permissions not_contains *,YES
alicloud.dataworks.dqc_ruleset.ruleset_encrypted_at_rest,encrypted equals true,encrypted equals true,no
alicloud.dataworks.dqc_ruleset.ruleset_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.dqc_run.recommendation_run_execution_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.dqc_run.recommendation_run_logs_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.dqc_run.recommendation_run_output_encrypted_private,encrypted equals true,encrypted equals true,no
alicloud.dataworks.etl.jobs_amazon_oss_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.dataworks.etl.jobs_cloudmonitor_logs_encryption_enabled,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,no
alicloud.dataworks.etl.jobs_job_bookmark_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.dataworks.etl.jobs_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.governance_data.policy_admin_change_audit_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.governance_data.policy_admin_mfa_required,mfa_enabled equals true,mfa_enabled equals true,no
alicloud.dataworks.governance_data.policy_admin_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.incident.workflow_approval_steps_required_for_destructive_actions,id exists ,permissions not_contains *,YES
alicloud.dataworks.incident.workflow_integrations_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.incident.workflow_kms_encryption_enabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.dataworks.job.data_lineage_tracking_enabled,logging_enabled equals true,status equals Active,YES
alicloud.dataworks.job.logs_and_metrics_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.job.network_private_only,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.job.role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.job.script_location_private_and_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.lake.analytics_workgroup_encryption,encrypted equals true,encrypted equals true,no
alicloud.dataworks.lineage.access_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.lineage.export_destination_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.lineage_data.lineage_access_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.lineage_data.lineage_export_destination_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.maxcompute_project.database_cross_account_sharing_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.maxcompute_project.database_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.maxcompute_project.database_policy_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.metadata.registry_cross_account_sharing_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.metadata.registry_metadata_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.dataworks.metadata.registry_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.metadata_registry.registry_cross_account_sharing_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.metadata_registry.registry_metadata_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.dataworks.metadata_registry.registry_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.ml.transform_encrypted_at_rest,encrypted equals true,encrypted equals true,no
alicloud.dataworks.param_attribute.parameter_metadata_sensitive_keys_require_secret_type,id exists ,permissions not_contains *,YES
alicloud.dataworks.param_attribute.parameter_metadata_values_not_plaintext_secret,id exists ,permissions not_contains *,YES
alicloud.dataworks.parameter.attributes_no_plaintext_secrets,id exists ,permissions not_contains *,YES
alicloud.dataworks.parameter.value_from_secrets_manager_when_sensitive,id exists ,permissions not_contains *,YES
alicloud.dataworks.parameter_object.parameter_binding_secret_refs_resolved_at_runtime,id exists ,permissions not_contains *,YES
alicloud.dataworks.parameter_object.parameter_binding_sensitive_params_not_logged,id exists ,permissions not_contains *,YES
alicloud.dataworks.pipeline_workflow.pipeline_artifacts_private_and_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.pipeline_workflow.pipeline_execution_roles_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.pipeline_workflow.pipeline_kms_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.dataworks.pipeline_workflow.pipeline_logs_and_metrics_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.pipeline_workflow.pipeline_private_networking_enforced,id exists ,internet_facing not_equals true,YES
alicloud.dataworks.resource.object_environment_no_plaintext_secrets,id exists ,permissions not_contains *,YES
alicloud.dataworks.resource.object_execution_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.resource.object_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.resource.object_network_private_only,id exists ,internet_facing not_equals true,YES
alicloud.dataworks.schedule_trigger.trigger_event_sources_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.schedule_trigger.trigger_logs_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.schedule_trigger.trigger_targets_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.schema.encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.schema.rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.stream.data_retention_period,id exists ,logging_enabled equals true,YES
alicloud.dataworks.stream.encrypted_at_rest,encrypted equals true,encrypted equals true,no
alicloud.dataworks.tasks_jobs.job_logs_and_metrics_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.tasks_jobs.job_network_private_only,id exists ,internet_facing not_equals true,YES
alicloud.dataworks.tasks_jobs.job_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.tasks_jobs.job_script_location_private_and_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.tickets_workflows.rights_execution_roles_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.tickets_workflows.rights_workflow_storage_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.trigger.event_sources_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.trigger.logs_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dataworks.trigger.targets_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.workflow.cross_account_trusts_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.workflow.execution_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.workflow.kms_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.dataworks.workflow_definition.definition_storage_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dataworks.workflow_definition.definition_storage_private,id exists ,internet_facing not_equals true,YES
alicloud.dataworks.workflow_dsc_labels.consent_access_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dataworks.workflow_dsc_labels.consent_store_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dlf.classifiers.classifier_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.classifiers.classifier_source_trusted,id exists ,permissions not_contains *,YES
alicloud.dlf.connections.connection_credentials_in_secrets_manager,encrypted equals true,encrypted equals true,no
alicloud.dlf.connections.connection_private_networking_enforced,id exists ,internet_facing not_equals true,YES
alicloud.dlf.connections.connection_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.connections.connection_tls_required,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.dlf.crawlers.crawler_logs_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dlf.crawlers.crawler_network_private_only,id exists ,internet_facing not_equals true,YES
alicloud.dlf.crawlers.crawler_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.crawlers.crawler_scope_restricted_to_allowlist,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.database.cross_account_sharing_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.database.encrypted,encrypted equals true,encrypted equals true,no
alicloud.dlf.database.policy_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.dataworks_crawlers.crawler_logs_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.dlf.dataworks_crawlers.crawler_network_private_only,id exists ,internet_facing not_equals true,YES
alicloud.dlf.dataworks_crawlers.crawler_role_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.dataworks_crawlers.crawler_scope_restricted_to_allowlist,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.endpoint.encrypted,encrypted equals true,encrypted equals true,no
alicloud.dlf.endpoint.least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.endpoint.no_public_access,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.dlf.job.least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.job.private_only,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.job_script.and_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dlf.maxcompute_partition.partition_access_policies_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.maxcompute_partition.partition_catalog_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dlf.registry.cross_account_sharing_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.registry.metadata_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.dlf.registry.rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.schema.encrypted,encrypted equals true,encrypted equals true,no
alicloud.dlf.schema.rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.table.access_policies_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dlf.table.column_level_access_controls_enabled,id exists ,permissions not_contains *,YES
alicloud.dlf.table.encrypted,encrypted equals true,encrypted equals true,no
alicloud.dlf.table.public_sharing_disabled,id exists ,internet_facing not_equals true,YES
alicloud.dms.classification.auto_discovery_enabled,id exists ,status equals Active,YES
alicloud.dms.classification.classifier_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dms.classification.classifier_source_trusted,id exists ,permissions not_contains *,YES
alicloud.dms.classification.sensitive_data_alerts_configured,id exists ,logging_enabled equals true,YES
alicloud.dms.classification_data.classification_policy_blocks_public_for_sensitive,id exists ,permissions not_contains *,YES
alicloud.dms.compliance_pack_data.compliance_access_rbac_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dms.compliance_pack_data.compliance_export_destinations_private,id exists ,internet_facing not_equals true,YES
alicloud.dms.compliance_pack_data.compliance_reports_storage_encrypted,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,no
alicloud.dms.data_masking.masking_execution_roles_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dms.data_masking.masking_policies_present_for_sensitive_fields,id exists ,permissions not_contains *,YES
alicloud.dms.desensitization.anonymization_jobs_private_networking,id exists ,internet_facing not_equals true,YES
alicloud.dms.desensitization.anonymization_outputs_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dms.endpoint.redis_in_transit_encryption_enforced,encrypted equals true,encrypted equals true,no
alicloud.dms.instance.multi_az_deployment,id exists ,status equals Active,YES
alicloud.dms.replication_instance.source_logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.dms.replication_instance.target_logging_enabled_90_day_retention,logging_enabled equals true,logging_enabled equals true,no
alicloud.dts.accelerator_cluster_encryption_at_rest_enabled.configured,encrypted equals true,encrypted equals true,no
alicloud.dts.autoscaling_properly_configured.configured,id exists ,status equals Active,YES
alicloud.dts.backup.continuous_enabled,backup_enabled equals true,backup_enabled equals true,no
alicloud.dts.dr.replication_auth_roles_least_privilege,permissions not_contains *,permissions not_contains *,no
alicloud.dts.dr.replication_cross_region_replication_encrypted,encrypted equals true,encrypted equals true,no
alicloud.dts.dr.replication_encryption_in_transit_tls_required,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,no
alicloud.dts.instance.private_access_only,id exists ,internet_facing not_equals true,YES
alicloud.dts.pitr_properly_configured.configured,id exists ,backup_enabled equals true,YES
alicloud.dts.server.in_transit_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.dts.table.backup_plan_enforced,backup_enabled equals true,backup_enabled equals true,no
alicloud.dts.tables_kms_cmk_encryption_at_rest_enabled.configured,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.dts.tables_point_in_time_recovery_enabled.configured,id exists ,backup_enabled equals true,YES
alicloud.dts.task.logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.ecs.ami.public,id exists ,internet_facing not_equals true,YES
alicloud.ecs.backup.automated_enabled,backup_enabled equals true,backup_enabled equals true,no
alicloud.ecs.client.vpn_endpoint_connection_logging_enabled,logging_enabled equals true,logging_enabled equals true,no
alicloud.ecs.compute_service.vm_data_volumes_encrypted_cmek,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.ecs.compute_service.vm_imds_hardened,id exists ,status equals Active,YES
alicloud.ecs.compute_service.vm_no_public_ip_assigned,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.compute_service.vm_root_volume_encrypted_cmek,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.ecs.compute_service.vm_secure_boot_enabled,id exists ,status equals Active,YES
alicloud.ecs.compute_service.vm_security_group_inbound_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.compute_service.vm_serial_console_access_restricted,permissions not_contains *,permissions not_contains *,no
alicloud.ecs.compute_service.vm_ssh_key_based_auth_required,id exists ,permissions not_contains *,YES
alicloud.ecs.compute_service.vm_ssh_password_auth_disabled,id exists ,permissions not_contains *,YES
alicloud.ecs.custom_image.image_approved_image_allowlist_enforced,id exists ,permissions not_contains *,YES
alicloud.ecs.custom_image.image_encrypted_cmek,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.ecs.custom_image.image_image_signed_and_verified,id exists ,status equals Active,YES
alicloud.ecs.custom_image.image_not_publicly_shared,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.custom_image.image_vuln_scanned_no_critical,id exists ,status equals Active,YES
alicloud.ecs.disk.cmk_cmek_configured,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.ecs.disk.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.ecs.disk.public_snapshot_access_blocked,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,no
alicloud.ecs.disk.snapshot_public_access_block_enforced,backup_enabled equals true,backup_enabled equals true,no
alicloud.ecs.disk.snapshots_encrypted,encrypted equals true,encrypted equals true,no
alicloud.ecs.disk.volume_cmk_cmek_configured,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.ecs.disk.volume_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.ecs.disk.volume_snapshots_configured,backup_enabled equals true,backup_enabled equals true,no
alicloud.ecs.disk.volume_snapshots_encrypted,encrypted equals true,encrypted equals true,no
alicloud.ecs.disk_default_encryption_at_rest_enabled.configured,encrypted equals true,encrypted equals true,no
alicloud.ecs.disk_public_snapshot_access_blocked.configured,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,no
alicloud.ecs.disk_volume.backup_plan_enforced,backup_enabled equals true,backup_enabled equals true,no
alicloud.ecs.disk_volume.encryption_at_rest_enabled,encrypted equals true,encrypted equals true,no
alicloud.ecs.disk_volume_encryption_at_rest_enabled.configured,encrypted equals true,encrypted equals true,no
alicloud.ecs.e_hpc.training_job_vpc_configured,vpc_id exists ,vpc_id exists ,no
alicloud.ecs.e_hpc.training_pipeline_private_networking_enforced,id exists ,internet_facing not_equals true,YES
alicloud.ecs.e_hpc.training_pipeline_secrets_from_vault_only,id exists ,permissions not_contains *,YES
alicloud.ecs.e_hpc_ai.network_isolation_enabled,id exists ,internet_facing not_equals true,YES
alicloud.ecs.ebs.default_encryption,encrypted equals true,encrypted equals true,no
alicloud.ecs.ebs.public_snapshot,backup_enabled equals true,backup_enabled equals true,no
alicloud.ecs.ebs.public_snapshot_alicloud_rds_instance_no_public_access_alicloud_ack_endpoints_not_publicly_accessible_alicloud_oss_account_level_public_access_blocks_alicloud_awslambda_function_not_publicly_accessible_alicloud_emr_cluster_master_nodes_no,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,no
alicloud.ecs.ebs.public_snapshot_alicloud_rds_instance_no_public_access_alicloud_ack_endpoints_not_publicly_accessible_alicloud_vpc_endpoint_for_ec2_enabled_alicloud_oss_account_level_public_access_blocks_alicloud_awslambda_function_not_publicly_accessibl,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,no
alicloud.ecs.ebs.public_snapshot_alicloud_rds_instance_no_public_access_alicloud_awslambda_function_not_publicly_accessible_alicloud_rds_snapshots_public_access_alicloud_elasticsearch_service_domains_not_publicly_accessible_alicloud_analyticdb_cluster_pub,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,no
alicloud.ecs.ebs.public_snapshot_alicloud_rds_instance_no_public_access_alicloud_ecs_securitygroup_default_restrict_traffic_alicloud_ecs_securitygroup_allow_ingress_from_internet_to_all_ports_alicloud_ecs_networkacl_allow_ingress_tcp_port_22_alicloud_awsl,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,no
alicloud.ecs.ebs.snapshot_account_block_public_access,backup_enabled equals true,backup_enabled equals true,no
alicloud.ecs.ebs.snapshots_encrypted,encrypted equals true,encrypted equals true,no
alicloud.ecs.ebs.volume_encryption,encrypted equals true,encrypted equals true,no
alicloud.ecs.ebs.volume_encryption_enabled,encrypted equals true,encrypted equals true,no
alicloud.ecs.ebs.volume_protected_by_backup_plan,backup_enabled equals true,backup_enabled equals true,no
alicloud.ecs.ebs.volume_snapshots_exists,id exists ,backup_enabled equals true,YES
alicloud.ecs.eip_exposure_to_shodan.configured,id exists ,internet_facing not_equals true,YES
alicloud.ecs.eip_unassigned_cleanup_required.configured,id exists ,status equals Active,YES
alicloud.ecs.elastic.ip_shodan,id exists ,internet_facing not_equals true,YES
alicloud.ecs.elastic.ip_unassigned,id exists ,status equals Active,YES
alicloud.ecs.ensure.attached_disks_encrypted_with_cmk,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
alicloud.ecs.ensure.unattached_disks_encrypted_with_cmk,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,no
