rule_id,for_each,current_var,proposed_var,expert_var,change_reason
alicloud.dataworks.maxcompute_project.database_encrypted,alicloud.dataworks.maxcompute_project,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dataworks.maxcompute_project.database_policy_least_privilege,alicloud.dataworks.maxcompute_project,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.metadata.registry_cross_account_sharing_restricted,alicloud.dataworks.metadata,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.metadata.registry_metadata_encryption_enabled,alicloud.dataworks.metadata,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dataworks.metadata.registry_rbac_least_privilege,alicloud.dataworks.metadata,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.metadata_registry.registry_cross_account_sharing_restricted,alicloud.dataworks.metadata_registry,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.metadata_registry.registry_metadata_encryption_enabled,alicloud.dataworks.metadata_registry,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dataworks.metadata_registry.registry_rbac_least_privilege,alicloud.dataworks.metadata_registry,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.ml.transform_encrypted_at_rest,alicloud.dataworks.ml,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dataworks.param_attribute.parameter_metadata_sensitive_keys_require_secret_type,alicloud.dataworks.param_attribute,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.param_attribute.parameter_metadata_values_not_plaintext_secret,alicloud.dataworks.param_attribute,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.parameter.attributes_no_plaintext_secrets,alicloud.dataworks.parameter,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.parameter.value_from_secrets_manager_when_sensitive,alicloud.dataworks.parameter,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.parameter_object.parameter_binding_secret_refs_resolved_at_runtime,alicloud.dataworks.parameter_object,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.parameter_object.parameter_binding_sensitive_params_not_logged,alicloud.dataworks.parameter_object,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.pipeline_workflow.pipeline_artifacts_private_and_encrypted,alicloud.dataworks.pipeline_workflow,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dataworks.pipeline_workflow.pipeline_execution_roles_least_privilege,alicloud.dataworks.pipeline_workflow,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.pipeline_workflow.pipeline_kms_encryption_enabled,alicloud.dataworks.pipeline_workflow,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dataworks.pipeline_workflow.pipeline_logs_and_metrics_enabled,alicloud.dataworks.pipeline_workflow,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.dataworks.pipeline_workflow.pipeline_private_networking_enforced,alicloud.dataworks.pipeline_workflow,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.dataworks.resource.object_environment_no_plaintext_secrets,alicloud.ack.DescribeClusterResources,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.resource.object_execution_role_least_privilege,alicloud.ack.DescribeClusterResources,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.resource.object_logging_enabled,alicloud.ack.DescribeClusterResources,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.dataworks.resource.object_network_private_only,alicloud.ack.DescribeClusterResources,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.dataworks.schedule_trigger.trigger_event_sources_restricted,alicloud.dataworks.schedule_trigger,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.schedule_trigger.trigger_logs_enabled,alicloud.dataworks.schedule_trigger,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.dataworks.schedule_trigger.trigger_targets_least_privilege,alicloud.dataworks.schedule_trigger,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.schema.encrypted,alicloud.dataworks.schema,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dataworks.schema.rbac_least_privilege,alicloud.dataworks.schema,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.stream.data_retention_period,alicloud.apsaravideo.live_stream,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.dataworks.stream.encrypted_at_rest,alicloud.apsaravideo.live_stream,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dataworks.tasks_jobs.job_logs_and_metrics_enabled,alicloud.dataworks.tasks_jobs,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.dataworks.tasks_jobs.job_network_private_only,alicloud.dataworks.tasks_jobs,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.dataworks.tasks_jobs.job_role_least_privilege,alicloud.dataworks.tasks_jobs,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.tasks_jobs.job_script_location_private_and_encrypted,alicloud.dataworks.tasks_jobs,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dataworks.tickets_workflows.rights_execution_roles_least_privilege,alicloud.dataworks.tickets_workflows,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.tickets_workflows.rights_workflow_storage_encrypted,alicloud.dataworks.tickets_workflows,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dataworks.trigger.event_sources_restricted,alicloud.dataworks.schedule_trigger,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.trigger.logs_enabled,alicloud.dataworks.schedule_trigger,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.dataworks.trigger.targets_least_privilege,alicloud.dataworks.schedule_trigger,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.workflow.cross_account_trusts_restricted,alicloud.dataworks.workflow,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.workflow.execution_role_least_privilege,alicloud.dataworks.workflow,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.workflow.kms_encryption_enabled,alicloud.dataworks.workflow,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dataworks.workflow_definition.definition_storage_encrypted,alicloud.dataworks.workflow_definition,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dataworks.workflow_definition.definition_storage_private,alicloud.dataworks.workflow_definition,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.dataworks.workflow_dsc_labels.consent_access_rbac_least_privilege,alicloud.dataworks.workflow_dsc_labels,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dataworks.workflow_dsc_labels.consent_store_encrypted,alicloud.dataworks.workflow_dsc_labels,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dlf.classifiers.classifier_rbac_least_privilege,alicloud.dlf.classifiers,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.classifiers.classifier_source_trusted,alicloud.dlf.classifiers,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dlf.connections.connection_credentials_in_secrets_manager,alicloud.dts.DescribeConnectionStatus,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dlf.connections.connection_private_networking_enforced,alicloud.dts.DescribeConnectionStatus,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.dlf.connections.connection_role_least_privilege,alicloud.dts.DescribeConnectionStatus,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.connections.connection_tls_required,alicloud.dts.DescribeConnectionStatus,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,ssl_enabled equals true,TLS/SSL rule with redundant encrypted field — use ssl_enabled only
alicloud.dlf.crawlers.crawler_logs_enabled,alicloud.dlf.crawlers,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.dlf.crawlers.crawler_network_private_only,alicloud.dlf.crawlers,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.dlf.crawlers.crawler_role_least_privilege,alicloud.dlf.crawlers,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.crawlers.crawler_scope_restricted_to_allowlist,alicloud.dlf.crawlers,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.database.cross_account_sharing_restricted,alicloud.dlf.ListDatabases,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.database.encrypted,alicloud.dlf.ListDatabases,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dlf.database.policy_least_privilege,alicloud.dlf.ListDatabases,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.dataworks_crawlers.crawler_logs_enabled,alicloud.dlf.dataworks_crawlers,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.dlf.dataworks_crawlers.crawler_network_private_only,alicloud.dlf.dataworks_crawlers,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.dlf.dataworks_crawlers.crawler_role_least_privilege,alicloud.dlf.dataworks_crawlers,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.dataworks_crawlers.crawler_scope_restricted_to_allowlist,alicloud.dlf.dataworks_crawlers,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.endpoint.encrypted,alicloud.dlf.endpoint,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dlf.endpoint.least_privilege,alicloud.dlf.endpoint,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.endpoint.no_public_access,alicloud.dlf.endpoint,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.dlf.job.least_privilege,alicloud.dlf.job_script,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.job.private_only,alicloud.dlf.job_script,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.job_script.and_encrypted,alicloud.dlf.job_script,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dlf.maxcompute_partition.partition_access_policies_least_privilege,alicloud.dlf.maxcompute_partition,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.maxcompute_partition.partition_catalog_encrypted,alicloud.dlf.maxcompute_partition,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dlf.registry.cross_account_sharing_restricted,alicloud.dlf.registry,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.registry.metadata_encryption_enabled,alicloud.dlf.registry,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dlf.registry.rbac_least_privilege,alicloud.dlf.registry,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.schema.encrypted,alicloud.dlf.schema,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dlf.schema.rbac_least_privilege,alicloud.dlf.schema,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.table.access_policies_least_privilege,alicloud.cloudmonitor.route_tables_change_alarm_configured,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dlf.table.column_level_access_controls_enabled,alicloud.cloudmonitor.route_tables_change_alarm_configured,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dlf.table.encrypted,alicloud.cloudmonitor.route_tables_change_alarm_configured,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dlf.table.public_sharing_disabled,alicloud.cloudmonitor.route_tables_change_alarm_configured,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.dms.classification.auto_discovery_enabled,alicloud.dataworks.data_classification,id exists,status equals Active,status equals Active,
alicloud.dms.classification.classifier_rbac_least_privilege,alicloud.dataworks.data_classification,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dms.classification.classifier_source_trusted,alicloud.dataworks.data_classification,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dms.classification.sensitive_data_alerts_configured,alicloud.dataworks.data_classification,id exists,logging_enabled equals true,logging_enabled equals true,
alicloud.dms.classification_data.classification_policy_blocks_public_for_sensitive,alicloud.dms.CreateAirflowLoginToken,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dms.compliance_pack_data.compliance_access_rbac_least_privilege,alicloud.dms.CreateAirflowLoginToken,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dms.compliance_pack_data.compliance_export_destinations_private,alicloud.dms.CreateAirflowLoginToken,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.dms.compliance_pack_data.compliance_reports_storage_encrypted,alicloud.dms.CreateAirflowLoginToken,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,encrypted equals + logging_enabled equals,
alicloud.dms.data_masking.masking_execution_roles_least_privilege,alicloud.dms.CreateAirflowLoginToken,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dms.data_masking.masking_policies_present_for_sensitive_fields,alicloud.dms.CreateAirflowLoginToken,id exists,permissions not_contains *,permissions not_contains *,
alicloud.dms.desensitization.anonymization_jobs_private_networking,alicloud.dms.CreateAirflowLoginToken,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.dms.desensitization.anonymization_outputs_encrypted,alicloud.dms.CreateAirflowLoginToken,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dms.endpoint.redis_in_transit_encryption_enforced,alicloud.ack.endpoints,encrypted equals true,encrypted equals true,ssl_enabled equals true,TLS/SSL connection rule — use ssl_enabled not encrypted
alicloud.dms.instance.multi_az_deployment,alicloud.apigateway.DescribeInstances,id exists,status equals Active,status equals Active,
alicloud.dms.replication_instance.source_logging_enabled_90_day_retention,alicloud.dms.CreateAirflowLoginToken,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.dms.replication_instance.target_logging_enabled_90_day_retention,alicloud.dms.CreateAirflowLoginToken,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.dts.accelerator_cluster_encryption_at_rest_enabled.configured,alicloud.dts.accelerator_cluster_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dts.autoscaling_properly_configured.configured,alicloud.dts.autoscaling_properly_configured,id exists,status equals Active,status equals Active,
alicloud.dts.backup.continuous_enabled,alicloud.general.backup_enabled,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.dts.dr.replication_auth_roles_least_privilege,alicloud.actiontrail.GetAccessKeyLastUsedResources,permissions not_contains *,permissions not_contains *,permissions not_contains *,
alicloud.dts.dr.replication_cross_region_replication_encrypted,alicloud.actiontrail.GetAccessKeyLastUsedResources,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.dts.dr.replication_encryption_in_transit_tls_required,alicloud.actiontrail.GetAccessKeyLastUsedResources,encrypted equals + ssl_enabled equals,encrypted equals + ssl_enabled equals,ssl_enabled equals true,TLS/SSL rule with redundant encrypted field — use ssl_enabled only
alicloud.dts.instance.private_access_only,alicloud.apigateway.DescribeInstances,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.dts.pitr_properly_configured.configured,alicloud.dts.pitr_properly_configured,id exists,backup_enabled equals true,backup_enabled equals true,
alicloud.dts.server.in_transit_encryption_enabled,alicloud.dts.server,encrypted equals true,encrypted equals true,ssl_enabled equals true,TLS/SSL connection rule — use ssl_enabled not encrypted
alicloud.dts.table.backup_plan_enforced,alicloud.dts.DescribeDataCheckTableDetails,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.dts.tables_kms_cmk_encryption_at_rest_enabled.configured,alicloud.dts.tables_kms_cmk_encryption_at_rest_enabled,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.dts.tables_point_in_time_recovery_enabled.configured,alicloud.dts.tables_point_in_time_recovery_enabled,id exists,backup_enabled equals true,backup_enabled equals true,
alicloud.dts.task.logging_enabled,alicloud.dataworks.tasks_jobs,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.ecs.ami.public,alicloud.elasticsearch.DescribeDynamicSettings,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.ecs.backup.automated_enabled,alicloud.general.backup_enabled,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.ecs.client.vpn_endpoint_connection_logging_enabled,alicloud.general.client_certificate_mandatory,logging_enabled equals true,logging_enabled equals true,logging_enabled equals true,
alicloud.ecs.compute_service.vm_data_volumes_encrypted_cmek,alicloud.ecs.compute_service,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.ecs.compute_service.vm_imds_hardened,alicloud.ecs.compute_service,id exists,status equals Active,status equals Active,
alicloud.ecs.compute_service.vm_no_public_ip_assigned,alicloud.ecs.compute_service,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.compute_service.vm_root_volume_encrypted_cmek,alicloud.ecs.compute_service,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.ecs.compute_service.vm_secure_boot_enabled,alicloud.ecs.compute_service,id exists,status equals Active,status equals Active,
alicloud.ecs.compute_service.vm_security_group_inbound_restricted,alicloud.ecs.compute_service,permissions not_contains *,permissions not_contains *,security_group_rules not_contains 0.0.0.0/0,Security group/NACL inbound traffic rule — use security_group_rules not permissions
alicloud.ecs.compute_service.vm_serial_console_access_restricted,alicloud.ecs.compute_service,permissions not_contains *,permissions not_contains *,security_group_rules not_contains 0.0.0.0/0,Security group/NACL inbound traffic rule — use security_group_rules not permissions
alicloud.ecs.compute_service.vm_ssh_key_based_auth_required,alicloud.ecs.compute_service,id exists,permissions not_contains *,permissions not_contains *,
alicloud.ecs.compute_service.vm_ssh_password_auth_disabled,alicloud.ecs.compute_service,id exists,permissions not_contains *,permissions not_contains *,
alicloud.ecs.custom_image.image_approved_image_allowlist_enforced,alicloud.ecs.custom_image,id exists,permissions not_contains *,permissions not_contains *,
alicloud.ecs.custom_image.image_encrypted_cmek,alicloud.ecs.custom_image,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.ecs.custom_image.image_image_signed_and_verified,alicloud.ecs.custom_image,id exists,status equals Active,status equals Active,
alicloud.ecs.custom_image.image_not_publicly_shared,alicloud.ecs.custom_image,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.custom_image.image_vuln_scanned_no_critical,alicloud.ecs.custom_image,id exists,status equals Active,status equals Active,
alicloud.ecs.disk.cmk_cmek_configured,alicloud.ecs.disk,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.ecs.disk.encryption_at_rest_enabled,alicloud.ecs.disk,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.disk.public_snapshot_access_blocked,alicloud.ecs.disk,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,
alicloud.ecs.disk.snapshot_public_access_block_enforced,alicloud.ecs.disk,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.ecs.disk.snapshots_encrypted,alicloud.ecs.disk,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.disk.volume_cmk_cmek_configured,alicloud.ecs.disk,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.ecs.disk.volume_encryption_at_rest_enabled,alicloud.ecs.disk,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.disk.volume_snapshots_configured,alicloud.ecs.disk,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.ecs.disk.volume_snapshots_encrypted,alicloud.ecs.disk,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.disk_default_encryption_at_rest_enabled.configured,alicloud.ecs.disk_default_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.disk_public_snapshot_access_blocked.configured,alicloud.ecs.disk_public_snapshot_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.disk_volume.backup_plan_enforced,alicloud.ecs.disk_volume,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.ecs.disk_volume.encryption_at_rest_enabled,alicloud.ecs.disk_volume,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.disk_volume_encryption_at_rest_enabled.configured,alicloud.ecs.disk_volume_encryption_at_rest_enabled,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.e_hpc.training_job_vpc_configured,alicloud.ecs.e_hpc,vpc_id exists,vpc_id exists,vpc_id exists,
alicloud.ecs.e_hpc.training_pipeline_private_networking_enforced,alicloud.ecs.e_hpc,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.ecs.e_hpc.training_pipeline_secrets_from_vault_only,alicloud.ecs.e_hpc,id exists,permissions not_contains *,permissions not_contains *,
alicloud.ecs.e_hpc_ai.network_isolation_enabled,alicloud.ecs.e_hpc_ai,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.ecs.ebs.default_encryption,alicloud.ecs.ebs,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.ebs.public_snapshot,alicloud.ecs.ebs,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.ecs.ebs.public_snapshot_alicloud_rds_instance_no_public_access_alicloud_ack_endpoints_not_publicly_accessible_alicloud_oss_account_level_public_access_blocks_alicloud_awslambda_function_not_publicly_accessible_alicloud_emr_cluster_master_nodes_no,alicloud.ecs.ebs,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,
alicloud.ecs.ebs.public_snapshot_alicloud_rds_instance_no_public_access_alicloud_ack_endpoints_not_publicly_accessible_alicloud_vpc_endpoint_for_ec2_enabled_alicloud_oss_account_level_public_access_blocks_alicloud_awslambda_function_not_publicly_accessibl,alicloud.ecs.ebs,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,
alicloud.ecs.ebs.public_snapshot_alicloud_rds_instance_no_public_access_alicloud_awslambda_function_not_publicly_accessible_alicloud_rds_snapshots_public_access_alicloud_elasticsearch_service_domains_not_publicly_accessible_alicloud_analyticdb_cluster_pub,alicloud.ecs.ebs,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,
alicloud.ecs.ebs.public_snapshot_alicloud_rds_instance_no_public_access_alicloud_ecs_securitygroup_default_restrict_traffic_alicloud_ecs_securitygroup_allow_ingress_from_internet_to_all_ports_alicloud_ecs_networkacl_allow_ingress_tcp_port_22_alicloud_awsl,alicloud.ecs.ebs,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,public_ip_address not_exists + internet_facing not_equals + backup_enabled equals,
alicloud.ecs.ebs.snapshot_account_block_public_access,alicloud.ecs.ebs,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.ecs.ebs.snapshots_encrypted,alicloud.ecs.ebs,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.ebs.volume_encryption,alicloud.ecs.ebs,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.ebs.volume_encryption_enabled,alicloud.ecs.ebs,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.ebs.volume_protected_by_backup_plan,alicloud.ecs.ebs,backup_enabled equals true,backup_enabled equals true,backup_enabled equals true,
alicloud.ecs.ebs.volume_snapshots_exists,alicloud.ecs.ebs,id exists,backup_enabled equals true,backup_enabled equals true,
alicloud.ecs.eip_exposure_to_shodan.configured,alicloud.ecs.eip_exposure_to_shodan,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.ecs.eip_unassigned_cleanup_required.configured,alicloud.ecs.eip_unassigned_cleanup_required,id exists,status equals Active,status equals Active,
alicloud.ecs.elastic.ip_shodan,alicloud.elasticsearch.confluence_n_a_service,id exists,internet_facing not_equals true,internet_facing not_equals true,
alicloud.ecs.elastic.ip_unassigned,alicloud.elasticsearch.confluence_n_a_service,id exists,status equals Active,status equals Active,
alicloud.ecs.ensure.attached_disks_encrypted_with_cmk,alicloud.ecs.ensure,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.ecs.ensure.unattached_disks_encrypted_with_cmk,alicloud.ecs.ensure,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.ecs.ensure.using_managed_disks,alicloud.ecs.ensure,encrypted equals true,encrypted equals true,encrypted equals true,
alicloud.ecs.firewall.rdp_access_internet_blocked,alicloud.cfw.DescribeVpcFirewallControlPolicy,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,
alicloud.ecs.firewall.ssh_access_internet_blocked,alicloud.cfw.DescribeVpcFirewallControlPolicy,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,public_ip_address not_exists + internet_facing not_equals + permissions not_contains + security_group_rules not_contains,
alicloud.ecs.image.vulnerability_scan_passed,alicloud.ecs.custom_image,id exists,status equals Active,status equals Active,
alicloud.ecs.image_public_access_blocked.configured,alicloud.ecs.image_public_access_blocked,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.instance.age_check_older_than_90_days,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.cassandra_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.instance.cifs_port_internet_blocked,alicloud.ecs.DescribeAutoProvisioningGroupInstances,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,public_ip_address not_exists + internet_facing not_equals,
alicloud.ecs.instance.confidential_computing_enforced,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.configured,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.critical_cve_remediated,alicloud.ecs.DescribeAutoProvisioningGroupInstances,id exists,status equals Active,status equals Active,
alicloud.ecs.instance.csek_encryption_at_rest_enabled,alicloud.ecs.DescribeAutoProvisioningGroupInstances,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,encrypted equals + kms_key_id exists,
alicloud.ecs.instance.default_service_account_in_use_with_full_api_access,alicloud.ecs.DescribeAutoProvisioningGroupInstances,permissions not_contains *,permissions not_contains *,permissions not_contains *,
