rule_id,service,resource_type,rule_tokens,for_each,rank,candidate_field,item_var_path,field_type,score,suggested_op,suggested_value,new_for_each,confidence,fix_method
gcp.compute.traffic_analysis.traffic_analysis_alert_destinations_configured,compute,traffic_analysis,traffic analysis alert destinations configured,gcp.compute.networks.list,2,warning,item.warning,object,0.25,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.traffic_analysis.traffic_analysis_ids_ips_enabled_where_supported,compute,traffic_analysis,traffic analysis ids ips enabled supported,gcp.compute.networks.list,1,items[].enableUlaInternalIpv6,item.enableUlaInternalIpv6,string,0.9,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.traffic_analysis.traffic_analysis_ids_ips_enabled_where_supported,compute,traffic_analysis,traffic analysis ids ips enabled supported,gcp.compute.networks.list,2,warning,item.warning,object,0.25,exists,null,gcp.compute.networks.list,LOW,token_match
gcp.compute.url_map.cache_policy_allowlists_minimal_query_headers_cookies,compute,url_map,cache policy allowlists minimal query headers cookies,gcp.compute.urlMaps.aggregatedList,1,pathMatchers,item.pathMatchers,array,20.0,exists,null,gcp.compute.urlMaps.aggregatedList,HIGH,redirect
gcp.compute.url_map.cache_policy_no_sensitive_headers_cached,compute,url_map,cache policy sensitive headers cached,gcp.compute.urlMaps.aggregatedList,1,pathMatchers,item.pathMatchers,array,20.0,exists,null,gcp.compute.urlMaps.aggregatedList,HIGH,redirect
gcp.compute.url_map.cache_policy_respects_cache_control_no_store_private,compute,url_map,cache policy respects cache control store private,gcp.compute.urlMaps.aggregatedList,1,pathMatchers,item.pathMatchers,array,20.0,exists,null,gcp.compute.urlMaps.aggregatedList,HIGH,redirect
gcp.compute.url_map.lb_access_logs_enabled,compute,url_map,lb access logs enabled,gcp.compute.urlMaps.aggregatedList,1,logConfig.enable,item.logConfig.enable,boolean,20.0,equals,true,gcp.compute.backendServices.aggregatedList,HIGH,redirect
gcp.compute.url_map.lb_listener_tls_min_1_2,compute,url_map,lb listener tls min 1 2,gcp.compute.urlMaps.aggregatedList,1,protocol,item.protocol,string,20.0,equals,HTTPS,gcp.compute.backendServices.aggregatedList,HIGH,redirect
gcp.compute.url_map.lb_valid_certificate_attached,compute,url_map,lb valid certificate attached,gcp.compute.urlMaps.aggregatedList,1,sslCertificates,item.sslCertificates,array,20.0,exists,null,gcp.compute.targetHttpsProxies.aggregatedList,HIGH,redirect
gcp.compute.url_map.lb_waf_attached_where_supported,compute,url_map,lb waf attached supported,gcp.compute.urlMaps.aggregatedList,1,securityPolicy,item.securityPolicy,string,20.0,exists,null,gcp.compute.backendServices.aggregatedList,HIGH,redirect
gcp.compute.url_map.origin_request_policy_forward_cookies_minimal,compute,url_map,origin request policy forward cookies minimal,gcp.compute.urlMaps.aggregatedList,1,pathMatchers,item.pathMatchers,array,20.0,exists,null,gcp.compute.urlMaps.aggregatedList,HIGH,redirect
gcp.compute.url_map.origin_request_policy_forward_headers_minimal,compute,url_map,origin request policy forward headers minimal,gcp.compute.urlMaps.aggregatedList,1,pathMatchers,item.pathMatchers,array,20.0,exists,null,gcp.compute.urlMaps.aggregatedList,HIGH,redirect
gcp.compute.url_map.origin_request_policy_forward_querystrings_minimal,compute,url_map,origin request policy forward querystrings minimal,gcp.compute.urlMaps.aggregatedList,1,pathMatchers,item.pathMatchers,array,20.0,exists,null,gcp.compute.urlMaps.aggregatedList,HIGH,redirect
gcp.compute.url_map.origin_request_policy_no_secret_headers_forwarded,compute,url_map,origin request policy secret headers forwarded,gcp.compute.urlMaps.aggregatedList,1,pathMatchers,item.pathMatchers,array,20.0,exists,null,gcp.compute.urlMaps.aggregatedList,HIGH,redirect
gcp.compute.url_map.regex_set_no_overly_broad_patterns,compute,url_map,regex overly broad patterns,gcp.compute.urlMaps.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.regex_set_no_overly_broad_patterns,compute,url_map,regex overly broad patterns,gcp.compute.urlMaps.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.regex_set_not_empty,compute,url_map,regex empty,gcp.compute.urlMaps.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.regex_set_not_empty,compute,url_map,regex empty,gcp.compute.urlMaps.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.regex_set_used_by_at_least_one_rule,compute,url_map,regex used least one rule,gcp.compute.urlMaps.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.regex_set_used_by_at_least_one_rule,compute,url_map,regex used least one rule,gcp.compute.urlMaps.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_group_no_permit_all_rule,compute,url_map,rule group permit rule,gcp.compute.urlMaps.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_group_no_permit_all_rule,compute,url_map,rule group permit rule,gcp.compute.urlMaps.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_group_references_only_approved_managed_sets_where_used,compute,url_map,rule group references approved managed sets used,gcp.compute.urlMaps.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_group_references_only_approved_managed_sets_where_used,compute,url_map,rule group references approved managed sets used,gcp.compute.urlMaps.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_group_unique_priorities,compute,url_map,rule group unique priorities,gcp.compute.urlMaps.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_group_unique_priorities,compute,url_map,rule group unique priorities,gcp.compute.urlMaps.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_group_visibility_config_enabled,compute,url_map,rule group visibility config enabled,gcp.compute.urlMaps.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_group_visibility_config_enabled,compute,url_map,rule group visibility config enabled,gcp.compute.urlMaps.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_has_effective_action_not_count_only,compute,url_map,rule has effective action count,gcp.compute.urlMaps.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_has_effective_action_not_count_only,compute,url_map,rule has effective action count,gcp.compute.urlMaps.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_priority_unique_within_web_acl,compute,url_map,rule priority unique web acl,gcp.compute.urlMaps.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_priority_unique_within_web_acl,compute,url_map,rule priority unique web acl,gcp.compute.urlMaps.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_references_valid_ip_or_regex_sets_only,compute,url_map,rule references valid ip regex sets,gcp.compute.urlMaps.aggregatedList,1,items,item,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.compute.url_map.rule_references_valid_ip_or_regex_sets_only,compute,url_map,rule references valid ip regex sets,gcp.compute.urlMaps.aggregatedList,2,warning,item.warning,object,0.25,exists,null,gcp.compute.urlMaps.aggregatedList,LOW,token_match
gcp.datacatalog.entry_group.description_required,datacatalog,entry_group,description required,gcp.datacatalog.projects.locations.entryGroups.list,1,transferredToDataplex,item.transferredToDataplex,boolean,2.25,equals,true,gcp.datacatalog.projects.locations.entryGroups.list,LOW,token_match
gcp.datacatalog.entry_group.description_required,datacatalog,entry_group,description required,gcp.datacatalog.projects.locations.entryGroups.list,2,bigqueryDateShardedSpec,item.bigqueryDateShardedSpec,string,0.25,exists,null,gcp.datacatalog.projects.locations.entryGroups.list,LOW,token_match
gcp.datacatalog.entry_group.description_required,datacatalog,entry_group,description required,gcp.datacatalog.projects.locations.entryGroups.list,3,bigqueryTableSpec,item.bigqueryTableSpec,string,0.25,exists,null,gcp.datacatalog.projects.locations.entryGroups.list,LOW,token_match
gcp.datacatalog.taxonomy.description_required,datacatalog,taxonomy,description required,gcp.datacatalog.projects.locations.taxonomies.list,1,activatedPolicyTypes,item.activatedPolicyTypes,array,0.25,exists,null,gcp.datacatalog.projects.locations.taxonomies.list,LOW,token_match
gcp.datacatalog.taxonomy.description_required,datacatalog,taxonomy,description required,gcp.datacatalog.projects.locations.taxonomies.list,2,childPolicyTags,item.childPolicyTags,array,0.25,exists,null,gcp.datacatalog.projects.locations.taxonomies.list,LOW,token_match
gcp.datacatalog.taxonomy.description_required,datacatalog,taxonomy,description required,gcp.datacatalog.projects.locations.taxonomies.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.datacatalog.projects.locations.taxonomies.list,LOW,token_match
gcp.dns.policy.traffic_policy_documents_encrypted_and_private,dns,policy,traffic policy documents encrypted private,gcp.dns.policies.list,1,alternativeNameServerConfig,item.alternativeNameServerConfig,string,0.25,exists,null,gcp.dns.policies.list,LOW,token_match
gcp.dns.policy.traffic_policy_documents_encrypted_and_private,dns,policy,traffic policy documents encrypted private,gcp.dns.policies.list,2,dns64Config,item.dns64Config,string,0.25,exists,null,gcp.dns.policies.list,LOW,token_match
gcp.dns.policy.traffic_policy_documents_encrypted_and_private,dns,policy,traffic policy documents encrypted private,gcp.dns.policies.list,3,enableInboundForwarding,item.enableInboundForwarding,boolean,0.25,equals,true,gcp.dns.policies.list,LOW,token_match
gcp.dns.resource_record_set.record_set_no_overly_broad_wildcard_records_in_sensiti_zones,dns,resource_record_set,record overly broad wildcard records sensiti zones,gcp.dns.resourceRecordSets.list,1,rrsets[].rrdatas,item.rrsets[].rrdatas,string,4.9,not_contains,*,gcp.dns.resourceRecordSets.list,MEDIUM,token_match
gcp.dns.resource_record_set.record_set_no_overly_broad_wildcard_records_in_sensiti_zones,dns,resource_record_set,record overly broad wildcard records sensiti zones,gcp.dns.resourceRecordSets.list,2,rrsets[].signatureRrdatas,item.rrsets[].signatureRrdatas,string,4.9,not_contains,*,gcp.dns.resourceRecordSets.list,MEDIUM,token_match
gcp.dns.resource_record_set.record_set_no_overly_broad_wildcard_records_in_sensiti_zones,dns,resource_record_set,record overly broad wildcard records sensiti zones,gcp.dns.resourceRecordSets.list,3,rrsets[].ttl,item.rrsets[].ttl,string,4.9,not_contains,*,gcp.dns.resourceRecordSets.list,MEDIUM,token_match
gcp.endpoints.endpoint.api_monitoring_api_access_logging_enabled,endpoints,endpoint,api monitoring api access logging enabled,gcp.servicemanagement.services.configs.list,1,serviceConfigs[].apis,item.serviceConfigs[].apis,string,2.9,exists,null,gcp.servicemanagement.services.configs.list,LOW,token_match
gcp.endpoints.endpoint.api_monitoring_api_access_logging_enabled,endpoints,endpoint,api monitoring api access logging enabled,gcp.servicemanagement.services.configs.list,2,serviceConfigs[].logging,item.serviceConfigs[].logging,string,2.9,exists,null,gcp.servicemanagement.services.configs.list,LOW,token_match
gcp.endpoints.endpoint.api_monitoring_api_access_logging_enabled,endpoints,endpoint,api monitoring api access logging enabled,gcp.servicemanagement.services.configs.list,3,serviceConfigs[].monitoring,item.serviceConfigs[].monitoring,string,2.9,exists,null,gcp.servicemanagement.services.configs.list,LOW,token_match
gcp.iam.compliance.data_residency_requirements,iam,compliance,data residency requirements,gcp.iam.projects.serviceAccounts.list,1,privateKeyData,item.privateKeyData,string,3.25,exists,null,gcp.iam.projects.serviceAccounts.list,MEDIUM,token_match
gcp.iam.compliance.data_residency_requirements,iam,compliance,data residency requirements,gcp.iam.projects.serviceAccounts.list,2,publicKeyData,item.publicKeyData,string,3.25,exists,null,gcp.iam.projects.serviceAccounts.list,MEDIUM,token_match
gcp.iam.compliance.data_residency_requirements,iam,compliance,data residency requirements,gcp.iam.projects.serviceAccounts.list,3,keys[].privateKeyData,item.keys[].privateKeyData,string,2.9,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.compliance.gdpr_compliance,iam,compliance,gdpr compliance,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.compliance.gdpr_compliance,iam,compliance,gdpr compliance,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.compliance.gdpr_compliance,iam,compliance,gdpr compliance,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.compliance.hipaa_compliance,iam,compliance,hipaa compliance,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.compliance.hipaa_compliance,iam,compliance,hipaa compliance,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.compliance.hipaa_compliance,iam,compliance,hipaa compliance,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.compliance.pci_dss_compliance,iam,compliance,pci dss compliance,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.compliance.pci_dss_compliance,iam,compliance,pci dss compliance,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.compliance.pci_dss_compliance,iam,compliance,pci dss compliance,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.compliance.sox_compliance,iam,compliance,sox compliance,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.compliance.sox_compliance,iam,compliance,sox compliance,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.compliance.sox_compliance,iam,compliance,sox compliance,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.access_certification,iam,governance,access certification,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.access_certification,iam,governance,access certification,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.access_certification,iam,governance,access certification,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.change_management,iam,governance,change management,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.change_management,iam,governance,change management,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.change_management,iam,governance,change management,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.documentation_maintenance,iam,governance,documentation maintenance,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.documentation_maintenance,iam,governance,documentation maintenance,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.documentation_maintenance,iam,governance,documentation maintenance,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.risk_assessment,iam,governance,risk assessment,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.risk_assessment,iam,governance,risk assessment,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.risk_assessment,iam,governance,risk assessment,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.training_and_awareness,iam,governance,training awareness,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.training_and_awareness,iam,governance,training awareness,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.governance.training_and_awareness,iam,governance,training awareness,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.group.rbac_group_attached_policies_not_admin_star,iam,group,rbac group attached policies admin star,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,not_contains,*,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.group.rbac_group_attached_policies_not_admin_star,iam,group,rbac group attached policies admin star,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.group.rbac_group_attached_policies_not_admin_star,iam,group,rbac group attached policies admin star,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,not_contains,*,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.group.rbac_group_external_sharing_restricted_where_supported,iam,group,rbac group external sharing restricted supported,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,not_contains,0.0.0.0/0,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.group.rbac_group_external_sharing_restricted_where_supported,iam,group,rbac group external sharing restricted supported,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.group.rbac_group_external_sharing_restricted_where_supported,iam,group,rbac group external sharing restricted supported,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,not_contains,0.0.0.0/0,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.group.rbac_group_no_inline_policies,iam,group,rbac group inline policies,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.group.rbac_group_no_inline_policies,iam,group,rbac group inline policies,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.group.rbac_group_no_inline_policies,iam,group,rbac group inline policies,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.cloud_asset_inventory_enabled,iam,policy,cloud asset inventory enabled,gcp.iam.projects.serviceAccounts.list,1,disabled,item.disabled,boolean,2.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.cloud_asset_inventory_enabled,iam,policy,cloud asset inventory enabled,gcp.iam.projects.serviceAccounts.list,2,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.cloud_asset_inventory_enabled,iam,policy,cloud asset inventory enabled,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.rbac_policy_conditions_used_where_applicable,iam,policy,rbac policy conditions used applicable,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.rbac_policy_conditions_used_where_applicable,iam,policy,rbac policy conditions used applicable,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.rbac_policy_conditions_used_where_applicable,iam,policy,rbac policy conditions used applicable,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.rbac_policy_no_action_star_on_resource_star,iam,policy,rbac policy action star resource star,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,not_contains,*,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.rbac_policy_no_action_star_on_resource_star,iam,policy,rbac policy action star resource star,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.rbac_policy_no_action_star_on_resource_star,iam,policy,rbac policy action star resource star,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,not_contains,*,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.rbac_policy_no_policy_allows_without_constraints,iam,policy,rbac policy policy allows without constraints,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.rbac_policy_no_policy_allows_without_constraints,iam,policy,rbac policy policy allows without constraints,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.rbac_policy_no_policy_allows_without_constraints,iam,policy,rbac policy policy allows without constraints,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.rbac_policy_resource_constraints_present,iam,policy,rbac policy resource constraints present,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.rbac_policy_resource_constraints_present,iam,policy,rbac policy resource constraints present,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.rbac_policy_resource_constraints_present,iam,policy,rbac policy resource constraints present,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.regular_access_review,iam,policy,regular access review,gcp.iam.projects.serviceAccounts.list,1,disableReason,item.disableReason,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.regular_access_review,iam,policy,regular access review,gcp.iam.projects.serviceAccounts.list,2,disabled,item.disabled,boolean,0.25,equals,true,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.policy.regular_access_review,iam,policy,regular access review,gcp.iam.projects.serviceAccounts.list,3,displayName,item.displayName,string,0.25,exists,null,gcp.iam.projects.serviceAccounts.list,LOW,token_match
gcp.iam.role.predefined_roles_preferred,iam,role,predefined roles preferred,gcp.iam.organizations.roles.list,1,roles[].includedPermissions,item.roles[].includedPermissions,string,7.9,exists,null,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.predefined_roles_preferred,iam,role,predefined roles preferred,gcp.iam.organizations.roles.list,2,roles[].stage,item.roles[].stage,string,5.4,exists,null,gcp.iam.organizations.roles.list,MEDIUM,token_match
gcp.iam.role.predefined_roles_preferred,iam,role,predefined roles preferred,gcp.iam.organizations.roles.list,3,roles[].title,item.roles[].title,string,5.4,exists,null,gcp.iam.organizations.roles.list,MEDIUM,token_match
gcp.iam.role.rbac_role_attached_policies_not_admin_star,iam,role,rbac role attached policies admin star,gcp.iam.organizations.roles.list,1,roles[].includedPermissions,item.roles[].includedPermissions,string,13.9,not_contains,*,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.rbac_role_attached_policies_not_admin_star,iam,role,rbac role attached policies admin star,gcp.iam.organizations.roles.list,2,roles[].stage,item.roles[].stage,string,8.9,not_contains,*,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.rbac_role_attached_policies_not_admin_star,iam,role,rbac role attached policies admin star,gcp.iam.organizations.roles.list,3,roles[].title,item.roles[].title,string,8.9,not_contains,*,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.rbac_role_no_inline_policies,iam,role,rbac role inline policies,gcp.iam.organizations.roles.list,1,roles[].includedPermissions,item.roles[].includedPermissions,string,8.9,exists,null,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.rbac_role_no_inline_policies,iam,role,rbac role inline policies,gcp.iam.organizations.roles.list,2,roles[].stage,item.roles[].stage,string,6.4,exists,null,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.rbac_role_no_inline_policies,iam,role,rbac role inline policies,gcp.iam.organizations.roles.list,3,roles[].title,item.roles[].title,string,6.4,exists,null,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.rbac_role_session_duration_reasonable_where_applicable,iam,role,rbac role session duration reasonable applicable,gcp.iam.organizations.roles.list,1,roles[].includedPermissions,item.roles[].includedPermissions,string,8.9,exists,null,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.rbac_role_session_duration_reasonable_where_applicable,iam,role,rbac role session duration reasonable applicable,gcp.iam.organizations.roles.list,2,roles[].stage,item.roles[].stage,string,6.4,exists,null,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.rbac_role_session_duration_reasonable_where_applicable,iam,role,rbac role session duration reasonable applicable,gcp.iam.organizations.roles.list,3,roles[].title,item.roles[].title,string,6.4,exists,null,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.regular_review_and_cleanup,iam,role,regular review cleanup,gcp.iam.organizations.roles.list,1,,,,0,,,gcp.iam.organizations.roles.list,NO_MATCH,none
gcp.iam.role.role_attached_policies_not_admin_star,iam,role,role attached policies admin star,gcp.iam.organizations.roles.list,1,roles[].includedPermissions,item.roles[].includedPermissions,string,11.4,not_contains,*,gcp.iam.organizations.roles.list,HIGH,token_match
gcp.iam.role.role_attached_policies_not_admin_star,iam,role,role attached policies admin star,gcp.iam.organizations.roles.list,2,roles[].stage,item.roles[].stage,string,6.4,not_contains,*,gcp.iam.organizations.roles.list,HIGH,token_match
