unique_compliance_id,technology,compliance_framework,framework_id,framework_version,requirement_id,requirement_name,requirement_description,section,service,total_checks,automation_type,confidence_score,references,source_file,gcp_checks,updated_gcp_checks,mapped_rule_id
nist_800_53_rev5_multi_cloud_AU-16_1_0291,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AU-16(1),Cross-Organizational Audit Logging - Cross - organizational audit logging | identity preservation preserve the identi,,,CLOUDWATCH,6,automated,,,NIST_controls_with_checks.csv,gcp_logging_enabled,gcp_logging_enabled,
nist_800_53_rev5_multi_cloud_AU-16_2_0292,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AU-16(2),Cross-Organizational Audit Logging - Cross - organizational audit logging | sharing of audit information provide cros,,,CLOUDWATCH,6,automated,,,NIST_controls_with_checks.csv,gcp_logging_enabled,gcp_logging_enabled,
nist_800_53_rev5_multi_cloud_AU-16_3_0293,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,AU-16(3),Cross-Organizational Audit Logging - Cross - organizational auditing | disassociability implement [ assignment,,,CLOUDWATCH,6,automated,,,NIST_controls_with_checks.csv,gcp_logging_enabled,gcp_logging_enabled,
nist_800_53_rev5_multi_cloud_CA-2_2_0298,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-2(2),Control Assessments - Control assessments | specialized assessments include as part of control assessm,,Control,Multiple,30,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-2-d_0303,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-2-d,Control Assessments - Assess the controls in the...,,Control,Multiple,15,automated,,,NIST_controls_with_checks.csv,gcp_security_command_center_enabled; gcp_security_command_center_is_enabled,gcp.security.command.center_enabled; gcp.security.command.center_is_enabled,
nist_800_53_rev5_multi_cloud_CA-7_1_0331,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7(1),Continuous Monitoring - Continuous monitoring | independent assessment employ independent assessors or a,,Continuous,Multiple,41,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_enabled; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.security.command.center_enabled; gcp.security.command.center_is_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-7_2_0332,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7(2),Continuous Monitoring - Continuous monitoring | types of assessments [withdrawn,,Continuous,Multiple,41,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_enabled; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.security.command.center_enabled; gcp.security.command.center_is_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-7_3_0333,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7(3),Continuous Monitoring - Continuous monitoring | trend analyses employ trend analyses to determine if con,,Continuous,Multiple,41,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_enabled; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.security.command.center_enabled; gcp.security.command.center_is_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-7_4_0334,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7(4),Continuous Monitoring - Continuous monitoring | risk monitoring ensure risk monitoring is an integral pa,,Continuous,Multiple,41,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_enabled; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.security.command.center_enabled; gcp.security.command.center_is_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-7_5_0335,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7(5),Continuous Monitoring - Continuous monitoring | consistency analysis employ the following actions to val,,Continuous,Multiple,41,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_enabled; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.security.command.center_enabled; gcp.security.command.center_is_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-7_6_0336,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7(6),"Continuous Monitoring - Continuous monitoring | automation support for monitoring ensure the accuracy, c",,Continuous,Multiple,41,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_enabled; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.security.command.center_enabled; gcp.security.command.center_is_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-7-a_0337,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7-a,Continuous Monitoring - Establishing the following system-level metrics...,,Continuous,Multiple,45,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_enabled; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.security.command.center_enabled; gcp.security.command.center_is_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-7-b_0338,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7-b,Continuous Monitoring - Establishing [ assignment: organization-defined frequencies...,,Continuous,Multiple,64,automated,,,NIST_controls_with_checks.csv,gcp_api_gateway_restapi_logging_enabled; gcp_logging_enabled; gcp_logging_multi_region_enabled; gcp_logging_storage_read_events_enabled; gcp_logging_storage_write_events_enabled; gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_monitoring_log_group_retention_policy_specific_days_enabled,gcp.apigateway.restapi.logging_enabled; gcp_logging_enabled; gcp.logging.multi.region_enabled; gcp.logging.storage.read_events_enabled; gcp.logging.storage.write_events_enabled; gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.monitoring.log.group_retention_policy_specific_days_enabled,gcp.apigateway.api.gateway_restapi_logging_enabled; gcp.logging.sink.multi_region_enabled; gcp.logging.bucket.read_events_enabled; gcp.logging.bucket.write_events_enabled; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.group.retention_policy_specific_days_enabled
nist_800_53_rev5_multi_cloud_CA-7-c_0339,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7-c,Continuous Monitoring - Ongoing control assessments in accordance...,,Continuous,Multiple,45,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_enabled; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.security.command.center_enabled; gcp.security.command.center_is_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-7-d_0340,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7-d,Continuous Monitoring - Ongoing monitoring of system and...,,Continuous,Multiple,45,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_enabled; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.security.command.center_enabled; gcp.security.command.center_is_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-7-e_0341,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7-e,Continuous Monitoring - Correlation and analysis of information...,,Continuous,Multiple,45,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_enabled; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.security.command.center_enabled; gcp.security.command.center_is_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-7-f_0342,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7-f,Continuous Monitoring - Response actions to address results...,,Continuous,Multiple,45,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_enabled; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.security.command.center_enabled; gcp.security.command.center_is_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-7-g_0343,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-7-g,Continuous Monitoring - Reporting the security and privacy...,,Continuous,Multiple,45,automated,,,NIST_controls_with_checks.csv,gcp_monitoring_changes_to_network_acls_alarm_configured; gcp_monitoring_changes_to_network_gateways_alarm_configured; gcp_monitoring_changes_to_network_route_tables_alarm_configured; gcp_monitoring_changes_to_vpcs_alarm_configured; gcp_security_command_center_enabled; gcp_security_command_center_is_enabled; gcp_sql_instance_enhanced_monitoring_enabled,gcp.monitoring.changes.to_network_acls_alarm_configured; gcp.monitoring.changes.to_network_gateways_alarm_configured; gcp.monitoring.changes.to_network_route_tables_alarm_configured; gcp.monitoring.changes.to_vpcs_alarm_configured; gcp.security.command.center_enabled; gcp.security.command.center_is_enabled; gcp.sql.instance.enhanced_monitoring_enabled,gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured; gcp.monitoring.alert_policy.gateways_alarm_configured; gcp.monitoring.alert_policy.route_tables_alarm_configured; gcp.monitoring.alert_policy.changes_to_vpcs_alarm_configured
nist_800_53_rev5_multi_cloud_CA-9-b_0350,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CA-9-b,"Internal System Connections - Document, for each internal connection,...",,Internal,Multiple,27,automated,,,NIST_controls_with_checks.csv,gcp_api_gateway_restapi_client_certificate_enabled; gcp_elasticsearch_service_domains_node_to_node_encryption_enabled; gcp_load_balancing_ssl_listeners; gcp_storage_bucket_secure_transport_policy,gcp.apigateway.restapi.client_certificate_enabled; gcp.elasticsearch.service.domains_node_to_node_encryption_enabled; gcp.compute.ssl.listeners; gcp.storage.bucket.secure_transport_policy,gcp.apigateway.api.certificate_enabled; gcp.elasticsearch.cluster.domains_node_to_node_encryption_enabled; gcp.compute.target_https_proxy.balancing_ssl_listeners_configured; gcp.storage.bucket.secure_transport_policy
nist_800_53_rev5_multi_cloud_CM-2_2_0357,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-2(2),Baseline Configuration - Baseline configuration | automation support for accuracy and currency maintain t,,Baseline,Multiple,30,automated,,,NIST_controls_with_checks.csv,gcp_compute_instance_managed_by_os_config; gcp_compute_instance_older_than_specific_days; gcp_compute_networkacl_allow_ingress_any_port; gcp_load_balancing_deletion_protection; gcp_os_config_managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.compute.instance.older_than_specific_days; gcp.compute.networkacl.allow_ingress_any_port; gcp.compute.deletion.protection; gcp.os.config.managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.compute.instance.older_than_specific_days; gcp.osconfig.patch_deployment.managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-2_2_0358,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-2(2),Baseline Configuration - For organizations that combine system component inventory and baseline configura,,Baseline,Multiple,30,automated,,,NIST_controls_with_checks.csv,gcp_compute_instance_managed_by_os_config; gcp_compute_instance_older_than_specific_days; gcp_compute_networkacl_allow_ingress_any_port; gcp_load_balancing_deletion_protection; gcp_os_config_managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.compute.instance.older_than_specific_days; gcp.compute.networkacl.allow_ingress_any_port; gcp.compute.deletion.protection; gcp.os.config.managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.compute.instance.older_than_specific_days; gcp.osconfig.patch_deployment.managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-2-a_0366,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-2-a,"Baseline Configuration - Develop, document, and maintain under...",,Baseline,Multiple,34,automated,,,NIST_controls_with_checks.csv,gcp_compute_instance_managed_by_os_config; gcp_compute_instance_older_than_specific_days; gcp_compute_networkacl_allow_ingress_any_port; gcp_load_balancing_deletion_protection; gcp_os_config_managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.compute.instance.older_than_specific_days; gcp.compute.networkacl.allow_ingress_any_port; gcp.compute.deletion.protection; gcp.os.config.managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.compute.instance.older_than_specific_days; gcp.osconfig.patch_deployment.managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-2-b_0367,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-2-b,Baseline Configuration - Review and update the baseline...,,Baseline,Multiple,28,automated,,,NIST_controls_with_checks.csv,gcp_bigquery_cluster_automatic_upgrades; gcp_compute_instance_managed_by_os_config; gcp_compute_instance_older_than_specific_days; gcp_os_config_managed_compliant_patching,gcp.bigquery.cluster.automatic_upgrades; gcp.compute.instance.managed_by_os_config; gcp.compute.instance.older_than_specific_days; gcp.os.config.managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.compute.instance.older_than_specific_days; gcp.osconfig.patch_deployment.managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-3_3_0370,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-3(3),Configuration Change Control - Configuration change control | automated change implementation implement changes,,Configuration,Multiple,24,automated,,,NIST_controls_with_checks.csv,gcp_bigquery_cluster_automatic_upgrades; gcp_compute_instance_managed_by_os_config; gcp_compute_instance_older_than_specific_days; gcp_os_config_managed_compliant_patching,gcp.bigquery.cluster.automatic_upgrades; gcp.compute.instance.managed_by_os_config; gcp.compute.instance.older_than_specific_days; gcp.os.config.managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.compute.instance.older_than_specific_days; gcp.osconfig.patch_deployment.managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-3-a_0376,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-3-a,Configuration Change Control - Determine and document the types...,,Configuration,Multiple,12,automated,,,NIST_controls_with_checks.csv,gcp_load_balancing_deletion_protection; gcp_sql_instance_deletion_protection,gcp.compute.deletion.protection; gcp.sql.instance.deletion_protection,
nist_800_53_rev5_multi_cloud_CM-6_1_0393,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-6(1),"Configuration Settings - Configuration settings | automated management , application , and verification m",,Configuration,Multiple,12,automated,,,NIST_controls_with_checks.csv,gcp_compute_instance_managed_by_os_config; gcp_os_config_managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.os.config.managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.osconfig.patch_deployment.managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-6_2_0394,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-6(2),Configuration Settings - Configuration settings | respond to unauthorized changes take the following acti,,Configuration,Multiple,12,automated,,,NIST_controls_with_checks.csv,gcp_compute_instance_managed_by_os_config; gcp_os_config_managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.os.config.managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.osconfig.patch_deployment.managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-6_3_0395,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-6(3),Configuration Settings - Configuration settings | unauthorized change detection [withdrawn,,Configuration,Multiple,12,automated,,,NIST_controls_with_checks.csv,gcp_compute_instance_managed_by_os_config; gcp_os_config_managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.os.config.managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.osconfig.patch_deployment.managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-6_4_0396,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-6(4),Configuration Settings - Configuration settings | conformance demonstration [withdrawn,,Configuration,Multiple,12,automated,,,NIST_controls_with_checks.csv,gcp_compute_instance_managed_by_os_config; gcp_os_config_managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.os.config.managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.osconfig.patch_deployment.managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-6-a_0397,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-6-a,Configuration Settings - Establish and document configuration settings...,,Configuration,Multiple,58,automated,,,NIST_controls_with_checks.csv,gcp_compute_disk_encryption_enabled; gcp_compute_instance_profile_attached; gcp_iam_password_policy_minimum_length_14; gcp_logging_enabled; gcp_logging_kms_encryption_enabled; gcp_logging_log_file_validation_enabled; gcp_logging_multi_region_enabled; gcp_logging_storage_read_events_enabled; gcp_logging_storage_write_events_enabled,gcp.compute.disk.encryption_enabled; gcp.compute.instance.profile_attached; gcp.iam.password.policy_minimum_length_14; gcp_logging_enabled; gcp.logging.kms.encryption_enabled; gcp.logging.log.file_validation_enabled; gcp.logging.multi.region_enabled; gcp.logging.storage.read_events_enabled; gcp.logging.storage.write_events_enabled,gcp.compute.disk.encryption_enabled; gcp.compute.instance.profile_attached; gcp.iam.user.policy_minimum_length_14; gcp.logging.sink.kms_encryption_enabled; gcp.logging.sink.log_file_validation_enabled; gcp.logging.sink.multi_region_enabled; gcp.logging.bucket.read_events_enabled; gcp.logging.bucket.write_events_enabled
nist_800_53_rev5_multi_cloud_CM-6-b_0398,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-6-b,Configuration Settings - Implement the configuration settings;,,Configuration,Multiple,16,automated,,,NIST_controls_with_checks.csv,gcp_compute_instance_managed_by_os_config; gcp_os_config_managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.os.config.managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.osconfig.patch_deployment.managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-6-c_0399,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-6-c,"Configuration Settings - Identify, document, and approve any...",,Configuration,Multiple,16,automated,,,NIST_controls_with_checks.csv,gcp_compute_instance_managed_by_os_config; gcp_os_config_managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.os.config.managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.osconfig.patch_deployment.managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-6-d_0400,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-6-d,Configuration Settings - Monitor and control changes to...,,Configuration,Multiple,15,automated,,,NIST_controls_with_checks.csv,gcp_compute_instance_managed_by_os_config; gcp_os_config_managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.os.config.managed_compliant_patching,gcp.compute.instance.managed_by_os_config; gcp.osconfig.patch_deployment.managed_compliant_patching
nist_800_53_rev5_multi_cloud_CM-7-b_0412,MULTI_CLOUD,NIST_800-53,nist_800_53_rev5,Rev5,CM-7-b,Least Functionality - Prohibit or restrict the use...,,Least,NETWORKACL,10,automated,,,NIST_controls_with_checks.csv,gcp_compute_networkacl_allow_ingress_any_port,gcp.compute.networkacl.allow_ingress_any_port,
